SID,URL,MITRE Technique ID,Rule
28991,https://snort.org/rule_docs/1-28991,['T1020'],nan
29031,https://snort.org/rule_docs/1-29031,['T1102'],"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC Win.Trojan.Banload variant inbound connection""; flow:to_client,established; http_header; content:""/avcheck.exe|0D 0A 0D 0A|"",fast_pattern,nocase; content:""|0D 0A|Location: https://dl.dropboxusercontent.com/""; pcre:""/\r\nLocation\x3a\x20https\x3a\x2f{2}dl\.dropboxusercontent\.com\/[a-zA-Z\d\x2f]{5,32}\/avcheck\.exe\r\n\r\n$/""; metadata:impact_flag red,ruleset community; service:http; T1102; reference:url,www.virustotal.com/en/file/30032d2b7fd928392837eeb814cf1e2add0d80b0e17b8dbfec2e2c3be9164cf6/analysis/; classtype:trojan-activity; sid:29031; rev:5; )"
29261,https://snort.org/rule_docs/1-29261,['T1102'],"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Dropper variant outbound connection""; flow:to_server,established; http_uri; bufferlen:19; content:""/FileToDownload.exe"",fast_pattern,nocase; http_header; content:""Host: dl.dropbox.com|0D 0A|""; content:!""Accept""; content:!""User-Agent""; metadata:impact_flag red,ruleset community; service:http; T1102; reference:url,file-analyzer.net/analysis/1087/5386/0/html; reference:url,www.virustotal.com/en/file/913cc54750e8bb6b88d5ccbfc988e0107f80ad14ba4d052a3f3db11ccfd8ce4a/analysis/; classtype:trojan-activity; sid:29261; rev:3; )"
29354,https://snort.org/rule_docs/1-29354,['T1083'],nan
29379,https://snort.org/rule_docs/1-29379,['T1020'],"alert tcp $HOME_NET any -> $EXTERNAL_NET [777,778] ( msg:""MALWARE-CNC Win.Trojan.Dropper outbound encrypted traffic - potential exfiltration""; flow:to_server,established; isdataat:1440; content:""|03 2B 82 86 02 A0 05|"",fast_pattern,nocase; metadata:ruleset community; T1020; reference:url,www.virustotal.com/en/file/20b49af8b750a1899117827476402ccaf7095fb5b7aad2e96c8109290da453cb/analysis/; reference:url,www.virustotal.com/en/file/559e8dbe388c8c103996b208eb5532e295da717f84b4a7ddf5c9885de8115606/analysis/; classtype:trojan-activity; sid:29379; rev:3; )"
29382,https://snort.org/rule_docs/1-29382,['T1021'],nan
29383,https://snort.org/rule_docs/1-29383,['T1021'],nan
29394,https://snort.org/rule_docs/1-29394,['T1176'],nan
29456,https://snort.org/rule_docs/1-29456,['T1040'],"alert icmp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PROTOCOL-ICMP Unusual PING detected""; icode:0; itype:8; fragbits:!M; content:!""ABCDEFGHIJKLMNOPQRSTUVWABCDEFGHI"",depth 32; content:!""0123456789abcdefghijklmnopqrstuv"",depth 32; content:!""EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE"",depth 36; content:!""WANG2""; content:!""cacti-monitoring-system"",depth 65; content:!""SolarWinds"",depth 72; metadata:policy max-detect-ips drop,ruleset community; reference:url,krebsonsecurity.com/2014/01/a-closer-look-at-the-target-malware-part-ii/; reference:url,krebsonsecurity.com/2014/01/a-first-look-at-the-target-intrusion-malware/; classtype:successful-recon-limited; sid:29456; rev:3; )"
29519,https://snort.org/rule_docs/1-29519,['T1027'],nan
29580,https://snort.org/rule_docs/1-29580,['T1027'],nan
29608,https://snort.org/rule_docs/1-29608,['T1190'],nan
29609,https://snort.org/rule_docs/1-29609,['T1190'],nan
29615,https://snort.org/rule_docs/1-29615,['T1056'],nan
29616,https://snort.org/rule_docs/1-29616,['T1056'],nan
29680,https://snort.org/rule_docs/1-29680,['T1220'],nan
29681,https://snort.org/rule_docs/1-29681,['T1220'],nan
29756,https://snort.org/rule_docs/1-29756,['T1190'],nan
29789,https://snort.org/rule_docs/1-29789,['T1176'],"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Careto plugin download""; flow:to_server,established; http_uri; content:""/ag/plugin.crx"",fast_pattern,nocase; metadata:impact_flag red,ruleset community; service:http; T1176; reference:url,www.virustotal.com/en/file/19e818d0da361c4feedd456fca63d68d4b024fbbd3d9265f606076c7ee72e8f8/analysis/; classtype:trojan-activity; sid:29789; rev:4; )"
29790,https://snort.org/rule_docs/1-29790,['T1176'],"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Careto plugin download""; flow:to_server,established; http_uri; content:""/l/af_l_addon.xpi"",fast_pattern,nocase; metadata:impact_flag red,ruleset community; service:http; T1176; reference:url,www.virustotal.com/en/file/19e818d0da361c4feedd456fca63d68d4b024fbbd3d9265f606076c7ee72e8f8/analysis/; classtype:trojan-activity; sid:29790; rev:4; )"
29791,https://snort.org/rule_docs/1-29791,['T1176'],"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Careto plugin download""; flow:to_server,established; http_uri; content:""/m/f_l_addon.xpi"",fast_pattern,nocase; metadata:impact_flag red,ruleset community; service:http; T1176; reference:url,www.virustotal.com/en/file/19e818d0da361c4feedd456fca63d68d4b024fbbd3d9265f606076c7ee72e8f8/analysis/; classtype:trojan-activity; sid:29791; rev:4; )"
29869,https://snort.org/rule_docs/1-29869,['T1566'],"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC Win.Trojan.Napolar phishing attack""; flow:to_client,established; content:""facebook.com.exe"",fast_pattern,nocase; metadata:ruleset community; service:http; T1192; reference:url,www.virustotal.com/en/file/58762cf6aa8eea5744716986773a2c22ae7412eae634be7bed648c96465bc8ef/analysis/; classtype:trojan-activity; sid:29869; rev:4; )"
29886,https://snort.org/rule_docs/1-29886,['T1056'],nan
29918,https://snort.org/rule_docs/1-29918,['T1056'],nan
30003,https://snort.org/rule_docs/1-30003,['T1189'],"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""EXPLOIT-KIT Hello/LightsOut exploit kit payload download attempt""; flow:to_server,established; http_uri; content:"".php?a=dw"",fast_pattern,nocase; pcre:""/\?a=dw[a-z]$/""; http_header; content:"" Java/1.""; flowbits:set,file.exploit_kit.pe; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:cve,2011-1255; reference:cve,2012-1723; reference:cve,2013-1489; T1189; reference:url,blogs.cisco.com/security/watering-hole-attacks-target-energy-sector/; reference:url,jsunpack.jeek.org/?report=2a298ffa14fd2772bd646bd559f610b0c3b51862; reference:url,jsunpack.jeek.org/?report=977b49ea5dc5ef85d8f50d1f1222befee8bf3581; classtype:trojan-activity; sid:30003; rev:6; )"
30510,https://snort.org/rule_docs/1-30510,['T1005'],"alert tcp $EXTERNAL_NET any -> $HOME_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL SSLv3 heartbeat read overrun attempt""; flow:to_server,established,only_stream; content:""|18 03 00|"",depth 3; detection_filter:track by_src,count 3,seconds 1; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30510; rev:8; )"
30511,https://snort.org/rule_docs/1-30511,['T1123'],"alert tcp $EXTERNAL_NET any -> $HOME_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1 heartbeat read overrun attempt""; flow:to_server,established,only_stream; content:""|18 03 01|"",depth 3; detection_filter:track by_src,count 3,seconds 1; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30511; rev:8; )"
30512,https://snort.org/rule_docs/1-30512,['T1123'],"alert tcp $EXTERNAL_NET any -> $HOME_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1.1 heartbeat read overrun attempt""; flow:to_server,established,only_stream; content:""|18 03 02|"",depth 3; detection_filter:track by_src,count 3,seconds 1; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30512; rev:8; )"
30513,https://snort.org/rule_docs/1-30513,['T1123'],"alert tcp $EXTERNAL_NET any -> $HOME_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1.2 heartbeat read overrun attempt""; flow:to_server,established,only_stream; content:""|18 03 03|"",depth 3; detection_filter:track by_src,count 3,seconds 1; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30513; rev:8; )"
30514,https://snort.org/rule_docs/1-30514,['T1123'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL SSLv3 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established,only_stream; content:""|18 03 00|"",depth 3; byte_test:2,>,128,0,relative; content:""|02|"",within 1,distance 2; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30514; rev:11; )"
30515,https://snort.org/rule_docs/1-30515,['T1123'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL TLSv1 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established,only_stream; content:""|18 03 01|"",depth 3; byte_test:2,>,128,0,relative; content:""|02|"",within 1,distance 2; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30515; rev:11; )"
30516,https://snort.org/rule_docs/1-30516,['T1123'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL TLSv1.1 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established,only_stream; content:""|18 03 02|"",depth 3; byte_test:2,>,128,0,relative; content:""|02|"",within 1,distance 2; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30516; rev:11; )"
30517,https://snort.org/rule_docs/1-30517,['T1123'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL TLSv1.2 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established,only_stream; content:""|18 03 03|"",depth 3; byte_test:2,>,128,0,relative; content:""|02|"",within 1,distance 2; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30517; rev:11; )"
30520,https://snort.org/rule_docs/1-30520,['T1123'],"alert tcp $HOME_NET any -> $EXTERNAL_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL SSLv3 heartbeat read overrun attempt - vulnerable client response""; flow:to_server,established,only_stream; content:""|18 03 00|"",depth 3; byte_test:2,>,128,3; detection_filter:track by_dst,count 2,seconds 5; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30520; rev:9; )"
30521,https://snort.org/rule_docs/1-30521,['T1123'],"alert tcp $HOME_NET any -> $EXTERNAL_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1 heartbeat read overrun attempt - vulnerable client response""; flow:to_server,established,only_stream; content:""|18 03 01|"",depth 3; byte_test:2,>,128,3; detection_filter:track by_dst,count 2,seconds 5; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30521; rev:9; )"
30522,https://snort.org/rule_docs/1-30522,['T1123'],"alert tcp $HOME_NET any -> $EXTERNAL_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1.1 heartbeat read overrun attempt - vulnerable client response""; flow:to_server,established,only_stream; content:""|18 03 02|"",depth 3; byte_test:2,>,128,3; detection_filter:track by_dst,count 2,seconds 5; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30522; rev:9; )"
30523,https://snort.org/rule_docs/1-30523,['T1005'],"alert tcp $HOME_NET any -> $EXTERNAL_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1.2 heartbeat read overrun attempt - vulnerable client response""; flow:to_server,established,only_stream; content:""|18 03 03|"",depth 3; byte_test:2,>,128,3; detection_filter:track by_dst,count 2,seconds 5; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30523; rev:9; )"
30524,https://snort.org/rule_docs/1-30524,['T1005'],"alert tcp $EXTERNAL_NET any -> $HOME_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1.1 heartbeat read overrun attempt""; flow:to_server,established; content:""|18 03 02 00 03 01 40 00|"",fast_pattern,nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30524; rev:5; )"
30525,https://snort.org/rule_docs/1-30525,['T1123'],"alert tcp $EXTERNAL_NET any -> $HOME_NET [21,25,443,465,636,992,993,995,2484] ( msg:""SERVER-OTHER OpenSSL TLSv1.2 heartbeat read overrun attempt""; flow:to_server,established; isdataat:68; isdataat:!69; content:""|18 03 03 00 40|"",depth 5; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30525; rev:4; )"
30549,https://snort.org/rule_docs/1-30549,['T1005'],"alert tcp $EXTERNAL_NET any -> $HOME_NET 443 ( msg:""SERVER-OTHER OpenSSL Heartbleed masscan access exploitation attempt""; flow:to_server,established; content:""[masscan/1.0]""; metadata:policy balanced-ips drop,policy connectivity-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30549; rev:2; )"
30567,https://snort.org/rule_docs/1-30567,['T1566'],"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Win.Trojan.Agent E-FAX phishing attempt""; flow:to_client,established; flowbits:isset,file.zip; file_data; content:""pdf_efax_"",fast_pattern,nocase; content:""PK"",depth 2; content:"".pif"",distance 0,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; T1192; reference:url,www.virustotal.com/en/file/4e102fd6fce767fa6c0d0a9871bb71ec5969ded694a9292c2c8a9749e5648ed4/analysis/; classtype:trojan-activity; sid:30567; rev:3; )"
30568,https://snort.org/rule_docs/1-30568,['T1566'],"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-OTHER Win.Trojan.Agent E-FAX phishing attempt""; flow:to_server,established; http_uri; content:""/cache/pdf_efax_"",fast_pattern,nocase; pcre:""/\/cache\/pdf\x5Fefax\x5F\d{8,15}\.zip$/i""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; T1192; reference:url,www.virustotal.com/en/file/4e102fd6fce767fa6c0d0a9871bb71ec5969ded694a9292c2c8a9749e5648ed4/analysis/; classtype:trojan-activity; sid:30568; rev:3; )"
30569,https://snort.org/rule_docs/1-30569,['T1566'],"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Win.Trojan.Agent Funeral ceremony phishing attempt""; flow:to_client,established; http_header; content:""filename=FuneralCeremony_"",fast_pattern,nocase; content:"".zip"",nocase; file_data; content:""FuneralCeremony_""; content:"".exe"",distance 0,nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; T1192; reference:url,www.virustotal.com/en/file/285ec7e2f8cbaed5d8cebde56bb6d44a921eb4e8384981832822329d8ccfb125/analysis/1395241815/; classtype:trojan-activity; sid:30569; rev:3; )"
30777,https://snort.org/rule_docs/1-30777,['T1123'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL SSLv3 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established; content:""|16 03 00|""; byte_jump:2,0,relative; content:""|18 03 00|"",within 3,fast_pattern; byte_test:2,>,128,0,relative; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30777; rev:4; )"
30778,https://snort.org/rule_docs/1-30778,['T1123'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL SSLv3 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established; content:""|17 03 00|""; byte_jump:2,0,relative; content:""|18 03 00|"",within 3,fast_pattern; byte_test:2,>,128,0,relative; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30778; rev:4; )"
30779,https://snort.org/rule_docs/1-30779,['T1123'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL TLSv1 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established; content:""|16 03 01|""; byte_jump:2,0,relative; content:""|18 03 01|"",within 3,fast_pattern; byte_test:2,>,128,0,relative; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30779; rev:4; )"
30780,https://snort.org/rule_docs/1-30780,['T1123'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL TLSv1 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established; content:""|17 03 01|""; byte_jump:2,0,relative; content:""|18 03 01|"",within 3,fast_pattern; byte_test:2,>,128,0,relative; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30780; rev:4; )"
30781,https://snort.org/rule_docs/1-30781,['T1123'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL TLSv1.1 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established; content:""|16 03 02|""; byte_jump:2,0,relative; content:""|18 03 02|"",within 3,fast_pattern; byte_test:2,>,128,0,relative; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30781; rev:5; )"
30782,https://snort.org/rule_docs/1-30782,['T1123'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL TLSv1.1 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established; content:""|17 03 02|""; byte_jump:2,0,relative; content:""|18 03 02|"",within 3,fast_pattern; byte_test:2,>,128,0,relative; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30782; rev:4; )"
30783,https://snort.org/rule_docs/1-30783,['T1123'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL TLSv1.2 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established; content:""|16 03 03|""; byte_jump:2,0,relative; content:""|18 03 03|"",within 3,fast_pattern; byte_test:2,>,128,0,relative; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30783; rev:4; )"
30784,https://snort.org/rule_docs/1-30784,['T1123'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL TLSv1.2 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established; content:""|17 03 03|""; byte_jump:2,0,relative; content:""|18 03 03|"",within 3,fast_pattern; byte_test:2,>,128,0,relative; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30784; rev:4; )"
30785,https://snort.org/rule_docs/1-30785,['T1123'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL SSLv3 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established; content:""|18 03 00|""; byte_jump:2,0,relative; content:""|18 03 00|"",within 3; byte_test:2,>,128,0,relative; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30785; rev:4; )"
30786,https://snort.org/rule_docs/1-30786,['T1123'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL TLSv1 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established; content:""|18 03 01|""; byte_jump:2,0,relative; content:""|18 03 01|"",within 3; byte_test:2,>,128,0,relative; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30786; rev:4; )"
30787,https://snort.org/rule_docs/1-30787,['T1123'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL TLSv1.1 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established; content:""|18 03 02|""; byte_jump:2,0,relative; content:""|18 03 02|"",within 3; byte_test:2,>,128,0,relative; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30787; rev:5; )"
30788,https://snort.org/rule_docs/1-30788,['T1005'],"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL TLSv1.2 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established; content:""|18 03 03|""; byte_jump:2,0,relative; content:""|18 03 03|"",within 3; byte_test:2,>,128,0,relative; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; reference:cve,2014-0160; classtype:attempted-recon; sid:30788; rev:5; )"
30982,https://snort.org/rule_docs/1-30982,['T1176'],nan
31070,https://snort.org/rule_docs/1-31070,['T1014'],"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Rootkit.Necurs outbound connection""; flow:to_server,established; http_method; content:""POST""; http_raw_uri; bufferlen:15; http_uri; content:""/docs/index.php"",fast_pattern,nocase; http_header; content:""Content-Type|3A 20|application/octet-stream""; content:!""User-Agent|3A 20|""; content:!""Accept|3A 20|""; content:!""Referer|3A 20|""; metadata:impact_flag red,ruleset community; service:http; T1014; reference:url,www.virustotal.com/en/file/b47a1bdf5e53f4a754413d2461f7db9a4c7d1e0845c1f676b5399061e3dc1a4b/analysis/; classtype:trojan-activity; sid:31070; rev:4; )"
31289,https://snort.org/rule_docs/1-31289,['T1087'],nan
31301,https://snort.org/rule_docs/1-31301,['T1220'],nan
31303,https://snort.org/rule_docs/1-31303,['T1056'],nan
31556,https://snort.org/rule_docs/1-31556,['T1020'],nan
31564,https://snort.org/rule_docs/1-31564,['T1020'],nan
31806,https://snort.org/rule_docs/1-31806,['T1020'],nan
31807,https://snort.org/rule_docs/1-31807,['T1020'],nan
31857,https://snort.org/rule_docs/1-31857,['T1189'],nan
31858,https://snort.org/rule_docs/1-31858,['T1189'],nan
31859,https://snort.org/rule_docs/1-31859,['T1020'],nan
31975,https://snort.org/rule_docs/1-31975,['T1204'],"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""OS-OTHER Bash CGI environment variable injection attempt""; flow:to_server,established; content:""%3D%28%29+%7B"",fast_pattern,nocase; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:cve,2014-6271; reference:cve,2014-6277; reference:cve,2014-6278; reference:cve,2014-7169; classtype:attempted-admin; sid:31975; rev:6; )"
31976,https://snort.org/rule_docs/1-31976,['T1204'],"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""OS-OTHER Bash CGI environment variable injection attempt""; flow:to_server,established; http_client_body; content:""() {"",fast_pattern,nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:cve,2014-6271; reference:cve,2014-6277; reference:cve,2014-6278; reference:cve,2014-7169; classtype:attempted-admin; sid:31976; rev:5; )"
31977,https://snort.org/rule_docs/1-31977,['T1204'],"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""OS-OTHER Bash CGI environment variable injection attempt""; flow:to_server,established; http_uri; content:""() {"",fast_pattern,nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:cve,2014-6271; reference:cve,2014-6277; reference:cve,2014-6278; reference:cve,2014-7169; classtype:attempted-admin; sid:31977; rev:5; )"
31978,https://snort.org/rule_docs/1-31978,['T1190'],"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""OS-OTHER Bash CGI environment variable injection attempt""; flow:to_server,established; http_header; content:""() {"",fast_pattern,nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:cve,2014-6271; reference:cve,2014-6277; reference:cve,2014-6278; reference:cve,2014-7169; classtype:attempted-admin; sid:31978; rev:5; )"
31985,https://snort.org/rule_docs/1-31985,['T1204'],"alert udp $HOME_NET 67 -> $HOME_NET 68 ( msg:""OS-OTHER Malicious DHCP server bash environment variable injection attempt""; flow:stateless; content:""() {"",fast_pattern,nocase; content:""|02 01 06 00|"",depth 4; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; reference:cve,2014-6271; reference:cve,2014-6277; reference:cve,2014-6278; reference:cve,2014-7169; classtype:attempted-admin; sid:31985; rev:6; )"
32001,https://snort.org/rule_docs/1-32001,['T1571'],nan
32008,https://snort.org/rule_docs/1-32008,['T1566'],"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Fake Delta Ticket HTTP Response phishing attack""; flow:to_client,established; file_data; content:""PK"",depth 2; content:""DeltaTicket_ET-RM-"",distance 0,nocase; content:"".exe"",distance 0,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; T1192; reference:url,www.satinfo.es/blog/tag/deltaticket_et-rm-0hj423891156-exe; classtype:trojan-activity; sid:32008; rev:3; )"
