Rule,technique ids
"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""INDICATOR-OBFUSCATION Javascript obfuscation using meaningless bitshift""; flow:to_client,established; file_data; content:""|28|0>>|28|0>>0|29 29|"",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:ftp-data,http,imap,pop3; classtype:attempted-user; sid:57385; rev:1; )",['T1027']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger cyber sitter runtime detection""; flow:to_server,established; content:""Subject|3A|"",nocase; content:""CYBERsitter"",distance 0,nocase; content:""Report"",distance 0,nocase; content:""for|3A|"",distance 0,nocase; pcre:""/Subject\x3A[^\r\n]*CYBERsitter\s+Report\s+for\x3A/ims""; flowbits:set,cyberSitter_detection; flowbits:noalert; metadata:policy max-detect-ips alert; service:smtp; classtype:successful-recon-limited; sid:13767; rev:7; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""MALWARE-OTHER Keylogger watchdog runtime detection - init connection - flowbit set""; flow:to_client,established; content:""N|3A|UC|3A|"",fast_pattern,nocase; pcre:""/^N\x3aUC\x3a\d+\x2c\d+\x2e\d+\x2e\d+\x2e\d+\x2c/ims""; flowbits:set,WatchDog_Init_Connection; flowbits:noalert; classtype:successful-recon-limited; sid:7512; rev:7; )",['T1056']
"alert tcp $HOME_NET 10050 -> $EXTERNAL_NET any ( msg:""MALWARE-OTHER Keylogger win-spy runtime detection - upload file server-to-client""; flow:to_client,established; flowbits:isset,winspy_upload_client-to-server; content:""/CK|16|"",fast_pattern,nocase; classtype:successful-recon-limited; sid:7160; rev:8; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger ghost Keylogger runtime detection - flowbit set""; flow:to_server,established; content:""|23|"",nocase; content:""Ghost"",distance 0,nocase; content:""keylogger"",distance 0,nocase; content:""has"",distance 0,nocase; content:""started"",distance 0,nocase; pcre:""/^\x23\s+Ghost\s+Keylogger\s+has\s+started\x2E/ims""; flowbits:set,ghost_keylogger_start; flowbits:noalert; service:smtp; classtype:successful-recon-limited; sid:9649; rev:6; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 456 ( msg:""MALWARE-OTHER Keylogger remotekeylog.b runtime detection - open url""; flow:to_server,established; content:""url"",depth 3; flowbits:set,RemoteKeyLog.b.Url_detection; flowbits:noalert; metadata:policy max-detect-ips alert; classtype:successful-recon-limited; sid:12133; rev:6; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER CFM webshell upload attempt""; flow:to_server,established; file_data; content:""|89|PNG|0D 0A 1A 0A|"",depth 8; content:""cfexecute"",distance 0,nocase; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:attempted-user; sid:49450; rev:2; )",['T1190']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger mybr Keylogger runtime detection""; flow:to_server,established; content:""From|3A D0 C5 CF A2|"",fast_pattern,nocase; content:""Subject|3A|"",nocase; pcre:""/^From\x3a\xd0\xc5\xcf\xa2.*Subject\x3a[^\r\n]*\d+\x2d\d+\x2d\d+\x2d\d+\x3a\d+\x3a\d+/ims""; metadata:policy max-detect-ips drop; service:smtp; classtype:successful-recon-limited; sid:10165; rev:9; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 9090 ( msg:""SERVER-WEBAPP Oracle JavaServer default password login attempt""; flow:to_server,established; content:""/servlet/admin""; content:""ae9f86d6beaa3f9ecb9a5b7e072a4138""; metadata:ruleset community; service:http; T1078; classtype:default-login-attempt; sid:1859; rev:14; )",['T1078']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Tong Keylogger outbound connectiooutbound connection""; flow:to_server,established; content:""Subject|3A|"",nocase; content:""KeyLogged"",distance 0,nocase; content:""from"",distance 0,nocase; flowbits:set,backdoor.tongkeylogger; flowbits:noalert; metadata:policy max-detect-ips alert; service:smtp; classtype:trojan-activity; sid:19899; rev:7; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger logit v1.0 runtime detection""; flow:to_server,established; content:""Subject|3A| Logger Results"",nocase; content:""|0D 0A 0D 0A|<|7C|"",distance 0; content:""|7C|>|0D 0A 0D 0A|"",distance 0; metadata:policy max-detect-ips drop; service:smtp; classtype:successful-recon-limited; sid:12141; rev:7; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER ASP webshell upload attempt""; flow:to_server,established; file_data; content:""|89|PNG|0D 0A 1A 0A|"",depth 8; content:""<%"",distance 0; content:""language"",within 25,nocase; content:""%>"",within 35; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:attempted-user; sid:49460; rev:2; )",['T1190']
"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Php.Webshell.C0ders download attempt""; flow:to_client,established; file_data; content:""<?""; content:""c0derz shell"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:ftp-data,http,imap,pop3; classtype:trojan-activity; sid:59261; rev:1; )",['T1505']
"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Php.Webshell.SmallShell download attempt""; flow:to_client,established; file_data; content:""<?""; content:""$cmd"",nocase; content:""($_REQUEST["",within 16,nocase; content:""cmd"",within 4,nocase; content:""])|3B|"",within 4; content:""shell_exec($cmd)|3B|"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:ftp-data,http,imap,pop3; classtype:trojan-activity; sid:59352; rev:1; )",['T1505']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-OTHER Php.Webshell.CrewShell inbound connection attempt""; flow:to_server,established; http_uri; content:"".php?"",nocase; content:""&dir&pic="",fast_pattern; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; gid:1; sid:60284; rev:1; )",['T1505']
"alert tcp $HOME_NET $HTTP_PORTS -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Php.Webshell.AyyildizTim outbound connection attempt""; flow:to_client,established; file_data; content:""<title>""; content:""Ayyildiz Tim"",within 25,fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:59018; rev:1; )",['T1505']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC User-Agent known malicious user-agent string - Elite Keylogger""; flow:to_server,established; http_header; content:""User-Agent|3A| Elite%20Keylogger/"",fast_pattern,nocase; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:41456; rev:4; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 10050 ( msg:""MALWARE-OTHER Keylogger win-spy runtime detection - execute file client-to-server""; flow:to_server,established; content:""/RF"",fast_pattern,nocase; pcre:""/\x2FRF[^\r\n]*\x16/ims""; flowbits:set,winspy_execute_client-to-server; flowbits:noalert; classtype:successful-recon-limited; sid:7163; rev:6; )",['T1056']
"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""INDICATOR-OBFUSCATION JavaScript exploit obfuscation attempt""; flow:to_client,established; content:""<body onload=|22|""; content:""parseInt|28 22|"",within 150,distance 25,fast_pattern; content:""unescape|28|"",within 150,distance 25; content:""String.fromCharCode|28|"",within 150,distance 25; metadata:policy max-detect-ips drop; service:ftp-data,http,imap,pop3; classtype:attempted-user; sid:51632; rev:1; )",['T1027']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Doc.Downloader.Emotet variant outbound connection attempt""; flow:to_server,established; http_raw_uri; bufferlen:>12; http_uri; content:""/unraid-map/"",fast_pattern,nocase; http_header; content:!""User-Agent:"",nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:57901; rev:2; )",['T1071']
"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""EXPLOIT-KIT Known exploit kit obfuscation routine detected""; flow:to_client,established; content:""vbscript>""; content:""=Split("",within 40; content:""UBound("",within 40; content:""+Chrw(eval("",within 40; content:""End Function"",within 40; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:attempted-user; sid:36824; rev:2; )",['T1027']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""BROWSER-IE Microsoft Internet Explorer object clone deletion memory corruption attempt - obfuscated""; flow:to_client,established; isdataat:!2055; file_data; content:""CollectGarbage"",fast_pattern,nocase; content:""createElement"",nocase; content:""cloneNode"",within 128,nocase; content:""clearAttributes"",within 128,nocase; metadata:policy max-detect-ips drop; service:http; classtype:attempted-user; sid:16339; rev:15; )",['T1027']
"alert tcp $HOME_NET $HTTP_PORTS -> $EXTERNAL_NET any ( msg:""MALWARE-OTHER Php.Webshell.Generic outbound connection attempt""; flow:to_client,established; file_data; content:""<meta name="",nocase; content:""Stupidc0de Family"",within 150,fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:59260; rev:1; )",['T1505']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 10050 ( msg:""MALWARE-OTHER Keylogger win-spy runtime detection - upload file client-to-server""; flow:to_server,established; content:""/CU"",nocase; content:""True"",distance 0,nocase; pcre:""/\x2FCU[^\r\n]*\x18\d+\x18True\x18\x16/ims""; flowbits:set,winspy_upload_client-to-server; flowbits:noalert; classtype:successful-recon-limited; sid:7159; rev:5; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-OTHER Php.Webshell.Antichat upload attempt""; flow:to_server,established; file_data; content:""<?""; content:""Antichat Shell"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:59022; rev:1; )",['T1505']
"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""INDICATOR-OBFUSCATION rfc822 HTTP transfer encoding attempt""; flow:to_client,established; http_header; content:""Content-"",nocase; content:""rfc822"",within 50,fast_pattern,nocase; metadata:policy max-detect-ips drop,policy security-ips drop; service:ftp-data,http,imap,pop3; classtype:policy-violation; sid:41714; rev:7; )",['T1027']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-BACKDOOR Jsp.Webshell.Chopper webshell download attempt""; flow:to_client,established; file_data; content:""DriverManager.getConnection""; content:""ServletOutputStream""; content:""ResultSetMetaData""; content:""request.getParameter""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:trojan-activity; gid:1; sid:59928; rev:2; )",['T1094']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger actualspy runtime detection - smtp""; flow:to_server,established; content:""<title>"",nocase; content:""Actual"",distance 0,nocase; content:""Spy"",distance 0,nocase; content:""software"",distance 0,nocase; content:""report"",distance 0,nocase; content:""</title>"",distance 0,nocase; pcre:""/\<title\>Actual\s+Spy\s+software\s+report\<\x2Ftitle\>/ims""; service:smtp; classtype:successful-recon-limited; sid:7505; rev:10; )",['T1056']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""BROWSER-PLUGINS obfuscated ActiveX object instantiation via unescape""; flow:to_client,established; file_data; content:""ActiveXObject|28|"",nocase; content:""unescape|28|"",nocase; pcre:""/new\s*ActiveXObject\(\s*unescape\(/ims""; metadata:policy max-detect-ips drop; service:http; classtype:attempted-user; sid:16573; rev:9; )",['T1027']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-OTHER Php.Webshell.AcceptLanguage upload attempt""; flow:to_server,established; file_data; content:""<?php"",nocase; content:""passthru(getenv("",distance 0,fast_pattern,nocase; content:""HTTP_ACCEPT_LANGUAGE"",within 30; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:58912; rev:1; )",['T1505']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Kuluoz Potential phishing URL""; flow:to_server,established; http_uri; content:""/get.php?invite="",fast_pattern,nocase; http_header; content:""Accept-Encoding: gzip""; http_uri; pcre:""/^\/get.php\?invite=.*?=$/m""; http_header; content:!""Referer:""; metadata:impact_flag red,ruleset community; service:http; T1192; classtype:trojan-activity; sid:28255; rev:4; )",['T1566']
"alert tcp $EXTERNAL_NET any -> $SQL_SERVERS $ORACLE_PORTS ( msg:""SERVER-ORACLE create table attempt""; flow:to_server,established; content:""create table"",nocase; metadata:ruleset community; classtype:protocol-command-decode; sid:1693; rev:8; )",['T1190']
"alert tcp $HOME_NET $HTTP_PORTS -> $EXTERNAL_NET any ( msg:""SERVER-WEBAPP SensorIP2 default credentials enumeration attempt""; flow:to_client,established; file_data; content:""<select class=|22|drpdwn|22| name=|22|user|22| onchange=|22|setpasswd()|22|>"",fast_pattern,nocase; content:""<option value=|22|""; content:""<input class=|22|stxt|22| type=|22|password|22| size=|22|"",distance 0; content:""maxlength=|22|"",distance 0; content:""name=|22|passwd|22| value=|22|"",distance 0; metadata:policy max-detect-ips drop; service:http; classtype:web-application-attack; sid:42300; rev:3; )",['T1078']
"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""MALWARE-CNC Word.Trojan.Emotet obfuscated powershell""; flow:to_server,established; file_data; flowbits:isset,file.doc|file.xls; content:""powershell"",fast_pattern,nocase; pcre:""/powershell\s*?-e\s*?[A-Za-z0-9+\/=]{20}/i""; metadata:impact_flag red; service:smtp; classtype:trojan-activity; sid:44560; rev:3; )",['T1059']
"alert tcp $HOME_NET $HTTP_PORTS -> $EXTERNAL_NET any ( msg:""MALWARE-OTHER Php.Webshell.C99Madnet outbound connection attempt""; flow:to_client,established; file_data; content:""<b>uname -a:&nbsp|3B|"",fast_pattern,nocase; content:""<b>Software:&nbsp|3B|"",nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:59218; rev:1; )",['T1505']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER PHP webshell upload attempt""; flow:to_server,established; file_data; content:""|FF D8 FF|"",depth 3; content:""<?php"",distance 0,nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:attempted-user; sid:49458; rev:3; )",['T1190']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Dropper.Ch variant outbound connection""; flow:to_server,established; http_method; content:""POST""; http_uri; content:""/tasks.php"",fast_pattern,nocase; http_header; content:""Content-length:""; content:""Content-type:""; content:!""Accept""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:trojan-activity; sid:32670; rev:3; )",['T1071']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""INDICATOR-COMPROMISE PhpSploit backdoor communication attempt""; flow:to_server,established; http_header; content:""|0D 0A|Zz""; content:""|3A|"",within 1,distance 2; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:50947; rev:1; )",['T1505']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger spybosspro 4.2 runtime detection""; flow:to_server,established; content:""Subject|3A| SpyBoss Pro - Log File Mailing"",fast_pattern,nocase; content:""X-Mailer|3A| SpyBoss Pro"",nocase; metadata:policy max-detect-ips drop; service:smtp; classtype:successful-recon-limited; sid:14074; rev:8; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""APP-DETECT Hola VPN X-Hola-Version header attempt""; flow:to_server,established; http_header; content:""X-Hola-Version:"",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:http; classtype:policy-violation; sid:37303; rev:4; )",['T1021']
"alert tcp any any -> $SMTP_SERVERS 25 ( msg:""INDICATOR-COMPROMISE Responder poisoner download attempt""; flow:to_server,established; file_data; content:""#|21|/usr/bin/env python|0A|# This file is part of Responder"",fast_pattern,nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:smtp; classtype:misc-attack; sid:49531; rev:1; )",['T1187']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER Apache Log4j logging remote code execution attempt""; flow:to_server,established; http_header; content:""${jndi:"",fast_pattern,nocase; metadata:policy balanced-ips drop,policy connectivity-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-user; gid:1; sid:58723; rev:6; )",['T1190']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER Apache Log4j logging remote code execution attempt""; flow:to_server,established; http_client_body; content:""%24%7b"",fast_pattern,nocase; pcre:""/%24%7b.{0,200}(%(25)?24|\x24)(%(25)?7b|\x7b).{0,200}(%(25)?3a|\x3a)(%(25)?(27|2d|5c|22)|[\x27\x2d\x5c\x22])*([jndi\x7d\x3a\x2d]|(%(25)?(7d|3a|2d))|(%(25)?5c|\x5c)u00[a-f0-9]{2}){1,4}(%(25)?(22|27)|[\x22\x27])?(%(25)?(3a|7d)|[\x3a\x7djndi])/i""; metadata:policy balanced-ips drop,policy connectivity-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-user; sid:58740; rev:6; )",['T1190']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger email spy monitor 6.9 runtime detection""; flow:to_server,established; content:""X-Mailer|3A|"",nocase; content:""Chilkat"",distance 0,nocase; content:""Software"",distance 0,nocase; content:""Inc"",distance 0,nocase; pcre:""/^X\x2DMailer\x3A[^\r\n]*Chilkat\s+Software\s+Inc/ims""; flowbits:set,EmailSpyMonitor_detection; flowbits:noalert; metadata:policy max-detect-ips alert; service:smtp; classtype:successful-recon-limited; sid:13280; rev:7; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""BROWSER-PLUGINS Apple Quicktime plugin SetLanguage buffer overflow attempt""; flow:to_server,established; file_data; content:""<object"",nocase; content:""02BF25D5-8C17-4B23-BC80-D3488ABDDC6B"",within 200; content:""<EMBED"",nocase; content:""SRC="",distance 0,nocase; content:""PLUGINSPAGE"",distance 0; content:""SetLanguage|28 22|"",nocase; content:!""|22|"",within 512; metadata:policy max-detect-ips drop,policy security-ips drop; service:smtp; classtype:attempted-user; sid:23986; rev:10; )",['T1176']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Agent.DF - Data Exfiltration""; flow:to_server,established; http_client_body; content:""|3B| name=|22|arquivo|22 3B| filename=|22|C:|5C|"",fast_pattern,nocase; content:""|0D 0A|TP=""; content:""|0D 0A|LGSN="",distance 0; metadata:impact_flag red,ruleset community; service:http; T1020; classtype:trojan-activity; sid:28976; rev:3; )",['T1020']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Osx.Keylogger.Elite variant outbound connection""; flow:to_server,established; http_uri; content:""/Mac/getInstallerSpecs/"",fast_pattern,nocase; content:""channel="",nocase; content:""info="",nocase; content:""enc-info="",nocase; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:41461; rev:3; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger runtime detection - hwpe windows activity logs""; flow:to_server,established; content:""Subject|3A| "",nocase; content:""HWPE Windows Activity LOG"",distance 0,nocase; service:smtp; classtype:successful-recon-limited; sid:5778; rev:9; )",['T1056']
"alert udp $EXTERNAL_NET 53 -> $HOME_NET any ( msg:""MALWARE-CNC Cobalt Strike DNS beacon inbound TXT record""; flow:to_client; content:""|00 01 00 01|"",depth 4,offset 4; content:""|0A|_domainkey"",distance 0; content:""|00 00 10 00 01 C0 0C 00 10 00 01 00 00 00 02 01 00 FF|v=DKIM1|5C 3B| p="",distance 0; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; service:dns; classtype:trojan-activity; sid:56592; rev:1; )",['T1043']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 27665 ( msg:""MALWARE-OTHER Trin00 Attacker to Master default password""; flow:to_server,established; content:""gOrave""; metadata:ruleset community; T1078; classtype:attempted-dos; sid:234; rev:9; )",['T1078']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP EventManager page.php sql injection attempt SQL injection attempt""; flow:to_server,established; http_uri; content:""/page.php"",fast_pattern,nocase; http_client_body; content:""slug="",nocase; pcre:""/(^|&)slug=[^&]*?([\x27\x22\x3b\x23]|\x2f\x2a|\x2d\x2d|%27|%22|%3b|%23|%2f%2a|%2d%2d)/im""; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:web-application-attack; sid:46027; rev:2; )",['T1190']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""BROWSER-PLUGINS obfuscated GlobalLink ConnectAndEnterRoom ActiveX exploit attempt""; flow:to_client,established; file_data; content:""<object classid=|22|clsid|3A|AE93C5DF-A990-11D1-AEBD-5254ABDD2B69|22|"",nocase; content:""LoveVChenzi"",distance 0,nocase; metadata:policy max-detect-ips drop; service:http; classtype:attempted-user; sid:12774; rev:13; )",['T1027']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER Apache Log4j logging remote code execution attempt""; flow:to_server,established; http_header; content:""${"",fast_pattern,nocase; http_uri; content:""|2F|""; http_header; pcre:""/\x24\x7b(jndi|[^\x7d\x80-\xff]*?\x24\x7b[^\x7d\x80-\xff]*?\x3a[^\x7d]*?\x7d)/i""; metadata:policy balanced-ips drop,policy connectivity-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-user; gid:1; sid:58742; rev:8; )",['T1190']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger kgb Keylogger runtime detection""; flow:to_server,established; content:""filename="",nocase; content:""zip"",distance 0,nocase; pcre:""/filename\x3D\x22[^\r\n]*?\x2D\d+\x5F\d+\x5F\d+\x2D\d+\x5F\d+\x5F\d+\s+[AP]M\x2Ezip/ims""; service:smtp; classtype:successful-recon-limited; sid:7186; rev:7; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger eye spy pro 1.0 runtime detection""; flow:to_server,established; content:""X-Mailer|3A|"",nocase; content:""Eye"",distance 0,nocase; content:""Spy"",distance 0,nocase; content:""Pro"",distance 0,nocase; pcre:""/^X-Mailer\x3A[^\r\n]*Eye\s+Spy\s+Pro/ims""; service:smtp; classtype:successful-recon-limited; sid:7539; rev:9; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Php.Webshell.DiveShell inbound connection attempt""; flow:to_server,established; http_uri; content:"".php"",nocase; http_client_body; content:""output="",nocase; content:""command="",fast_pattern,nocase; content:""rows=""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; gid:1; sid:60337; rev:1; )",['T1505']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Cerber outbound connection""; flow:to_server,established; http_header; content:""Referer: file://C:|5C|"",nocase; content:"".hta|0D 0A|"",distance 1,nocase; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:41424; rev:6; )",['T1218']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP Novell ZENworks Asset Management default admin credentials function call attempt""; flow:to_server,established; http_uri; content:""/rtrlet/rtr"",fast_pattern,nocase; http_client_body; content:""username=ivanhoe"",nocase; content:""password=scott"",nocase; metadata:policy max-detect-ips drop; service:http; classtype:attempted-admin; sid:24435; rev:8; )",['T1078']
"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""MALWARE-OTHER Keylogger WL-Keylogger outbound connection""; flow:to_server,established; flowbits:isset,Malware_Keylogger_InitConnection; content:""ServerDetails|7C|"",depth 14,nocase; pcre:""/^ServerDetails\x7c[^\r\n]*\x7c[^\r\n]*\x7c/ims""; metadata:policy max-detect-ips drop; classtype:trojan-activity; sid:19325; rev:5; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger advanced spy 4.0 runtime detection""; flow:to_server,established; content:""Advanced"",nocase; content:""Spy"",distance 0,nocase; content:""Report"",distance 0,nocase; content:""for"",distance 0,nocase; pcre:""/Advanced\s+Spy\s+Report\s+for/ims""; flowbits:set,AdvancedSpy_detection; flowbits:noalert; metadata:policy max-detect-ips alert; service:smtp; classtype:successful-recon-limited; sid:13278; rev:7; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC RDN Banker Data Exfiltration""; flow:to_server,established; http_method; content:""POST""; http_client_body; content:""|3B| name=|22|arquivo|22 3B| filename=|22|C:|5C|"",fast_pattern,nocase; content:""_.log|22 0D 0A|""; metadata:impact_flag red,ruleset community; service:http; T1020; classtype:trojan-activity; sid:27774; rev:3; )",['T1020']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Sysmain outbound connection""; flow:to_server,established; http_uri; content:""/wp-content/plugins/akismet/iddx.php?id="",fast_pattern,nocase; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:34957; rev:4; )",['T1176']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger clogger 1.0 runtime detection""; flow:to_server,established; content:""Subject|3A|"",nocase; content:""Keylogger"",distance 0,nocase; pcre:""/^Subject\x3a[^\r\n]*Keylogger/ims""; flowbits:set,Clogger_SendLogOut1; flowbits:noalert; service:smtp; classtype:successful-recon-limited; sid:7845; rev:7; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 ( msg:""SERVER-WEBAPP Jboss default configuration unauthorized application add attempt""; flow:to_server,established; http_uri; content:""/jmx-console/HtmlAdaptor?"",nocase; content:""action=inspectMBean"",nocase; content:""name=jboss.deployment|3A|type=DeploymentScanner,flavor=URL"",nocase; pkt_data; content:""addURL|28|"",nocase; metadata:policy max-detect-ips drop; service:http; classtype:web-application-attack; sid:18932; rev:6; )",['T1078']
