Rule,MITRE Technique ID
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP HP VAN SDN Controller default credentials authentication attempt""; flow:to_server,established; http_uri; content:""/sdn/ui/app/login"",fast_pattern,nocase; pkt_data; content:""username=sdn"",nocase; content:""password=skyline"",nocase; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:attempted-admin; sid:47138; rev:2; )",['T1078']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-OTHER Php.Webshell.Azrail inbound connection attempt""; flow:to_server,established; http_uri; content:"".php?op="",fast_pattern,nocase; content:""&dir="",within 15,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:59091; rev:1; )",['T1505']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger active Keylogger 3.9.2 runtime detection""; flow:to_server,established; flowbits:isset,ActiveKeylogger392_detection; content:""filename=|22|"",nocase; content:""akllogs.zip|22|"",distance 0,nocase; pcre:""/filename\x3D\x22[^\r\n]*akllogs\x2Ezip\x22/ims""; metadata:policy max-detect-ips drop; service:smtp; classtype:successful-recon-limited; sid:13237; rev:6; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 22 ( msg:""INDICATOR-SCAN SSH brute force login attempt""; flow:to_server,established; content:""SSH-"",depth 4; detection_filter:track by_src,count 5,seconds 60; metadata:policy max-detect-ips drop; service:ssh; classtype:misc-activity; gid:1; sid:19559; rev:16; )",['T1018']
"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP PING""; icode:0; itype:8; metadata:ruleset community; classtype:misc-activity; sid:384; rev:8; )",['T1082']
"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP TextPortal admin.php default password admin attempt""; flow:to_server,established; http_uri; content:""/admin.php""; pkt_data; content:""op=admin_enter""; content:""password=admin"",fast_pattern,nocase; metadata:ruleset community; service:http; T1078; classtype:web-application-activity; sid:2145; rev:12; )",['T1078']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP Rockwell Automation default password login attempt""; flow:to_server,established; http_header; content:""Authorization|3A|"",nocase; content:""YWRtaW5pc3RyYXRvcjptbDE0MDA="",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:http; classtype:default-login-attempt; sid:37389; rev:3; )",['T1078']
"alert udp $HOME_NET any -> $EXTERNAL_NET 53 ( msg:""APP-DETECT Teamviewer control server ping""; flow:to_server; content:""teamviewer"",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:dns; classtype:policy-violation; sid:24094; rev:3; )",['T1219']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER Apache Log4j logging remote code execution attempt""; flow:to_server,established; http_header; content:""jndi"",fast_pattern,nocase; pcre:""/(%(25)?24|\x24)(%(25)?7b|\x7b)jndi(%(25)?3a|\x3a)/i""; metadata:policy balanced-ips drop,policy connectivity-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-user; gid:1; sid:58737; rev:5; )",['T1190']
"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP /etc/shadow file access attempt""; flow:to_server,established; http_uri; content:""/etc/shadow"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; T1087; classtype:attempted-recon; sid:43289; rev:3; )",['T1087']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 21 ( msg:""OS-OTHER Bash environment variable injection attempt""; flow:to_server,established; content:""USER "",depth 5; content:""() {"",fast_pattern,nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ftp; classtype:attempted-admin; sid:32043; rev:3; )",['T1204']
"alert tcp $HOME_NET 10050 -> $EXTERNAL_NET any ( msg:""MALWARE-OTHER Keylogger win-spy runtime detection - remote conn server-to-client""; flow:to_client,established; flowbits:isset,winspy_conn_client-to-server; content:""/CK|16|"",depth 4,nocase; classtype:successful-recon-limited; sid:7158; rev:7; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Banker.QO variant outbound connection""; flow:to_server,established; http_client_body; content:""RooTKit+By+Iron+Mask+%2D+Espanha"",fast_pattern,nocase; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:18717; rev:12; )",['T1014']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-MAIL Microsoft Exchange Server arbitrary file write attempt""; flow:to_server,established; http_uri; content:""/DDIService.svc/SetObject"",fast_pattern,nocase; content:""VirtualDirectory"",nocase; http_client_body; content:""ExternalUrl"",nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-admin; sid:57252; rev:1; )",['T1106']
"alert tcp $HOME_NET $HTTP_PORTS -> $EXTERNAL_NET any ( msg:""MALWARE-OTHER Php.Webshell.Azrail outbound connection attempt""; flow:to_client,established; file_data; content:""<b><u>Software</u>:"",fast_pattern,nocase; content:""<b><u>Server IP</u>"",nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:59093; rev:1; )",['T1505']
"alert tcp $HOME_NET $HTTP_PORTS -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Php.Webshell.GReatPost outbound connection attempt""; flow:to_client,established; file_data; content:""<title>GRP WebShell"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; gid:1; sid:60824; rev:1; )",['T1505']
"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL TLSv1 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established,only_stream; content:""|18 03 01|"",depth 3; byte_test:2,>,128,0,relative; content:""|02|"",within 1,distance 2; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; classtype:attempted-recon; sid:30515; rev:11; )",['T1123']
"alert tcp $HOME_NET $HTTP_PORTS -> $EXTERNAL_NET any ( msg:""MALWARE-CNC Php.Webshell.Antichat outbound connection attempt""; flow:to_client,established; file_data; content:""<a href|3D 22 23 22| onclick|3D 22|document|2E|reqs|2E|action|2E|value|3D 27|shell|27 3B|"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:59024; rev:1; )",['T1505']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""INDICATOR-COMPROMISE PhpSploit backdoor communication attempt""; flow:to_server,established; http_header; content:""|0D 0A|Zz""; content:""|3A|"",within 1,distance 2; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:50947; rev:1; )",['T1505']
"alert tcp $EXTERNAL_NET any -> $HOME_NET 25 ( msg:""MALWARE-OTHER Executable control panel file attachment detected""; flow:to_server,established; content:"".cpl"",fast_pattern,nocase; content:""Content-Disposition: attachment|3B|""; content:""filename="",nocase; pcre:""/filename=[\x22\x27]?[^\n]*\x2ecpl[\x22\x27\s]/is""; metadata:policy max-detect-ips drop,policy security-ips drop; service:smtp; classtype:misc-activity; sid:33940; rev:3; )",['T1218']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 20 ( msg:""MALWARE-OTHER Keylogger actualspy runtime detection - ftp-data""; flow:to_client,established; content:""<title>"",nocase; content:""Actual"",distance 0,nocase; content:""Spy"",distance 0,nocase; content:""software"",distance 0,nocase; content:""report"",distance 0,nocase; content:""</title>"",distance 0,nocase; pcre:""/\<title\>Actual\s+Spy\s+software\s+report\<\x2Ftitle\>/ims""; classtype:successful-recon-limited; sid:7504; rev:10; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER Apache Log4j logging remote code execution attempt""; flow:to_server,established; http_uri; content:""${lower:"",fast_pattern,nocase; pcre:""/\x24{(\x24{(upper|lower):j}|j)(\x24{(upper|lower):n}|n)(\x24{(upper|lower):d}|d)(\x24{(upper|lower):i}|i)(\x24{(upper|lower)::}|:)/i""; metadata:policy balanced-ips drop,policy connectivity-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-user; sid:58725; rev:5; )",['T1190']
"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP Lighttpd mod_fastcgi Extension CGI Variable Overwriting Vulnerability attempt""; flow:to_server,established; content:""SCRIPT_FILENAME/etc/passwd|06 80 00|"",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:http; classtype:attempted-user; sid:17386; rev:10; )",['T1087']
"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""FILE-PDF JavaScript contained in an xml template embedded in a pdf attempt""; flow:to_server,established; flowbits:isset,file.pdf; file_data; content:""<template xmlns=""; content:""http|3A|//www.xfa.org/"",distance 1; content:""<event activity"",distance 0; content:""initialize"",within 50,distance 1; content:""application/x-javascript"",distance 0; metadata:policy max-detect-ips drop,policy security-ips drop; service:smtp; classtype:trojan-activity; sid:25475; rev:8; )",['T1027']
"alert tcp $EXTERNAL_NET any -> $HOME_NET any ( msg:""APP-DETECT VNC server response""; flow:established; content:""RFB 0"",depth 5; content:"".0"",depth 2,offset 7; metadata:ruleset community; classtype:misc-activity; sid:560; rev:9; )",['T1021']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger/RAT digi watcher 2.32 runtime detection""; flow:to_server,established; flowbits:isset,DigiWatcher232_detection; content:""Motion"",nocase; content:""detected!"",distance 0,nocase; content:""Watcher"",distance 0,nocase; content:""PC"",distance 0,nocase; content:""IP"",distance 0,nocase; content:""address|3A|"",distance 0,nocase; pcre:""/Motion\s+detected\x21/ims""; pcre:""/Watcher\s+PC\s+IP\s+address\x3A/ims""; metadata:policy max-detect-ips drop; service:smtp; classtype:successful-recon-limited; sid:12759; rev:7; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-OTHER Php.Webshell.CrewShell inbound connection attempt""; flow:to_server,established; http_uri; content:"".php?"",nocase; content:""&dir&pic="",fast_pattern; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; gid:1; sid:60284; rev:1; )",['T1505']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 21 ( msg:""MALWARE-OTHER Keylogger spyagent runtime detect - ftp delivery""; flow:to_server,established; content:""STOR spyagent-log"",fast_pattern,nocase; service:ftp; classtype:successful-recon-limited; sid:5881; rev:11; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""OS-OTHER Bash CGI environment variable injection attempt""; flow:to_server,established; http_header; content:""() {"",fast_pattern,nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-admin; sid:31978; rev:5; )",['T1190']
"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""MALWARE-OTHER Adobe License Key email scam phishing attempt""; flow:to_server,established; content:""Content-Disposition|3A 20|attachment"",nocase; content:""License_Key_"",within 50,fast_pattern,nocase; content:"".zip"",within 4,distance 6,nocase; metadata:impact_flag red,policy max-detect-ips drop; service:smtp; classtype:trojan-activity; sid:32772; rev:3; )",['T1566']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP Wordpress plugin arbitrary file deletion attempt""; flow:to_server,established; http_uri; content:""/wp-admin/admin-ajax.php"",fast_pattern,nocase; http_client_body; content:""plugin="",nocase; content:""action=delete"",nocase; metadata:policy max-detect-ips drop; service:http; classtype:web-application-attack; sid:42066; rev:3; )",['T1070']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger cheat monitor runtime detection""; flow:to_server,established; content:""Report"",nocase; content:""@"",nocase; content:""name=cheatmonitorR_SCREEN.DATETIME."",fast_pattern,nocase; pcre:""/Report\x20\x40.*name\x3dcheatmonitorR\x5fSCREEN\x2eDATETIME/ims""; metadata:policy max-detect-ips drop; service:smtp; classtype:successful-recon-limited; sid:16137; rev:7; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Ios.Backdoor.SYNful inbound connection""; flow:to_server,established; content:""text"",depth 4,offset 78; content:""|00 00 00|"",within 3,distance 1; content:""|45 25 6D|"",within 3,distance 1,fast_pattern; metadata:impact_flag red; service:http; classtype:trojan-activity; sid:36054; rev:6; )",['T1205']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger advanced spy 4.0 runtime detection""; flow:to_server,established; content:""Advanced"",nocase; content:""Spy"",distance 0,nocase; content:""Report"",distance 0,nocase; content:""for"",distance 0,nocase; pcre:""/Advanced\s+Spy\s+Report\s+for/ims""; flowbits:set,AdvancedSpy_detection; flowbits:noalert; metadata:policy max-detect-ips alert; service:smtp; classtype:successful-recon-limited; sid:13278; rev:7; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER ASP webshell upload attempt""; flow:to_server,established; file_data; content:""GIF8"",depth 4; content:""a"",within 1,distance 1; content:""<%"",distance 0; content:""language"",within 25,nocase; content:""%>"",within 35; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:attempted-user; sid:49449; rev:2; )",['T1190']
"alert udp $HOME_NET any -> $EXTERNAL_NET 53 ( msg:""MALWARE-OTHER DNS data exfiltration attempt""; flow:to_server; content:""|00 00 00|"",offset 2; content:""|01|"",within 1; content:""|3A|"",within 1,distance 6; content:""|2D 2D 2D|"",within 3,distance 30,fast_pattern; content:""|3A|"",within 1,distance 25; content:""|01|"",within 1,distance 58; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:dns; classtype:policy-violation; sid:26803; rev:6; )",['T1020']
"alert tcp $HOME_NET any -> $EXTERNAL_NET [587,2525] ( msg:""MALWARE-CNC Win.Trojan.Nighthunter data exfiltration attempt""; flow:to_server,established; content:""Subject|3A| Predator Pain "",fast_pattern,nocase; metadata:impact_flag red; service:smtp; classtype:trojan-activity; sid:31806; rev:3; )",['T1020']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger refog Keylogger runtime detection""; flow:to_server,established; content:""Content-Type|3A|"",nocase; content:""NextPart_2"",nocase; content:""<TIT=|0D 0A|LE>REFOG log</TITLE>"",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:smtp; classtype:successful-recon-limited; sid:13812; rev:9; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER Apache Log4j logging remote code execution attempt""; flow:to_server,established; http_uri; content:""${jndi:"",fast_pattern,nocase; metadata:policy balanced-ips drop,policy connectivity-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-user; sid:58722; rev:5; )",['T1190']
"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""EXPLOIT-KIT Sweet Orange exploit kit obfuscated payload download""; flow:to_client,established; flowbits:isset,java_user_agent; file_data; content:""|22 2A|"",depth 2; content:""s"",within 1,distance 2; content:""|27|"",within 1,distance 3; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:25391; rev:5; )",['T1027']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-OTHER Php.Webshell.AcceptLanguage upload attempt""; flow:to_server,established; file_data; content:""<?php"",nocase; content:""passthru(getenv("",distance 0,fast_pattern,nocase; content:""HTTP_ACCEPT_LANGUAGE"",within 30; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:58912; rev:1; )",['T1505']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $FTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.QVKeylogger outbound variant connection""; flow:to_server,established; content:""RETR public_html/updates/version.txt|0D 0A|"",fast_pattern,nocase; metadata:impact_flag red; service:ftp; classtype:trojan-activity; sid:36602; rev:3; )",['T1056']
"alert tcp $HOME_NET any -> $EXTERNAL_NET [777,778] ( msg:""MALWARE-CNC Win.Trojan.Dropper outbound encrypted traffic - potential exfiltration""; flow:to_server,established; isdataat:1440; content:""|03 2B 82 86 02 A0 05|"",fast_pattern,nocase; metadata:ruleset community; T1020; classtype:trojan-activity; sid:29379; rev:3; )",['T1020']
"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL TLSv1 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established; content:""|16 03 01|""; byte_jump:2,0,relative; content:""|18 03 01|"",within 3,fast_pattern; byte_test:2,>,128,0,relative; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; classtype:attempted-recon; sid:30779; rev:4; )",['T1123']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-BACKDOOR Perl.Backdoor.HARDPULSE variant inbound cnc connection""; flow:to_server,established; http_uri; content:""/compcheckjava.cgi"",fast_pattern,nocase; http_client_body; content:""hashid="",nocase; content:""checkcode="",nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:trojan-activity; sid:57464; rev:1; )",['T1071']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Php.Webshell.GReatPost inbound connection attempt""; flow:to_server,established; http_client_body; content:""command="",fast_pattern,nocase; content:""curdir="",nocase; content:""submit_btn="",nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; gid:1; sid:60825; rev:1; )",['T1505']
"alert tcp $HOME_NET [21,25,443,465,636,992,993,995,2484] -> $EXTERNAL_NET any ( msg:""SERVER-OTHER OpenSSL SSLv3 large heartbeat response - possible ssl heartbleed attempt""; flow:to_client,established; content:""|17 03 00|""; byte_jump:2,0,relative; content:""|18 03 00|"",within 3,fast_pattern; byte_test:2,>,128,0,relative; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:ssl; classtype:attempted-recon; sid:30778; rev:4; )",['T1123']
"alert icmp $EXTERNAL_NET any -> $HOME_NET any ( msg:""PROTOCOL-ICMP IPV6 Where-Are-You undefined code""; icode:>0; itype:33; metadata:ruleset community; classtype:misc-activity; sid:414; rev:10; )",['T1592']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 25 ( msg:""MALWARE-OTHER Keylogger ghost Keylogger runtime detection""; flow:to_server,established; flowbits:isset,ghost_keylogger_start; content:""[Static"",nocase; content:""Text]"",distance 0,nocase; pcre:""/^\s*\x5BStatic\s+Text\x5D/ims""; service:smtp; classtype:successful-recon-limited; sid:9650; rev:9; )",['T1056']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP Samsung default password login attempt""; flow:to_server,established; http_header; content:""Authorization|3A|"",nocase; content:""cm9vdDpya3dqc2R1c3JudGg="",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:http; classtype:default-login-attempt; sid:37391; rev:3; )",['T1078']
"alert tcp $HOME_NET any -> $EXTERNAL_NET [$HTTP_PORTS,22222,22223] ( msg:""APP-DETECT Hola VPN tunnel keep alive""; flow:to_server,established; content:""/hola_trigger?ping=tunnel"",fast_pattern,nocase; metadata:policy max-detect-ips drop; classtype:policy-violation; sid:37305; rev:3; )",['T1021']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""APP-DETECT Hola VPN startup attempt""; flow:to_server,established; http_uri; content:""/be_client_cgi/perr?browser="",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:http; classtype:policy-violation; sid:37306; rev:4; )",['T1021']
"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""BROWSER-FIREFOX Mozilla Firefox SVG data processing obfuscated memory corruption attempt""; flow:to_client,established; file_data; content:""split|28 22 22 29 2E|reverse|28 29 2E|join|28 22 22 29|""; content:""appendItem"",distance 1; content:""replaceItem"",distance 1; pcre:""/(?P<N1>[a-zA-Z\x5f][a-zA-Z\x5f0-9]*\x2e)appendItem(?!.+?(?P=N1)appendItem).+?(?P=N1)replaceItem/s""; metadata:policy max-detect-ips drop,policy security-ips drop; service:ftp-data,http,imap,pop3; classtype:attempted-user; sid:29580; rev:4; )",['T1027']
"alert tcp $EXTERNAL_NET any -> $SMTP_SERVERS 25 ( msg:""INDICATOR-OBFUSCATION JavaScript exploit obfuscation attempt""; flow:to_server,established; file_data; content:""<body onload=|22|""; content:""parseInt|28 22|"",within 150,distance 25,fast_pattern; content:""unescape|28|"",within 150,distance 25; content:""String.fromCharCode|28|"",within 150,distance 25; metadata:policy max-detect-ips drop; service:smtp; classtype:attempted-user; sid:51633; rev:1; )",['T1027']
"alert tcp any 445 -> any any ( msg:""INDICATOR-COMPROMISE Responder poisoner SMB attack attempt""; flow:to_client,established; content:""W|00|I|00|N|00|-|00|P|00|R|00|H|00|4|00|9|00|2|00|R|00|Q|00|A|00|F|00|V|00|.|00|S|00|M|00|B|00|3|00|.|00|l|00|o|00|c|00|a|00|l|00|"",fast_pattern,nocase; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:netbios-ssn; classtype:misc-attack; sid:50106; rev:1; )",['T1187']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP CA Total Defense management.asmx sql injection attempt""; flow:to_server,established; http_method; content:""POST""; http_uri; content:""/UNCWS/Management.asmx"",fast_pattern,nocase; http_header; content:!""SOAP"",nocase; http_client_body; pcre:""/(^|&)SelectedID=[^&]+?(\x3B|%3B)/im""; metadata:policy max-detect-ips drop,policy security-ips drop; service:http; classtype:attempted-admin; sid:24704; rev:10; )",['T1190']
"alert udp $EXTERNAL_NET 53 -> $HOME_NET any ( msg:""MALWARE-CNC Cobalt Strike DNS beacon inbound TXT record""; flow:to_client; content:""|00 01 00 01|"",depth 4,offset 4; content:""|03|"",within 15; content:""|0A|_domainkey"",within 11,distance 3; content:""|00 00 10 00 01 C0 0C 00 10 00 01 00 00 00 02 01 00 FF|v=DKIM1|5C 3B| p=""; metadata:impact_flag red,policy max-detect-ips drop,ruleset community; service:dns; classtype:trojan-activity; sid:56593; rev:1; )",['T1043']
"alert http ( msg:""SERVER-WEBAPP Atlassian Confluence OGNL expression injection attempt""; flow:to_server,established; http_uri; content:""${""; content:""com.opensymphony."",distance 0,fast_pattern; content:""|28|"",distance 0; content:""}"",distance 0; pcre:""/\x24\x7b[^\x7d]*?com\x2eopensymphony\x2e(xwork2|webwork)\x2e(Servlet)?ActionContext[^\x7d]*?\x28/i""; metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; classtype:attempted-user; gid:1; sid:59948; rev:1; )",['T1190']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP eWON default password login attempt""; flow:to_server,established; http_header; content:""Authorization|3A|"",nocase; content:""YWRtOmFkbQ=="",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:http; classtype:default-login-attempt; sid:37396; rev:3; )",['T1078']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP BinTec Elmeg default password login attempt""; flow:to_server,established; http_header; content:""Authorization|3A|"",nocase; content:""YWRtaW46ZnVud2Vyaw=="",fast_pattern,nocase; metadata:policy max-detect-ips drop; service:http; classtype:default-login-attempt; sid:37380; rev:3; )",['T1078']
"alert tcp $HOME_NET any -> $SMTP_SERVERS [25,587] ( msg:""MALWARE-CNC Win.Trojan.iSpy variant exfiltration outbound connection""; flow:to_server,established; content:""=0D=0A"",fast_pattern,nocase; content:""iSpy Keylogger""; content:""=0D=0ABrowser""; content:""=0D=0AWebsite"",within 70; content:""=0D=0AUsername"",within 70; content:""=0D=0APassword"",within 70; metadata:impact_flag red,ruleset community; service:smtp; T1020; T1056; classtype:trojan-activity; sid:39410; rev:3; )",['T1020']
"alert tcp $HOME_NET $HTTP_PORTS -> $EXTERNAL_NET any ( msg:""MALWARE-OTHER Php.Webshell.C0ders outbound connection attempt""; flow:to_client,established; file_data; content:""|3C|TITLE|3E 2E 3A 5B|csh|5D 3A 2E 7C 20 5B|"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop; service:http; classtype:trojan-activity; sid:59262; rev:1; )",['T1505']
"alert tcp $HOME_NET any -> $EXTERNAL_NET 21 ( msg:""MALWARE-CNC Win.Trojan.CosmicDuke FTP data exfiltration""; flow:to_server,established; content:""STOR fp"",depth 7,fast_pattern; content:"".bin|0D 0A|"",within 6,distance 44; pcre:""/STOR fp[0-9A-F]{44}\x2ebin/""; metadata:impact_flag red; service:ftp-data; classtype:trojan-activity; sid:31564; rev:3; )",['T1020']
"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER Apache Log4j logging remote code execution attempt""; flow:to_server,established; http_client_body; content:""%24%7b"",fast_pattern,nocase; pcre:""/%24%7b.{0,200}(%(25)?24|\x24)(%(25)?7b|\x7b).{0,200}(%(25)?3a|\x3a)(%(25)?(27|2d|5c|22)|[\x27\x2d\x5c\x22])*([jndi\x7d\x3a\x2d]|(%(25)?(7d|3a|2d))|(%(25)?5c|\x5c)u00[a-f0-9]{2}){1,4}(%(25)?(22|27)|[\x22\x27])?(%(25)?(3a|7d)|[\x3a\x7djndi])/i""; metadata:policy balanced-ips drop,policy connectivity-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; classtype:attempted-user; sid:58740; rev:6; )",['T1190']
"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-OTHER Keylogger emptybase j runtime detection""; flow:to_server,established; content:""/th/script.php?"",nocase; content:""boundary=--__abcd-xyz789__--"",distance 0,nocase; content:""name=|22|Module|22 0D 0A 0D 0A|"",distance 0,nocase; content:""IE"",distance 0,nocase; pcre:""/name\x3d\x22Module\x22\x0d\x0a\x0d\x0a(IEGrabber|IEInjector|IEFaker|IEKeylogger|IETanGrabber|IEScrGrabber|IECertGrab|IEFileGrabber)/ims""; metadata:policy max-detect-ips drop; service:http; classtype:successful-recon-limited; sid:14065; rev:7; )",['T1056']
