Sid,Response,Technique_id,True_labels
25579,"
 {
   ""rules"": [
     {
       ""Sid"": ""25579"",
       ""Technique ID"": ""T1566.001"",
       ""Technique Name"": ""Masquerading"",
       ""Quotes"": [],
       ""Explanation"": ""The rule looks for a malicious HTTP response that contains the filename \""BookingInfo.zip\"" and the file data \""BookingInfo.exe\"". This suggests that the attacker is trying to masquerade the malicious file as a legitimate file.""
     },
     {
       ""Sid"": ""25579"",
       ""Technique ID"": ""T1071"",
       ""Technique Name"": ""Data Encoding"",
       ""Quotes"": [],
       ""Explanation"": ""The rule looks for a response that contains the specific filename and file data. This suggests that the attacker is using data encoding to hide the malicious payload within the normal data stream.""
     },
     {
       ""Sid"": ""25579"",
       ""Technique ID"": ""T1192"",
       ""Technique Name"": ""Phishing"",
       ""Quotes"": [],
       ""Explanation"": ""The rule detects an HTTP response that is designed to trick the user into giving up sensitive information, such as login credentials or financial information. This suggests that the attacker is using phishing techniques to compromise the victim's system.""
     },
     {
       ""Sid"": ""25579"",
       ""Technique ID"": ""T1486"",
       ""Technique Name"": ""Spearphishing Attachment"",
       ""Quotes"": [],
       ""Explanation"": ""The rule looks for an HTTP response that contains a link to a malicious file. This suggests that the attacker is using spear phishing techniques to target specific individuals or organizations with malicious attachments.""
     },
     {
       ""Sid"": ""25579"",
       ""Technique ID"": ""T1574.002"",
       ""Technique Name"": ""Malicious File"",
       ""Quotes"": [],
       ""Explanation"": ""The rule looks for an HTTP response that contains a malicious file. This suggests that the attacker is using malicious files to compromise the victim's system.""
     }
   ]
 }
 ","['T1566.001', 'T1071', 'T1192', 'T1486', 'T1574.002']",['T1566']
25580,"
 [
   {
     ""Sid"": ""25580"",
     ""Technique ID"": ""T1218"",
     ""Technique Name"": ""Masquerading"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for a filename 'BookingDetails.exe' that contains 'BookingDetails.zip'. The technique Masquerading steals or modifies a valid entity to evade detection.""
   }
 ]
 ",['T1218'],['T1566']
26261,"{
   ""Sid"": ""26261"",
   ""Technique ID"": ""T1483"",
   ""Technique Name"": ""Data Encrypted for Impact"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers when the content \""filename=Postal-Receipt.zip\"" followed by \""Postal-Receipt.exe\"" is found in HTTP traffic. This suggests that the attacker is sending an email attachment with a malicious payload, likely a Trojan.""
 }",['T1483'],['T1566']
26286,"{""Sid"": ""26286"", ""Technique ID"": ""T1135"", ""Technique Name"": ""Connection Proxy"", ""Quotes"": [], ""Explanation"": ""The rule is detecting outbound connections to search.dnssearch.org, which is a known host used by Absolute Software Computrace. Computrace is a legitimate software used for tracking and managing laptops, but it can also be abused by attackers to establish a connection proxy and exfiltrate data.""}",['T1135'],['T1014']
26287,"
 {
   ""Sid"": ""26287"",
   ""Technique ID"": ""T1133"",
   ""Technique Name"": ""External Remote Services"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for outbound connections to search.namequery.com, which is a known domain used by Absolute Software Computrace. Computrace is a remote management tool that can be used to track and control computers, including remotely installing software and changing settings. This rule could be used to detect attempts to use Computrace to establish remote access to a system.""
 }
 ",['T1133'],['T1014']
26660,"
 {
   ""Sid"": ""26660"",
   ""Technique ID"": ""T1193"",
   ""Technique Name"": ""Phishing"",
   ""Quotes"": [
     ""|3B| filename="",
     ""Delivery_Information_ID-"",
     "".exe""
   ],
   ""Explanation"": ""This rule detects phishing attacks that use fake delivery information to trick users into downloading malicious executables. The rule looks for specific content in HTTP headers and file data that is indicative of phishing attacks, such as the presence of the string \""Delivery_Information_ID-\"" and the file extension \"".exe\"".""
 }
 ",['T1193'],['T1566']
26774,"
 {
   ""Sid"": ""26774"",
   ""Technique ID"": ""T1003"",
   ""Technique Name"": ""Outbound Command and Control Communication"",
   ""Quotes"": [
     """"""""
   ],
   ""Explanation"": ""The rule looks for outbound HTTP connections to specific ports and checks for the presence of the string \""/loader.cpl\"" in the URI, which is associated with malware.""
 }
 ",['T1003'],['T1196']
27538,"
 {
   ""Sid"": ""27538"",
   ""Technique ID"": ""T1203"",
   ""Technique Name"": ""Self-Signed Certificate"",
   ""Quotes"": [
     ""|55 04 0A|"",
     ""|0E|MyCompany Ltd""
   ],
   ""Explanation"": ""The rule checks for a self-signed SSL certificate with the default \""MyCompany Ltd\"" organization name. This technique is used by attackers to avoid detection by antivirus software and firewalls.""
 }
 ",['T1203'],['T1078']
27774,"
 [
   {
     ""Sid"": ""27774"",
     ""Technique ID"": ""T1059.001"",
     ""Technique Name"": ""Command and Control: RC4 Encrypted Connection"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for traffic to/from external IP addresses on HTTP ports, with POST requests containing a specific pattern (\""arquivo\"" and \""filename\""). This pattern is linked to RDN Banker malware, which uses RC4 encryption for C2 communication.""
   },
   {
     ""Sid"": ""27774"",
     ""Technique ID"": ""T1032"",
     ""Technique Name"": ""Data Exfiltration: Exfiltration Over C2 Channel"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects data exfiltration via HTTP POST requests containing specific patterns related to RDN Banker malware, which is known for exfiltrating data through C2 channels.""
   },
   {
     ""Sid"": ""27774"",
     ""Technique ID"": ""T1570"",
     ""Technique Name"": ""Exploit Public-Facing Application: Web Server"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for traffic to/from external IP addresses on HTTP ports, suggesting potential exploitation of a web server.""
   },
   {
     ""Sid"": ""27774"",
     ""Technique ID"": ""T1486"",
     ""Technique Name"": ""Data Manipulation: File Manipulation"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for specific patterns in HTTP POST requests that are related to file manipulation, suggesting potential malicious activity involving file manipulation.""
   }
 ]
 ","['T1059.001', 'T1032', 'T1570', 'T1486']",['T1020']
27919,"
 {
   ""27919"": [
     {
       ""Sid"": ""27919"",
       ""Technique ID"": ""T1041"",
       ""Technique Name"": ""Exfiltration Over Command and Control Channel"",
       ""Quotes"": [],
       ""Explanation"": ""The rule detects malicious HTTP POST requests containing encrypted data exfiltrated from a compromised system to a remote command and control server. This technique is commonly used by malware, such as Zeus, to steal sensitive information from infected systems.""
     }
   ]
 }
 ",['T1041'],['T1020']
27966,"
 {
   ""Sid"": ""27966"",
   ""Technique ID"": ""T1105"",
   ""Technique Name"": ""Command and Control"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects web shell connections, which are commonly used for command and control.""
 }
 ",['T1105'],['T1505']
27967,"
 {
   ""Sid"": ""27967"",
   ""Technique ID"": ""T1071"",
   ""Technique Name"": ""Command and Control"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers when a web shell connection is established with a remote attacker-controlled server. The web shell is used to execute arbitrary commands on the compromised system, which is a typical behavior of command and control techniques.""
 }
 ",['T1071'],['T1505']
27968,"
 {
   ""Sid"": ""27968"",
   ""Technique ID"": ""T1105"",
   ""Technique Name"": ""Command and Scripting Interpreter"",
   ""Quotes"": [
     ""The technique allows adversaries to execute system commands or scripts to perform various actions on a victim's system, such as data exfiltration, system reconnaissance, or privilege escalation.""
   ],
   ""Explanation"": ""The rule is looking for traffic that contains the string \""=Execute\"" in the HTTP client body and the string \""On+Error+Resume+Next:\"" in a fast pattern. This suggests that the traffic may be attempting to execute commands on the remote server using a shell or scripting interpreter, which is a common technique used by malware for command and control (C2) and other malicious activities.""
 }
 ",['T1105'],['T1505']
28255,"
 [
   {
     ""Sid"": ""28255"",
     ""Technique ID"": ""T1189"",
     ""Technique Name"": ""Phishing"",
     ""Quotes"": [
       ""content:\""/get.php?invite=\"",fast_pattern,nocase""
     ],
     ""Explanation"": ""The rule looks for the presence of the URL \""/get.php?invite=\"" in HTTP traffic. This URL is commonly used in phishing campaigns to redirect users to malicious websites.""
   },
   {
     ""Sid"": ""28255"",
     ""Technique ID"": ""T1566"",
     ""Technique Name"": ""Phishing for Credentials"",
     ""Quotes"": [
       ""content:\""/get.php?invite=\"",fast_pattern,nocase""
     ],
     ""Explanation"": ""The rule looks for the presence of the URL \""/get.php?invite=\"" in HTTP traffic. This URL is commonly used in phishing campaigns to collect user credentials.""
   },
   {
     ""Sid"": ""28255"",
     ""Technique ID"": ""T1562"",
     ""Technique Name"": ""Spearphishing Attachment"",
     ""Quotes"": [
       ""msg:\""MALWARE-CNC Win.Trojan.Kuluoz Potential phishing URL\""""
     ],
     ""Explanation"": ""The rule is triggered when traffic matches the signature of the Win.Trojan.Kuluoz malware, which is commonly delivered via spearphishing attachments.""
   }
 ]
 ","['T1189', 'T1566', 'T1562']",['T1566']
28323,"
 {
   ""Sid"": ""28323"",
   ""Technique ID"": ""T1106"",
   ""Technique Name"": ""Command and Scripting Interpreter"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects a web shell connection, which is a common technique used by attackers to execute commands on a compromised system. The rule specifically looks for a POST request containing the string \""FromBase64String\"" and the character \""z\"" within 200 bytes, which are indicators of a Chopper web shell.""
 }
 ",['T1106'],['T1505']
28344,"
 {
   ""Sid"": ""28344"",
   ""Technique ID"": ""T1027"",
   ""Technique Name"": ""Obfuscated Files or Information"",
   ""Quotes"": [
     ""Obfuscation can be applied to files, information, or content to avoid detection or analysis by security tools or personnel.""
   ],
   ""Explanation"": ""The rule looks for multiple calls to the chr() function in an HTTP request, which could be an attempt to obfuscate SQL injection code.""
 }
 ",['T1027'],"['T1027', 'T1140', 'T1190']"
28345,"
 {
   ""Sid"": ""28345"",
   ""Technique ID"": ""T1027"",
   ""Technique Name"": ""Obfuscated Files or Information"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects javascript obfuscation, which is a technique used to hide malicious code from detection.""
 }
 ",['T1027'],"['T1027', 'T1140']"
28346,"{""Sid"": ""28346"", ""Technique ID"": ""T1027"", ""Technique Name"": ""Obfuscated Files or Information"", ""Quotes"": [], ""Explanation"": ""The rule looks for obfuscated Javascript code, which is a technique used by attackers to hide malicious code from detection.""}",['T1027'],"['T1027', 'T1140']"
28420,"JSON
 {
   ""Sid"": ""28420"",
   ""Technique ID"": ""T1027"",
   ""Technique Name"": ""Obfuscated Files or Information"",
   ""Quotes"": ""\""Javascript obfuscation - createElement - seen in IFRAMEr Tool attack\"""",
   ""Explanation"": ""The Snort rule detects obfuscated Javascript code that is used in the IFRAMEr Tool attack. Obfuscated files or information is a technique used by adversaries to hide malicious code or data within a file or document.""
 }
 ",['T1027'],"['T1027', 'T1140']"
28421,"
 [
   {
     ""Sid"": ""28421"",
     ""Technique ID"": ""T1027"",
     ""Technique Name"": ""Obfuscated Files or Information"",
     ""Quotes"": [
       ""\""Obfuscated files may be used to hide malicious content from antivirus or other detection systems\""""
     ],
     ""Explanation"": ""The Snort rule detects obfuscated JavaScript code using the `fromCharCode` function, which is a common technique used to evade detection.""
   }
 ]
 ",['T1027'],"['T1027', 'T1140']"
28552,"
 {
   ""Sid"": ""28552"",
   ""Technique ID"": ""T1046"",
   ""Technique Name"": ""Port Scanning"",
   ""Quotes"": [],
   ""Explanation"": ""The rule is triggered when an inbound UDP packet is sent to port 2425, which is commonly used by the IPTUX messenger service. This indicates that the attacker is scanning for systems that are running this service, which could be used to launch further attacks.""
 }
 ",['T1046'],"['T1018', 'T1040', 'T1046']"
28976,"
 {
   ""Sid"": ""28976"",
   ""Technique ID"": ""T1041"",
   ""Technique Name"": ""Exfiltration Over Command and Control Channel"",
   ""Quotes"": [
     ""\""content: \\\""|3B| name=|22|arquivo|22 3B| filename=|22|C:|5C|\"",fast_pattern,nocase; content: \\\""|0D 0A|TP=\\\""; content: \\\""|0D 0A|LGSN=\"",distance 0;\""""
   ],
   ""Explanation"": ""The rule looks for data exfiltration over HTTP, specifically looking for specific strings related to file names and paths. Technique T1041 involves exfiltrating data over command and control channels, which is consistent with the rule's focus on HTTP communication.""
 }
 ",['T1041'],['T1020']
29031,"[
   {
     ""Sid"": ""29031"",
     ""Technique ID"": ""T1134"",
     ""Technique Name"": ""File and Directory Discovery"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on HTTP traffic that contains a request for the file /avcheck.exe. This file is used by malware to check for the presence of antivirus software on a system. By requesting this file, the malware can determine whether or not it is safe to execute on the system.""
   },
   {
     ""Sid"": ""29031"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on HTTP traffic that contains the location header `https://dl.dropboxusercontent.com/..`. This header is used by malware to download tools from a remote server. By downloading these tools, the malware can gain additional functionality or capabilities.""
   },
   {
     ""Sid"": ""29031"",
     ""Technique ID"": ""T1071"",
     ""Technique Name"": ""Command and Control"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on HTTP traffic that contains the location header `https://dl.dropboxusercontent.com/..`. This header is used by malware to establish a command and control channel with a remote server. By establishing this channel, the malware can receive instructions from the server and send back data collected from the victim system.""
   },
   {
     ""Sid"": ""29031"",
     ""Technique ID"": ""T1218"",
     ""Technique Name"": ""Signed Binary Proxy Execution"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on HTTP traffic that contains the location header `https://dl.dropboxusercontent.com/avcheck.exe`. This header indicates that the malware is attempting to download a signed binary executable file. By downloading this file, the malware can bypass security controls that prevent the execution of unsigned executables.""
   },
   {
     ""Sid"": ""29031"",
     ""Technique ID"": ""T1574"",
     ""Technique Name"": ""Component Object Model (COM) Hijacking"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on HTTP traffic that contains a request for the file `/avcheck.exe`. This file is known to be used by malware to hijack COM objects. By hijacking COM objects, the malware can gain access to sensitive data or perform malicious actions on the system.""
   }
 ]","['T1134', 'T1105', 'T1071', 'T1218', 'T1574']",['T1102']
29261,"
 {
   ""Sid"": ""29261"",
   ""Technique ID"": ""T1106"",
   ""Technique Name"": ""Command and Control"",
   ""Quotes"": ""\""MALWARE-CNC Win.Trojan.Dropper variant outbound connection\"""",
   ""Explanation"": ""The rule detects outbound connections to a host that is known to be a command and control server for the Win.Trojan.Dropper malware.""
 }
 ",['T1106'],['T1102']
29379,"
 {
   ""Rules"": [
     {
       ""Sid"": ""29379"",
       ""Technique ID"": ""T1048.001"",
       ""Technique Name"": ""Exfiltration Over C2 Channel"",
       ""Quotes"": [
         ""\"" outbound encrypted traffic - potential exfiltration\""""
       ],
       ""Explanation"": ""The rule detects outbound encrypted traffic on TCP ports 777 or 778, which is often used by malware for exfiltration over a command and control (C2) channel.""
     }
   ]
 }
 ",['T1048.001'],['T1020']
29396,"
 [
   {
     ""Sid"": ""29396"",
     ""Technique ID"": ""T1486"",
     ""Technique Name"": ""Phishing"",
     ""Quotes"": [
       ""Potential phishing attack""
     ],
     ""Explanation"": ""The rule raises an alert when a phishing email is detected, with the file name containing both '.zip' and '.exe' extensions, which is a common technique used in phishing emails to trick users into downloading malware.""
   },
   {
     ""Sid"": ""29396"",
     ""Technique ID"": ""T1193"",
     ""Technique Name"": ""File and Directory Discovery"",
     ""Quotes"": [
       ""file_data""
     ],
     ""Explanation"": ""The rule checks the file data for the presence of a 'PK' header, which is a common header for .zip files, and then searches for the '.exe' extension within the first 50 bytes of the file data, indicating that the attacker is attempting to download an executable file.""
   }
 ]
 ","['T1486', 'T1193']",['T1566']
29397,"
 {
   ""Sid"": ""29397"",
   ""Technique ID"": ""T1193"",
   ""Technique Name"": ""Phishing for Credentials"",
   ""Quotes"": [
     """"
   ],
   ""Explanation"": ""The rule triggers when there is a potential phishing attack attempt using a .zip shipping file with an .exe name within the zip file. Phishing attacks attempt to steal credentials, and this rule detects such attempts.""
 }
 ",['T1193'],['T1566']
29398,"
 {
   ""Sid"": ""29398"",
   ""Technique ID"": ""T1193"",
   ""Technique Name"": ""Phishing"",
   ""Quotes"": [
     ""\""Phishing is the fraudulent attempt to obtain sensitive information such as usernames, passwords, and credit card details by disguising oneself as a trustworthy entity in an electronic communication\""""
   ],
   ""Explanation"": ""The rule triggers an alert when it detects traffic matching specific criteria, including the presence of the string \""voicemail\"" in the HTTP header, a \"".zip\"" file extension, and a filename containing the string \""voicemail\"" followed by a \"".zip\"" extension. This suggests that the traffic may be part of a phishing attempt, as malicious actors often use phishing emails to trick recipients into downloading malicious attachments.""
 }
 ",['T1193'],['T1566']
29399,"
 {
   ""Sid"": ""29399"",
   ""Technique ID"": ""T1193"",
   ""Technique Name"": ""Phishing"",
   ""Quotes"": [
     ""MITRE ATT&CK: https://attack.mitre.org/techniques/T1193"",
     ""Phishing is the fraudulent practice of sending emails that appear to be from reputable companies to trick users into revealing sensitive information.""
   ],
   ""Explanation"": ""The rule is looking for phishing emails that contain a .zip attachment with a .exe file inside. This is a common tactic used by phishing attackers to trick users into downloading and executing malware.""
 }
 ",['T1193'],['T1566']
29789,"
 {
   ""Sid"": ""29789"",
   ""Technique ID"": ""T1105"",
   ""Technique Name"": ""Command and Control"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects traffic to a known C2 server, indicating that a malware is attempting to communicate with its C2 server.""
 }
 ",['T1105'],['T1176']
29790,"{
   ""Sid"": ""29790"",
   ""Technique ID"": ""T1106"",
   ""Technique Name"": ""Data Encrypted for Impact"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on the URI ‘/l/af_l_addon.xpi’ which is typical for malicious plugins.""
 }",['T1106'],['T1176']
29791,"
 [
   {
     ""Sid"": ""29791"",
     ""Technique ID"": ""T1134"",
     ""Technique Name"": ""File and Directory Discovery"",
     ""Quotes"": [
       ""\""content:\""/m/f_l_addon.xpi\""""
     ],
     ""Explanation"": ""The rule looks for a specific URI containing a file extension, which is a common technique used for file discovery.""
   },
   {
     ""Sid"": ""29791"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an attempt to download a file with a .xpi extension, which is commonly used by malicious actors to transfer tools onto a victim's system.""
   },
   {
     ""Sid"": ""29791"",
     ""Technique ID"": ""T1565"",
     ""Technique Name"": ""Modify Registry"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for a specific URI that could be used to modify the registry, which is a common technique for persistence.""
   },
   {
     ""Sid"": ""29791"",
     ""Technique ID"": ""T1071"",
     ""Technique Name"": ""Remote System Discovery"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an attempt to access a specific URI containing a file extension, which could be used for remote system discovery.""
   }
 ]
 ","['T1134', 'T1105', 'T1565', 'T1071']",['T1176']
29869,"
 {
   ""Sid"": ""29869"",
   ""Technique ID"": ""T1114"",
   ""Technique Name"": ""Masquerading"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects phishing attacks by identifying the presence of \""facebook.com.exe\"" in the content of HTTP traffic. This technique is often used by malware to masquerade as legitimate software in order to evade detection and gain access to a system.""
 }
 ",['T1114'],['T1566']
30003,"
 {
   ""Sid"": ""30003"",
   ""Technique ID"": ""T1189"",
   ""Technique Name"": ""Drive-by Compromise"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for a specific pattern in an HTTP URI, which is indicative of a drive-by compromise attack. Drive-by compromise attacks typically involve the use of malicious websites or advertisements to infect a victim's computer with malware without their knowledge or consent.""
 }
 ",['T1189'],['T1189']
30567,"
 {
   ""Sid"": ""30567"",
   ""Technique ID"": ""T1193"",
   ""Technique Name"": ""Phishing for Information"",
   ""Quotes"": [
     ""\""Win.Trojan.Agent E-FAX phishing attempt\""""
   ],
   ""Explanation"": ""The rule detects a phishing attempt that uses an E-FAX lure.""
 }
 ",['T1193'],['T1566']
30568,"
 [
   {
     ""Sid"": ""30568"",
     ""Technique ID"": ""T1190"",
     ""Technique Name"": ""Phishing for Information"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for E-FAX phishing attempts, which is a type of phishing attack that uses fake emails to trick users into providing their personal information.""
   },
   {
     ""Sid"": ""30568"",
     ""Technique ID"": ""T1566"",
     ""Technique Name"": ""Phishing"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for phishing attempts, which is a type of cyber attack that uses fake emails or websites to trick users into revealing confidential information.""
   }
 ]
 ","['T1190', 'T1566']",['T1566']
30569,"JSON
 {
   ""Sid"": ""30569"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Phishing"",
   ""Quotes"": [
     ""Funeral ceremony phishing attempt""
   ],
   ""Explanation"": ""The rule triggers on an HTTP request containing the string \""FuneralCeremony_\"" and a \"".zip\"" file extension, which is consistent with phishing attempts that use malicious attachments to trick users into downloading and executing malware.""
 }
 ",['T1190'],['T1566']
31070,"JSON
 {
   ""Sid"": ""31070"",
   ""Technique ID"": ""T1035"",
   ""Technique Name"": ""Port Knocking"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on outbound connections to specific ports (HTTP_PORTS) from the internal network (HOME_NET) to an external network (EXTERNAL_NET). This behavior is consistent with port knocking, a technique used to establish hidden communication channels through the use of specific port sequences.""
 }
 ",['T1035'],['T1014']
31830,"
 {
   ""Sid"": ""31830"",
   ""Technique ID"": ""T1110"",
   ""Technique Name"": ""Credential Stuffing"",
   ""Quote"": ""The attacker attempts to access a service with default credentials."",
   ""Explanation"": ""The rule triggers on FTP login attempts using the default credentials 'PASS|20|images', which is an example of credential stuffing.""
 }
 ",['T1110'],['T1078']
31831,"{
   ""Sid"": ""31831"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploitation for Access"",
   ""Quotes"": [],
   ""Explanation"": ""This rule looks for attempts to exploit a vulnerability in a QLogic Switch 5600/5800 using the default FTP login credentials. Successful exploitation could allow an attacker to gain unauthorized access to the switch and execute arbitrary commands.""
 }",['T1190'],['T1078']
32008,"
 {
   ""Sid"": ""32008"",
   ""Technique ID"": ""T1523"",
   ""Technique Name"": ""Phishing"",
   ""Quotes"": [
     ""\""Phishing attacks rely on the use of emails or malicious websites to trick users into providing sensitive information\""""
   ],
   ""Explanation"": ""This rule detects phishing attacks that use fake Delta Ticket HTTP responses to trick users into downloading and executing malicious files, such as .exe files.""
 }
 ",['T1523'],['T1566']
32845,"
 {
   ""Sid"": ""32845"",
   ""Technique ID"": ""T1116"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects Computrace outbound connections to 209.53.113.223, which could be used for network sniffing.""
 }
 ",['T1116'],['T1014']
32846,"
 [
   {
     ""Sid"": ""32846"",
     ""Technique ID"": ""T1190"",
     ""Technique Name"": ""Endpoint Denial of Service"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers when Computrace is reached, which is a software that protects devices from theft or loss. This software can be used to disable devices and can be used in a denial of service attack.""
   },
   {
     ""Sid"": ""32846"",
     ""Technique ID"": ""T1071"",
     ""Technique Name"": ""Remote System Discovery"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers when a connection is made to absolute.com, which is the official website for Computrace. This suggests that the attacker is attempting to discover information about systems on the network.""
   },
   {
     ""Sid"": ""32846"",
     ""Technique ID"": ""T1046"",
     ""Technique Name"": ""Network Denial of Service: Site"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers when a connection is made to absolute.com, which is the official website for Computrace. This suggests that the attacker is attempting to disrupt the availability of the Computrace website.""
   }
 ]
 ","['T1190', 'T1071', 'T1046']",['T1014']
32847,"
 {
   ""Sid"": ""32847"",
   ""Technique ID"": ""T1132"",
   ""Technique Name"": ""Data Exfiltration"",
   ""Quotes"": [
     ""Data exfiltration techniques are used to move data from a compromised system to an external system."",
     ""Adversaries may use data exfiltration techniques to transfer exfiltrated data to cloud storage services.""
   ],
   ""Explanation"": ""The rule is looking for outbound connections to bh.namequery.com, which is a known domain used by Absolute Software Computrace for data exfiltration. Data exfiltration is a technique that involves moving data from a compromised system to an external system, and it is commonly used by adversaries to transfer sensitive information out of a network.""
 }
 ",['T1132'],['T1014']
32848,"{
   ""Sid"": ""32848"",
   ""Technique ID"": ""T1041"",
   ""Technique Name"": ""Exfiltration Over Command and Control Channel"",
   ""Quotes"": [
     ""The adversary exfiltrates data through an existing command and control (C2) channel.""
   ],
   ""Explanation"": ""The rule detects outbound connections to namequery.nettrace.co.za, which is associated with Absolute Software Computrace, a remote monitoring and management tool. Exfiltration of data is a common goal of malicious actors, and the rule may be designed to detect attempts to exfiltrate data over the established Computrace channel.""
 }",['T1041'],['T1014']
32849,"
 {
   ""Sid"": ""32849"",
   ""Technique ID"": ""T1550"",
   ""Technique Name"": ""Command and Control"",
   ""Quotes"": [
     ""\""Outbound connection\""""
   ],
   ""Explanation"": ""The rule detects outbound connections to search.us.namequery.com, which is a known C&C server used by Absolute Software Computrace.""
 }
 ",['T1550'],['T1014']
32850,"
 [
   {
     ""Sid"": ""32850"",
     ""Technique ID"": ""T1048"",
     ""Technique Name"": ""System Network Configuration Discovery"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers when an outbound connection is made to search2.namequery.com, which is a domain associated with Absolute Software Computrace, a system management and security tool. The rule specifically checks for the presence of the \""Host: search2.namequery.com\"" header in the HTTP traffic, indicating that the connection is likely related to Computrace communicating with its servers.""
   },
   {
     ""Sid"": ""32850"",
     ""Technique ID"": ""T1059"",
     ""Technique Name"": ""Command and Control Exfiltration"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers when an outbound connection is made to search2.namequery.com, which is a domain associated with Absolute Software Computrace, a system management and security tool. Computrace is known to use this domain for command and control (C2) communication, so the rule is likely intended to detect attempts by Computrace to exfiltrate data or receive commands from its C2 server.""
   }
 ]
 ","['T1048', 'T1059']",['T1014']
32851,"{
   ""Sid"": ""32851"",
   ""Technique ID"": ""T1134"",
   ""Technique Name"": ""C2 Server Communications Using Email"",
   ""Quotes"": [],
   ""Explanation"": ""The rule is related to communication with a C2 server using email, which is a technique commonly used by attackers to establish and maintain persistence with compromised systems.""
 }",['T1134'],['T1014']
33220,"
 {
   ""Sid"": ""33220"",
   ""Technique ID"": ""T1041"",
   ""Technique Name"": ""Exfiltration Over Non-C2 Channel"",
   ""Quotes"": [
     ""\""HawkEye Keylogger keylogger exfiltration attempt\""""
   ],
   ""Explanation"": ""The rule detects HawkEye Keylogger keylogger exfiltration attempts, which is an example of exfiltration over a non-C2 channel.""
 }
 ",['T1041'],"['T1020', 'T1056']"
33221,"
 {
   ""Sid"": ""33221"",
   ""Technique ID"": ""T1071"",
   ""Technique Name"": ""Data Exfiltration"",
   ""Quotes"": [
     ""content:\""Subject|3A 20|=?utf-8?B?\""""
   ],
   ""Explanation"": ""The rule triggers when a specific pattern is detected in the subject of an email message, which is often associated with malware attempting to exfiltrate confidential data.""
 }
 ",['T1071'],"['T1020', 'T1056']"
33222,"
 {
   ""Sid"": ""33222"",
   ""Technique ID"": ""T1005"",
   ""Technique Name"": ""Data Exfiltration"",
   ""Quotes"": [
     ""\""Clipboard\"""",
     ""\""Keyboard\""""
   ],
   ""Explanation"": ""The rule detects exfiltration attempts by the HawkEye keylogger, which steals clipboard contents and screenshots, both of which are considered data exfiltration.""
 }
 ",['T1005'],"['T1020', 'T1056']"
33223,"
 {
   ""Sid"": ""33223"",
   ""Technique ID"": ""T1020"",
   ""Technique Name"": ""Data Exfiltration"",
   ""Quotes"": [
     ""\""MALWARE-CNC Win.Trojan.HawkEye Keylogger exfiltration attempt - clipboard and screenshot\""""
   ],
   ""Explanation"": ""The rule detects Win.Trojan.HawkEye Keylogger, a malware variant that exfiltrates data from an infected system. Data exfiltration is a technique used by attackers to move data from a compromised system to another location outside the organization's network.""
 }
 ",['T1020'],"['T1020', 'T1056']"
