,Sid,Rule,technique ids
67,26261,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Fake postal receipt HTTP Response phishing attack"";  flow:to_client,established;  http_header;  content:""|3B 20|filename=Postal-Receipt.zip|0D 0A|"",fast_pattern,nocase;  file_data;  content:""Postal-Receipt.exe"";  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,www.urlquery.net/search.php?q=receipt&type=string&start=2013-01-03&end=2013-01-18&max=50;  classtype:trojan-activity;  sid:26261;  rev:3;  )",['T1566']
68,26286,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""APP-DETECT Absolute Software Computrace outbound connection - search.dnssearch.org"";  flow:to_server,established;  http_header;  content:""Host|3A| search.dnssearch.org|0D 0A|"",fast_pattern,nocase;  content:""TagId: "";  metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,absolute.com/support/consumer/technology_computrace;  reference:url,www.blackhat.com/presentations/bh-usa-09/ORTEGA/BHUSA09-Ortega-DeactivateRootkit-PAPER.pdf;  classtype:misc-activity;  sid:26286;  rev:6;  )",['T1014']
69,26287,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""APP-DETECT Absolute Software Computrace outbound connection - search.namequery.com"";  flow:to_server,established;  http_header;  content:""Host|3A| search.namequery.com|0D 0A|"",fast_pattern,nocase;  content:""TagId: "";  metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,absolute.com/support/consumer/technology_computrace;  reference:url,www.blackhat.com/presentations/bh-usa-09/ORTEGA/BHUSA09-Ortega-DeactivateRootkit-PAPER.pdf;  classtype:misc-activity;  sid:26287;  rev:6;  )",['T1014']
70,26660,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Fake delivery information phishing attack"";  flow:to_client,established;  http_header;  content:""|3B| filename="";  content:""Delivery_Information_ID-"",fast_pattern,nocase;  file_data;  content:""Delivery_Information_ID-"";  content:"".exe"",within 50;  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  classtype:trojan-activity;  sid:26660;  rev:3;  )",['T1566']
71,26774,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Worm.Luder variant outbound connection"";  flow:to_server,established;  http_uri;  content:""/loader.cpl"",fast_pattern,nocase;  pcre:""/\/loader\.cpl$/"";  http_header;  content:""|3B 20|MSIE|20|"";  content:!""|0D 0A|Accept-Language:"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/6077fd6cbb44c78a16d66fedb10492c7776127dc76ee071b051970971212bae8/analysis/;  classtype:trojan-activity;  sid:26774;  rev:4;  )",['T1196']
72,27538,"alert tcp $EXTERNAL_NET 443 -> $HOME_NET any ( msg:""MALWARE-OTHER self-signed SSL certificate with default MyCompany Ltd organization name"";  flow:to_client,established;  ssl_state:server_hello;  content:""|55 04 0A|"";  content:""|0E|MyCompany Ltd"",within 14,distance 1;  metadata:impact_flag red,policy max-detect-ips drop,ruleset community;  service:ssl;  reference:url,en.wikipedia.org/wiki/Self-signed_certificate;  reference:url,security.ncsa.illinois.edu/research/grid-howtos/usefulopenssl.html;  classtype:policy-violation;  sid:27538;  rev:4;  )",['T1078']
73,27774,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC RDN Banker Data Exfiltration"";  flow:to_server,established;  http_method;  content:""POST"";  http_client_body;  content:""|3B| name=|22|arquivo|22 3B| filename=|22|C:|5C|"",fast_pattern,nocase;  content:""_.log|22 0D 0A|"";  metadata:impact_flag red,ruleset community;  service:http;  classtype:trojan-activity;  sid:27774;  rev:3;  )",['T1020']
74,27919,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Zeus encrypted POST Data exfiltration"";  flow:to_server,established;  http_header;  content:""Accept-Encoding|3A| identity, *|3B|q=0|0D 0A|"",fast_pattern,nocase;  content:""|3B| MSIE "";  http_client_body;  pcre:""/[^ -~\r\n]{4}/"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/8825abfca1a6d843ce5670858886cb63bb1317ddbb92f91ffd46cfdcaba9ac00/analysis/;  classtype:trojan-activity;  sid:27919;  rev:5;  )",['T1020']
75,27966,"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Backdoor.Chopper web shell connection"";  flow:to_server,established;  http_header;  content:""X-Forwarded-For"",nocase;  http_client_body;  content:""=Response"",nocase;  content:""FromBase64String"",nocase;  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,informationonsecurity.blogspot.com/2012/11/china-chopper-webshell.html;  reference:url,www.virustotal.com/en/file/BE24561427D754C0C150272CAB5017D5A2DA64D41BEC74416B8AE363FB07FD77/analysis/;  classtype:trojan-activity;  sid:27966;  rev:7;  )",['T1505']
76,27967,"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Backdoor.Chopper web shell connection"";  flow:to_server,established;  http_header;  content:""X-Forwarded-For"",nocase;  http_client_body;  content:""caidao="",fast_pattern,nocase;  pcre:""/caidao\s?=\s?(Response|Write|Execute)/im"";  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,informationonsecurity.blogspot.com/2012/11/china-chopper-webshell.html;  reference:url,www.virustotal.com/en/file/BE24561427D754C0C150272CAB5017D5A2DA64D41BEC74416B8AE363FB07FD77/analysis/;  classtype:trojan-activity;  sid:27967;  rev:6;  )",['T1505']
77,27968,"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Backdoor.Chopper web shell connection"";  flow:to_server,established;  http_header;  content:""X-Forwarded-For"",nocase;  http_client_body;  content:""=Execute"",nocase;  content:""On+Error+Resume+Next:"",fast_pattern,nocase;  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,informationonsecurity.blogspot.com/2012/11/china-chopper-webshell.html;  reference:url,www.virustotal.com/en/file/BE24561427D754C0C150272CAB5017D5A2DA64D41BEC74416B8AE363FB07FD77/analysis/;  classtype:trojan-activity;  sid:27968;  rev:7;  )",['T1505']
78,28255,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Kuluoz Potential phishing URL"";  flow:to_server,established;  http_uri;  content:""/get.php?invite="",fast_pattern,nocase;  http_header;  content:""Accept-Encoding: gzip"";  http_uri;  pcre:""/^\/get.php\?invite=.*?=$/m"";  http_header;  content:!""Referer:"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,urlquery.net/search.php?q=get.php%3Finvite%3D&type=string&start=2013-10-01&end=2013-10-16&max=50;  reference:url,www.virustotal.com/en/file/93a40a83977ca24df6e12d7d6f19a9b9d92cb3ea3174ea9d4398ad2048205c42/analysis/;  classtype:trojan-activity;  sid:28255;  rev:4;  )",['T1566']
79,28323,"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Backdoor.Chopper web shell connection"";  flow:to_server,established;  http_header;  content:""X-Forwarded-For"",nocase;  http_client_body;  content:""FromBase64String"";  content:""z"",within 200,nocase;  pcre:""/z\d{1,3}/i"";  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,informationonsecurity.blogspot.com/2012/11/china-chopper-webshell.html;  reference:url,www.virustotal.com/en/file/BE24561427D754C0C150272CAB5017D5A2DA64D41BEC74416B8AE363FB07FD77/analysis/;  classtype:trojan-activity;  sid:28323;  rev:8;  )",['T1505']
80,28344,"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""INDICATOR-OBFUSCATION large number of calls to chr function - possible sql injection obfuscation"";  flow:to_server,established;  http_method;  content:""GET"";  http_uri;  content:""CHR("",nocase;  content:""CHR("",distance 0,nocase;  content:""CHR("",distance 0,nocase;  content:""CHR("",distance 0,nocase;  content:""CHR("",distance 0,nocase;  metadata:policy max-detect-ips drop,ruleset community;  service:http;  reference:url,isc.sans.org/diary.html?storyid=3823;  classtype:web-application-attack;  sid:28344;  rev:4;  )","['T1027', 'T1140', 'T1190']"
81,28345,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""INDICATOR-OBFUSCATION Javascript obfuscation - split - seen in IFRAMEr Tool attack"";  flow:to_client,established;  file_data;  content:""ps=|22|split|22 3B|asd=function()"",fast_pattern,nocase;  metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  classtype:trojan-activity;  sid:28345;  rev:3;  )","['T1027', 'T1140']"
82,28346,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""INDICATOR-OBFUSCATION Javascript obfuscation - seen in IFRAMEr Tool attack"";  flow:to_client,established;  file_data;  content:""aq=|22|0x|22 3B|ff=String|3B|"",fast_pattern,nocase;  metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  classtype:trojan-activity;  sid:28346;  rev:3;  )","['T1027', 'T1140']"
83,28420,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""INDICATOR-OBFUSCATION Javascript obfuscation - createElement - seen in IFRAMEr Tool attack"";  flow:to_client,established;  file_data;  content:""|22|c|22|+|22|r|22 3A|2+|22|e|22|+|22|a|22|+|22|t|22|+|22|e|22|+|22|E|22|+|22|l|22|+|22|e|22|+|22|m|22|+((f)?|22|e|22|+|22|n|22|+|22|t|22 3A 22 22|"",fast_pattern,nocase;  metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  classtype:trojan-activity;  sid:28420;  rev:3;  )","['T1027', 'T1140']"
84,28421,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""INDICATOR-OBFUSCATION Javascript obfuscation - fromCharCode - seen in IFRAMEr Tool attack"";  flow:to_client,established;  file_data;  content:""|22|fr|22|+|22|omCh|22|+|22|arCo|22|+|22|de|22|"",fast_pattern,nocase;  metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  classtype:trojan-activity;  sid:28421;  rev:3;  )","['T1027', 'T1140']"
85,28552,"alert udp $EXTERNAL_NET 2425 -> $HOME_NET 2425 ( msg:""INDICATOR-SCAN inbound probing for IPTUX messenger port "";  flow:to_server;  content:""iptux"",depth 5,offset 2;  content:""lws|3A|lws"",within 7,distance 9;  metadata:policy max-detect-ips drop,ruleset community;  reference:url,github.com/iptux-src/iptux;  classtype:misc-activity;  sid:28552;  rev:3;  )","['T1018', 'T1040', 'T1046']"
86,28976,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Agent.DF - Data Exfiltration"";  flow:to_server,established;  http_client_body;  content:""|3B| name=|22|arquivo|22 3B| filename=|22|C:|5C|"",fast_pattern,nocase;  content:""|0D 0A|TP="";  content:""|0D 0A|LGSN="",distance 0;  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/b9587fc86f1459ccf7b096b6bf68b4fcc165946a86f3ed9ce84c61907aa99dae/analysis/1386599712/;  classtype:trojan-activity;  sid:28976;  rev:3;  )",['T1020']
87,29031,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC Win.Trojan.Banload variant inbound connection"";  flow:to_client,established;  http_header;  content:""/avcheck.exe|0D 0A 0D 0A|"",fast_pattern,nocase;  content:""|0D 0A|Location: https://dl.dropboxusercontent.com/"";  pcre:""/\r\nLocation\x3a\x20https\x3a\x2f{2}dl\.dropboxusercontent\.com\/[a-zA-Z\d\x2f]{5,32}\/avcheck\.exe\r\n\r\n$/"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/30032d2b7fd928392837eeb814cf1e2add0d80b0e17b8dbfec2e2c3be9164cf6/analysis/;  classtype:trojan-activity;  sid:29031;  rev:5;  )",['T1102']
88,29261,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Dropper variant outbound connection"";  flow:to_server,established;  http_uri;  bufferlen:19;  content:""/FileToDownload.exe"",fast_pattern,nocase;  http_header;  content:""Host: dl.dropbox.com|0D 0A|"";  content:!""Accept"";  content:!""User-Agent"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,file-analyzer.net/analysis/1087/5386/0/html;  reference:url,www.virustotal.com/en/file/913cc54750e8bb6b88d5ccbfc988e0107f80ad14ba4d052a3f3db11ccfd8ce4a/analysis/;  classtype:trojan-activity;  sid:29261;  rev:3;  )",['T1102']
89,29379,"alert tcp $HOME_NET any -> $EXTERNAL_NET [777,778] ( msg:""MALWARE-CNC Win.Trojan.Dropper outbound encrypted traffic - potential exfiltration"";  flow:to_server,established;  isdataat:1440;  content:""|03 2B 82 86 02 A0 05|"",fast_pattern,nocase;  metadata:ruleset community;  reference:url,www.virustotal.com/en/file/20b49af8b750a1899117827476402ccaf7095fb5b7aad2e96c8109290da453cb/analysis/;  reference:url,www.virustotal.com/en/file/559e8dbe388c8c103996b208eb5532e295da717f84b4a7ddf5c9885de8115606/analysis/;  classtype:trojan-activity;  sid:29379;  rev:3;  )",['T1020']
90,29396,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""POLICY-SPAM Potential phishing attack - .zip receipt filename download with .exe name within .zip the same "";  flow:to_client,established;  http_header;  content:""Receipt"",fast_pattern,nocase;  content:"".zip"";  pcre:""/\sfilename=[a-z0-9]{0,20}receipt[a-z0-9]{0,20}\.zip/i"";  file_data;  content:""PK"",depth 2;  content:"".exe"",within 50;  metadata:policy max-detect-ips drop,ruleset community;  service:http;  classtype:trojan-activity;  sid:29396;  rev:4;  )",['T1566']
91,29397,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""POLICY-SPAM Potential phishing attack - .zip shipping filename download with .exe name within .zip the same "";  flow:to_client,established;  http_header;  content:""Shipping"",fast_pattern,nocase;  content:"".zip"";  pcre:""/\sfilename=[a-z0-9]{0,20}shipping[a-z0-9]{0,20}\.zip/i"";  file_data;  content:""PK"",depth 2;  content:"".exe"",within 50;  metadata:policy max-detect-ips drop,ruleset community;  service:http;  classtype:trojan-activity;  sid:29397;  rev:4;  )",['T1566']
92,29398,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""POLICY-SPAM Potential phishing attack - .zip voicemail filename download with .exe name within .zip the same "";  flow:to_client,established;  http_header;  content:""voicemail"",fast_pattern,nocase;  content:"".zip"";  pcre:""/\sfilename=[a-z0-9]{0,20}voicemail[a-z0-9]{0,20}\.zip/i"";  file_data;  content:""PK"",depth 2;  content:"".exe"",within 50;  metadata:policy max-detect-ips drop,ruleset community;  service:http;  classtype:trojan-activity;  sid:29398;  rev:4;  )",['T1566']
93,29399,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""POLICY-SPAM Potential phishing attack - .zip statement filename download with .exe name within .zip the same "";  flow:to_client,established;  http_header;  content:""statement"",fast_pattern,nocase;  content:"".zip"";  pcre:""/\sfilename=[a-z0-9]{0,20}statement[a-z0-9]{0,20}\.zip/i"";  file_data;  content:""PK"",depth 2;  content:"".exe"",within 50;  metadata:policy max-detect-ips drop,ruleset community;  service:http;  classtype:trojan-activity;  sid:29399;  rev:4;  )",['T1566']
94,29789,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Careto plugin download"";  flow:to_server,established;  http_uri;  content:""/ag/plugin.crx"",fast_pattern,nocase;  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/19e818d0da361c4feedd456fca63d68d4b024fbbd3d9265f606076c7ee72e8f8/analysis/;  classtype:trojan-activity;  sid:29789;  rev:4;  )",['T1176']
95,29790,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Careto plugin download"";  flow:to_server,established;  http_uri;  content:""/l/af_l_addon.xpi"",fast_pattern,nocase;  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/19e818d0da361c4feedd456fca63d68d4b024fbbd3d9265f606076c7ee72e8f8/analysis/;  classtype:trojan-activity;  sid:29790;  rev:4;  )",['T1176']
96,29791,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Careto plugin download"";  flow:to_server,established;  http_uri;  content:""/m/f_l_addon.xpi"",fast_pattern,nocase;  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/19e818d0da361c4feedd456fca63d68d4b024fbbd3d9265f606076c7ee72e8f8/analysis/;  classtype:trojan-activity;  sid:29791;  rev:4;  )",['T1176']
97,29869,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-CNC Win.Trojan.Napolar phishing attack"";  flow:to_client,established;  content:""facebook.com.exe"",fast_pattern,nocase;  metadata:ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/58762cf6aa8eea5744716986773a2c22ae7412eae634be7bed648c96465bc8ef/analysis/;  classtype:trojan-activity;  sid:29869;  rev:4;  )",['T1566']
98,30003,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""EXPLOIT-KIT Hello/LightsOut exploit kit payload download attempt"";  flow:to_server,established;  http_uri;  content:"".php?a=dw"",fast_pattern,nocase;  pcre:""/\?a=dw[a-z]$/"";  http_header;  content:"" Java/1."";  flowbits:set,file.exploit_kit.pe;  metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:cve,2011-1255;  reference:cve,2012-1723;  reference:cve,2013-1489;  reference:url,blogs.cisco.com/security/watering-hole-attacks-target-energy-sector/;  reference:url,jsunpack.jeek.org/?report=2a298ffa14fd2772bd646bd559f610b0c3b51862;  reference:url,jsunpack.jeek.org/?report=977b49ea5dc5ef85d8f50d1f1222befee8bf3581;  classtype:trojan-activity;  sid:30003;  rev:6;  )",['T1189']
99,30567,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Win.Trojan.Agent E-FAX phishing attempt"";  flow:to_client,established;  flowbits:isset,file.zip;  file_data;  content:""pdf_efax_"",fast_pattern,nocase;  content:""PK"",depth 2;  content:"".pif"",distance 0,nocase;  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/4e102fd6fce767fa6c0d0a9871bb71ec5969ded694a9292c2c8a9749e5648ed4/analysis/;  classtype:trojan-activity;  sid:30567;  rev:3;  )",['T1566']
100,30568,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-OTHER Win.Trojan.Agent E-FAX phishing attempt"";  flow:to_server,established;  http_uri;  content:""/cache/pdf_efax_"",fast_pattern,nocase;  pcre:""/\/cache\/pdf\x5Fefax\x5F\d{8,15}\.zip$/i"";  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/4e102fd6fce767fa6c0d0a9871bb71ec5969ded694a9292c2c8a9749e5648ed4/analysis/;  classtype:trojan-activity;  sid:30568;  rev:3;  )",['T1566']
101,30569,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Win.Trojan.Agent Funeral ceremony phishing attempt"";  flow:to_client,established;  http_header;  content:""filename=FuneralCeremony_"",fast_pattern,nocase;  content:"".zip"",nocase;  file_data;  content:""FuneralCeremony_"";  content:"".exe"",distance 0,nocase;  metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/285ec7e2f8cbaed5d8cebde56bb6d44a921eb4e8384981832822329d8ccfb125/analysis/1395241815/;  classtype:trojan-activity;  sid:30569;  rev:3;  )",['T1566']
102,31070,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Rootkit.Necurs outbound connection"";  flow:to_server,established;  http_method;  content:""POST"";  http_raw_uri;  bufferlen:15;  http_uri;  content:""/docs/index.php"",fast_pattern,nocase;  http_header;  content:""Content-Type|3A 20|application/octet-stream"";  content:!""User-Agent|3A 20|"";  content:!""Accept|3A 20|"";  content:!""Referer|3A 20|"";  metadata:impact_flag red,ruleset community;  service:http;  reference:url,www.virustotal.com/en/file/b47a1bdf5e53f4a754413d2461f7db9a4c7d1e0845c1f676b5399061e3dc1a4b/analysis/;  classtype:trojan-activity;  sid:31070;  rev:4;  )",['T1014']
103,31830,"alert tcp $EXTERNAL_NET any -> $HOME_NET $FTP_PORTS ( msg:""POLICY-OTHER QLogic Switch 5600/5800 default ftp login attempt"";  flow:to_server,established;  content:""PASS|20|images|0D 0A|"";  flowbits:isset,qlogic_default_ftp;  metadata:policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:ftp;  reference:url,filedownloads.qlogic.com/files/Manual/81355/UserGuide_5800V_Series_QuickTools_v80_59264-02B.pdf;  reference:url,filedownloads.qlogic.com/files/manual/67941/QuickTools_Guide_Sb5600_Series_v74_59235-03_%5BA%5D.pdf;  classtype:default-login-attempt;  sid:31830;  rev:3;  )",['T1078']
104,31831,"alert tcp $EXTERNAL_NET any -> $HOME_NET $FTP_PORTS ( msg:""POLICY-OTHER QLogic Switch 5600/5800 default ftp login attempt"";  flow:to_server,established;  content:""USER|20|images|0D 0A|"";  flowbits:set,qlogic_default_ftp;  flowbits:noalert;  metadata:policy balanced-ips alert,policy security-ips alert,ruleset community;  service:ftp;  reference:url,filedownloads.qlogic.com/files/Manual/81355/UserGuide_5800V_Series_QuickTools_v80_59264-02B.pdf;  reference:url,filedownloads.qlogic.com/files/manual/67941/QuickTools_Guide_Sb5600_Series_v74_59235-03_%5BA%5D.pdf;  classtype:default-login-attempt;  sid:31831;  rev:9;  )",['T1078']
105,32008,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""MALWARE-OTHER Fake Delta Ticket HTTP Response phishing attack"";  flow:to_client,established;  file_data;  content:""PK"",depth 2;  content:""DeltaTicket_ET-RM-"",distance 0,nocase;  content:"".exe"",distance 0,nocase;  metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,www.satinfo.es/blog/tag/deltaticket_et-rm-0hj423891156-exe;  classtype:trojan-activity;  sid:32008;  rev:3;  )",['T1566']
106,32845,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""APP-DETECT Absolute Software Computrace outbound connection - 209.53.113.223"";  flow:to_server,established;  http_header;  content:""Host|3A| 209.53.113.223|0D 0A|"",fast_pattern,nocase;  content:""TagId: "";  metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,absolute.com/support/consumer/technology_computrace;  reference:url,www.blackhat.com/docs/us-14/materials/us-14-Kamlyuk-Kamluk-Computrace-Backdoor-Revisited.pdf;  reference:url,www.blackhat.com/presentations/bh-usa-09/ORTEGA/BHUSA09-Ortega-DeactivateRootkit-PAPER.pdf;  classtype:misc-activity;  sid:32845;  rev:3;  )",['T1014']
107,32846,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""APP-DETECT Absolute Software Computrace outbound connection - absolute.com"";  flow:to_server,established;  http_header;  content:"".absolute.com|0D 0A|"",fast_pattern,nocase;  content:""TagId: "";  pcre:""/^m\d+\.absolute\.com$/i"";  metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,absolute.com/support/consumer/technology_computrace;  reference:url,www.blackhat.com/docs/us-14/materials/us-14-Kamlyuk-Kamluk-Computrace-Backdoor-Revisited.pdf;  reference:url,www.blackhat.com/presentations/bh-usa-09/ORTEGA/BHUSA09-Ortega-DeactivateRootkit-PAPER.pdf;  classtype:misc-activity;  sid:32846;  rev:3;  )",['T1014']
108,32847,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""APP-DETECT Absolute Software Computrace outbound connection - bh.namequery.com"";  flow:to_server,established;  http_header;  content:""Host|3A| bh.namequery.com|0D 0A|"",fast_pattern,nocase;  content:""TagId: "";  metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,absolute.com/support/consumer/technology_computrace;  reference:url,www.blackhat.com/docs/us-14/materials/us-14-Kamlyuk-Kamluk-Computrace-Backdoor-Revisited.pdf;  reference:url,www.blackhat.com/presentations/bh-usa-09/ORTEGA/BHUSA09-Ortega-DeactivateRootkit-PAPER.pdf;  classtype:misc-activity;  sid:32847;  rev:3;  )",['T1014']
109,32848,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""APP-DETECT Absolute Software Computrace outbound connection - namequery.nettrace.co.za"";  flow:to_server,established;  http_header;  content:""Host|3A| namequery.nettrace.co.za|0D 0A|"",fast_pattern,nocase;  content:""TagId: "";  metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,absolute.com/support/consumer/technology_computrace;  reference:url,www.blackhat.com/docs/us-14/materials/us-14-Kamlyuk-Kamluk-Computrace-Backdoor-Revisited.pdf;  reference:url,www.blackhat.com/presentations/bh-usa-09/ORTEGA/BHUSA09-Ortega-DeactivateRootkit-PAPER.pdf;  classtype:misc-activity;  sid:32848;  rev:3;  )",['T1014']
110,32849,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""APP-DETECT Absolute Software Computrace outbound connection - search.us.namequery.com"";  flow:to_server,established;  http_header;  content:""Host|3A| search.us.namequery.com|0D 0A|"",fast_pattern,nocase;  content:""TagId: "";  metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community;  service:http;  reference:url,absolute.com/support/consumer/technology_computrace;  reference:url,www.blackhat.com/docs/us-14/materials/us-14-Kamlyuk-Kamluk-Computrace-Backdoor-Revisited.pdf;  reference:url,www.blackhat.com/presentations/bh-usa-09/ORTEGA/BHUSA09-Ortega-DeactivateRootkit-PAPER.pdf;  classtype:misc-activity;  sid:32849;  rev:3;  )",['T1014']
