Sid,Response,With_Limit_Prompt_Without_Competition_Without_Limit_Return,With_Limit_Prompt_Without_Competition_With_Limit_Return,With_Limit_Prompt_With_Competition_Without_Limit_Return,With_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
47462,"[
   {
     ""sid"": ""47462"",
     ""Technique ID"": ""T1068"",
     ""Technique Name"": ""Exploitation for Privilege Escalation"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in an attempt to elevate privileges."",
     ""Explanation"": ""This rule is related to privilege escalation attempt by exploiting a CTSWebProxy ActiveX vulnerability.""
   },
   {
     ""sid"": ""47462"",
     ""Technique ID"": ""T1106"",
     ""Technique Name"": ""Native API"",
     ""Quotes"": ""Adversaries may interact with the native OS application programming interface (API) to execute behaviors."",
     ""Explanation"": ""The rule targets the CTSWebProxy ActiveX component, which is a native API component.""
   }
 ][
     {
         ""sid"": ""47462"",
         ""Technique ID"": ""T1068"",
         ""Technique name"": ""Exploitation for Privilege Escalation"",
         ""Quotes"": ""Adversaries may exploit software vulnerabilities in an attempt to elevate privileges."",
         ""Explanation"": ""This rule detects attempts to exploit a specific vulnerability in the CTSWebProxy ActiveX control to escalate privileges on a remote system.""
     },
     {
         ""sid"": ""47462"",
         ""Technique ID"": ""T1059"",
         ""Technique name"": ""Command and Scripting Interpreter"",
         ""Quotes"": ""Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries."",
         ""Explanation"": ""The rule looks for attempts to execute PowerShell commands using the 'PSHCMD' variable, which is often used by attackers to execute malicious scripts.""
     }
 ][
   {
     ""sid"": ""47462"",
     ""Technique ID"": ""T1068"",
     ""Technique name"": ""Exploitation for Privilege Escalation"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in an attempt to elevate privileges."",
     ""Explanation"": ""This rule detects attempts to exploit a vulnerability in the CTSWebProxy ActiveX control, which could allow an attacker to escalate privileges on the target system.""
   },
   {
     ""sid"": ""47462"",
     ""Technique ID"": ""T1203"",
     ""Technique name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
     ""Explanation"": ""This rule detects attempts to exploit a vulnerability in the CTSWebProxy ActiveX control, which could allow an attacker to execute arbitrary code on the target system.""
   }
 ]","['T1068', 'T1203', 'T1110', 'T1543', 'T1189', 'T1140', 'T1059', 'T1217', 'T1098', 'T1106']","['T1189', 'T1059']","['T1068', 'T1106', 'T1059', 'T1203']","['T1068', 'T1106']",['T1059']
37299,"[
   {
     ""sid"": ""37299"",
     ""Technique ID"": ""T1140"",
     ""Technique name"": ""Deobfuscate/Decode Files or Information"",
     ""Quotes"": ""Adversaries may implement obfuscation techniques to prevent identification or analysis of their tools, scripts, or other files. This may include using encryption, steganography, custom compression, or encoding schemes to hide their content. Obfuscation techniques can be used in conjunction with other techniques, such as Drive-by Compromise or Ingress Tool Transfer, to make it more difficult for defenders to detect and respond to malicious activity."",
     ""Explanation"": ""This rule detects the installation of Hola VPN, which may be used by adversaries to anonymize their traffic and bypass security controls.""
   },
   {
     ""sid"": ""37299"",
     ""Technique ID"": ""T1218"",
     ""Technique name"": ""Masquerading"",
     ""Quotes"": ""Masquerading techniques involve presenting a false or misleading identity to a victim system or network to evade detection and gain access. Adversaries may disguise themselves as legitimate users or trusted entities to trick the target into trusting their malicious activity."",
     ""Explanation"": ""This rule detects the installation of Hola VPN, which may be used by adversaries to bypass security controls and access restricted resources.""
   }
 ][
   {
     ""sid"": ""37299"",
     ""Technique ID"": ""T1195"",
     ""Technique name"": ""Supply Chain Compromise"",
     ""Quotes"": ""Adversaries may manipulate products or product delivery mechanisms prior to receipt by a final consumer for the purpose of data or system compromise."",
     ""Explanation"": ""This rule detects installation attempts of Hola VPN, which is a known tool used by adversaries to bypass network restrictions and conduct malicious activities.""
   },
   {
     ""sid"": ""37299"",
     ""Technique ID"": ""T1591"",
     ""Technique name"": ""Gather Victim Org Information"",
     ""Quotes"": ""Adversaries may gather information about the victim's organization that can be used during targeting."",
     ""Explanation"": ""The rule identifies attempts to collect information about the network environment, which can be used for reconnaissance and targeting purposes.""
   }
 ][
     {
         ""sid"": ""37299"",
         ""Technique ID"": ""T1483"",
         ""Technique name"": ""System Information Discovery"",
         ""Quotes"": """"Involves detecting OS, hardware, and other system environment information, in order to determine the best way to compromise or target a system."""",
         ""Explanation"": ""This rule looks for attempts to install the Hola VPN software, which can be used to bypass geo-restrictions and access blocked websites.""
     },
     {
         ""sid"": ""37299"",
         ""Technique ID"": ""T1583"",
         ""Technique name"": ""Acquire Infrastructure"",
         ""Quotes"": """"May buy, lease, or rent infrastructure that can be used during targeting."""",
         ""Explanation"": ""Hola VPN is a commercial VPN service that provides users with access to a network of servers in multiple countries.""
     }
 ]","['T1133', 'T1105', 'T1189', 'T1568', 'T1591', 'T1598', 'T1566', 'T1583', 'T1560', 'T1140', 'T1484', 'T1195']","['T1189', 'T1566']","['T1140', 'T1218', 'T1195', 'T1591', 'T1483', 'T1583']","['T1140', 'T1218']",['T1021']
46065,"[
         ""sid"": ""46065"",
         ""Technique ID"": ""T1486"",
         ""Technique name"": ""Data Encrypted for Impact"",
         ""Quotes"": ""Adversaries may encrypt data and files to make them more difficult for defenders to retrieve and restore if accessed or stolen."",
         ""Explanation"": ""This rule detects outbound connections to a remote server that is associated with a ransomware family, and the User-Agent header indicates the use of Microsoft BITS, a legitimate tool that can be abused to exfiltrate encrypted data.""
     },
     {
         ""sid"": ""46065"",
         ""Technique ID"": ""T1048"",
         ""Technique name"": ""Exfiltration Over Alternative Protocol"",
         ""Quotes"": ""Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel."",
         ""Explanation"": ""This rule detects outbound connections to a remote server that is associated with a ransomware family, and the use of HTTP over port 80, which is a common alternative protocol for data exfiltration, suggests that the adversary is attempting to exfiltrate data using this method.""
     }
 ][
         ""sid"": ""46065"",
         ""Technique ID"": ""T1048"",
         ""Technique name"": ""Exfiltration Over Alternative Protocol"",
         ""Quotes"": ""Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel."",
         ""Explanation"": ""This rule detects outbound connections to a known ransomware command and control server using the HTTP protocol. Ransomware often uses alternative protocols for exfiltration to evade detection.""
     ],
     [
         ""sid"": ""46065"",
         ""Technique ID"": ""T1071"",
         ""Technique name"": ""Application Layer Protocol"",
         ""Quotes"": ""Adversaries may communicate using OSI application layer protocols to avoid detection/network filtering by blending in with existing traffic."",
         ""Explanation"": ""This rule detects ransomware exfiltrating data using the HTTP protocol, which is a common application layer protocol. Ransomware may use legitimate protocols to avoid detection.""
     ]
 ][
     {
         ""sid"": ""46065"",
         ""Technique ID"": ""T1564"",
         ""Technique Name"": ""Impair Defenses"",
         ""Quotes"": ""Adversaries may disable or otherwise impair defenses to make it easier to compromise a system."",
         ""Explanation"": ""The rule is looking for outbound connections made by a known ransomware that uses Microsoft BITS as a User-Agent to avoid detection. This technique relates to impairing defenses by disabling or bypassing security measures like IDS/IPS.""
     },
     {
         ""sid"": ""46065"",
         ""Technique ID"": ""T1485"",
         ""Technique Name"": ""Data Destruction"",
         ""Quotes"": ""Adversaries may destroy data and files on specific systems or in large numbers on a network to interrupt availability to systems, services, and network resources."",
         ""Explanation"": ""The rule is related to ransomware activity, which commonly involves encrypting or deleting files on the victim's system. Data destruction is a common goal of ransomware attacks, as it can cause significant disruption and force victims to pay the ransom to recover their data.""
     }
 ]","['T1203', 'T1485', 'T1048', 'T1565', 'T1041', 'T1484', 'T1071', 'T1027', 'T1560', 'T1021', 'T1105', 'T1098']","['T1071', 'T1027']","['T1486', 'T1048', 'T1071', 'T1564', 'T1485']","['T1048', 'T1486']",['T1197']
43287,"[
   {
     ""sid"": ""43287"",
     ""Technique ID"": ""T1087"",
     ""Technique name"": ""Account Discovery"",
     ""Quotes"": ""Adversaries may attempt to get a listing of valid accounts, usernames, or email addresses on a system or within a compromised environment"",
     ""Explanation"": ""The rule looks for attempts to access the '/etc/passwd' file, which contains a list of valid user accounts on a Unix system.""
   },
   {
     ""sid"": ""43287"",
     ""Technique ID"": ""T1049"",
     ""Technique name"": ""System Network Connections Discovery"",
     ""Quotes"": ""Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network"",
     ""Explanation"": ""The rule also looks for attempts to access the '/etc/inetd.conf' file, which contains a list of network services running on the system.""
   }
 ]{}[
     ""sid"": ""43287"",
     ""Technique ID"": ""T1087"",
     ""Technique name"": ""Account Discovery"",
     ""Quotes"": ""Adversaries may attempt to get a listing of valid accounts, usernames, or email addresses on a system or within a compromised environment"",
     ""Explanation"": ""This rule detects attempts to access the /etc/inetd.conf file, which contains information about network services and accounts.""
 ]","['T1083', 'T1590', 'T1049', 'T1087', 'T1133', 'T1112', 'T1190', 'T1046', 'T1135']","['T1190', 'T1087']","['T1087', 'T1049']","['T1087', 'T1049']",['T1087']
22033,"[
   ""sid"": ""22033"",
   ""Technique ID"": ""T1450"",
   ""Technique name"": ""Establish Command and Control"",
   ""Quotes"": ""\""Adversaries may attempt to establish command and control (C2) with a remote system for persistence and execution of follow-on actions.\"""",
   ""Explanation"": ""This rule detects outgoing connections to a known C2 server used by the Flashback malware, which is associated with establishing command and control over infected systems.""
 ][
   {
     ""sid"": ""22033"",
     ""Technique ID"": ""T1497"",
     ""Technique Name"": ""File and Directory Discovery"",
     ""Quotes"": ""\""Adversaries may attempt to identify and access files and directories on a system to find data of interest, obtain credentials, or modify system configuration.\"""",
     ""Explanation"": ""The rule triggers when an outbound connection is established to a specific URI path (""/auupdate/"") by the Apple OSX Flashback malware variant. This URI is commonly used by the malware to connect to its command and control server and perform file-related malicious activities.""
   },
   {
     ""sid"": ""22033"",
     ""Technique ID"": ""T1048"",
     ""Technique Name"": ""Exfiltration Over Alternative Protocol"",
     ""Quotes"": ""\""Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel.\"""",
     ""Explanation"": ""The rule also specifies that the malware uses HTTP as the communication protocol for exfiltrating data. HTTP is an alternative protocol to the common command and control channels used by malware, which makes it harder to detect and block.""
   }
 ][
   {
     ""sid"": ""22033"",
     ""Technique ID"": ""T1048"",
     ""Technique name"": ""Exfiltration Over Alternative Protocol"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel."",
     ""Explanation"": """"
   },
   {
     ""sid"": ""22033"",
     ""Technique ID"": ""T1133"",
     ""Technique name"": ""External Remote Services"",
     ""Quotes"": ""Adversaries may leverage external-facing remote services to initially access and/or persist within a network."",
     ""Explanation"": """"
   }
 ]","['T1133', 'T1589', 'T1011', 'T1499', 'T1048', 'T1110', 'T1562', 'T1591', 'T1021', 'T1071', 'T1528', 'T1570', 'T1490', 'T1003', 'T1132', 'T1569', 'T1049']","['T1071', 'T1021']","['T1450', 'T1497', 'T1048', 'T1133']","['T1450', 'T1048']",['T1001']
32008,"[
         ""sid"": ""32008"",
         ""Technique ID"": ""T1192"",
         ""Technique name"": ""Phishing"",
         ""Quotes"": ""Phishing is a technique that attempts to trick a user into revealing sensitive information, such as passwords or financial data, through a fraudulent email or website that appears to be legitimate."",
         ""Explanation"": ""The rule is trying to detect phishing attacks that use fake Delta Ticket HTTP responses.""
     },
     ""sid"": ""32008"",
     ""Technique ID"": ""T1566"",
     ""Technique name"": ""Phishing"",
     ""Quotes"": ""Phishing messages are often designed to appear legitimate, and they may include links to malicious websites or attachments that contain malware."",
     ""Explanation"": ""The rule is trying to detect phishing attacks that use fake Delta Ticket HTTP responses.""
 ][
     {
         ""sid"": ""32008"",
         ""Technique ID"": ""T1487"",
         ""Technique name"": ""Phishing"",
         ""Quotes"": ""Adversaries may employ phishing techniques to send deceptive emails, SMS messages, or other forms of communication with malicious links to entice victims into providing their credentials or installing malware."",
         ""Explanation"": ""This rule detects phishing attacks that attempt to trick users into clicking on a malicious link or downloading a phishing email attachment.""
     },
     {
         ""sid"": ""32008"",
         ""Technique ID"": ""T1192"",
         ""Technique name"": ""Phishing"",
         ""Quotes"": ""Adversaries may send phishing messages to gain access to victim systems or steal credentials."",
         ""Explanation"": ""This rule detects phishing attacks that attempt to trick users into downloading a malicious file by hiding it as a DeltaTicket_ET-RM-.*.exe file attachment.""
     }
 ][
   {
     ""sid"": ""26962"",
     ""Technique ID"": ""T1566"",
     ""Technique name"": ""Phishing"",
     ""Quotes"": ""Adversaries may send phishing messages to gain access to victim systems."",
     ""Explanation"": ""The rule looks for HTTP POST requests containing a DeltaTicket and an executable file ('.exe') in the file data, which is a common technique used in phishing attacks.""
   }
 ]",['T1566'],['T1566'],"['T1192', 'T1566', 'T1487']","['T1192', 'T1566']",['T1566']
30510,"[
   {
     ""sid"": ""30510"",
     ""Technique ID"": ""T1499"",
     ""Technique Name"": ""Endpoint Denial of Service"",
     ""Quotes"": ""\""Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users.\"""",
     ""Explanation"": ""This rule detects attempts to exploit a Denial of Service vulnerability in OpenSSL's SSLv3 heartbeat implementation. Successful exploitation of this vulnerability can cause the target system to crash or become unresponsive.""
   },
   {
     ""sid"": ""30510"",
     ""Technique ID"": ""T1595"",
     ""Technique Name"": ""Active Scanning"",
     ""Quotes"": ""\""Adversaries may execute active reconnaissance scans to gather information that can be used during targeting.\"""",
     ""Explanation"": ""This rule detects attempts to perform active reconnaissance scans against a target system by sending specially crafted SSLv3 heartbeat packets. Adversaries may use these scans to identify potential vulnerabilities or weaknesses in the target system.""
   }
 ][
   {
     ""sid"": ""30510"",
     ""Technique ID"": ""T1040"",
     ""Technique name"": ""Network Sniffing"",
     ""Quotes"": ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network"",
     ""Explanation"": ""This rule looks for attempts to exploit a vulnerability in OpenSSL's SSLv3 heartbeat implementation, which could allow an attacker to read arbitrary memory on the target system.""
   }
 ][
         ""sid"": ""30510"",
         ""Technique ID"": ""T1040"",
         ""Technique name"": ""Network Sniffing"",
         ""Quotes"": ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network."",
         ""Explanation"": ""This rule looks for attempts to exploit a vulnerability in OpenSSL's SSLv3 heartbeat implementation, which could allow an attacker to read arbitrary memory from the server.""
     ]","['T1210', 'T1040', 'T1499', 'T1190', 'T1595', 'T1195', 'T1484', 'T1498']","['T1190', 'T1040']","['T1499', 'T1595', 'T1040']","['T1040', 'T1595']",['T1005']
1604,"[
         ""sid"": ""1604"",
         ""Technique ID"": ""T1203"",
         ""Technique name"": ""Exploitation for Client Execution"",
         ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
         ""Explanation"": ""This rule looks for attempts to exploit a directory traversal vulnerability in the iChat application.""
     ][
   {
     ""sid"": ""1604"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network"",
     ""Explanation"": ""This rule looks for attempts to exploit a directory traversal vulnerability in an iChat web application through specially crafted requests containing the '..' sequence.""
   },
   {
     ""sid"": ""1604"",
     ""Technique ID"": ""T1203"",
     ""Technique name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code"",
     ""Explanation"": ""Exploiting this vulnerability could allow an attacker to execute arbitrary code on the client system, potentially leading to remote code execution or other malicious activities.""
   }
 ][
   {
     ""sid"": ""1604"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
     ""Explanation"": ""This rule looks for attempts to exploit a directory traversal vulnerability in the iChat web application.""
   }
 ]","['T1190', 'T1203', 'T1485', 'T1189', 'T1586', 'T1584', 'T1136']","['T1189', 'T1190']","['T1203', 'T1190']","['T1203', 'T1190']",['T1567']
48402,"[
   {
     ""sid"": ""48402"",
     ""Technique ID"": ""T1048"",
     ""Technique name"": ""Exfiltration Over Alternative Protocol"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel."",
     ""Explanation"": ""This rule detects outbound communication from an infected host to a remote server, which is commonly used by Emotet to exfiltrate data.""
   },
   {
     ""sid"": ""48402"",
     ""Technique ID"": ""T1008"",
     ""Technique name"": ""Fallback Channels"",
     ""Quotes"": ""Adversaries may use fallback or alternate communication channels if the primary channel is compromised or inaccessible in order to maintain reliable command and control and to avoid data transfer thresholds"",
     ""Explanation"": ""This rule detects the use of an alternative protocol (HTTP) for communication, which is a common fallback method used by malware to maintain persistence and avoid detection.""
   }
 ][
     {
         ""sid"": ""48402"",
         ""Technique ID"": ""T1048"",
         ""Technique name"": ""Exfiltration Over Alternative Protocol"",
         ""Quotes"": ""Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel."",
         ""Explanation"": ""This rule detects Emotet variant's attempts to exfiltrate data through an HTTP GET request.""
     },
     {
         ""sid"": ""48402"",
         ""Technique ID"": ""T1008"",
         ""Technique Name"": ""Fallback Channels"",
         ""Quotes"": ""Adversaries may use fallback or alternate communication channels if the primary channel is compromised or inaccessible in order to maintain reliable command and control and to avoid data transfer thresholds."",
         ""Explanation"": ""This rule detects Emotet's fallback channel via HTTP as it attempts to avoid detection and maintain persistence on infected systems.""
     }
 ][
         ""sid"": ""48402"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel."",
         ""Explanation"": ""This rule detects outgoing connections to known Emotet C2 servers and looks for a specific cookie pattern, indicating potential data exfiltration.""
     ],
     [
         ""sid"": ""48402"",
         ""Technique ID"": ""T1567"",
         ""Technique name"": ""Exfiltration Over Web Service"",
         ""Quotes"": ""Adversaries may use an existing, legitimate external Web service to exfiltrate data rather than their primary command and control channel."",
         ""Explanation"": ""This rule detects attempts to exfiltrate data through an HTTP GET request using a specific cookie pattern, which could be used to bypass traditional detection methods.""
     ]
 ]","['T1008', 'T1133', 'T1041', 'T1102', 'T1021', 'T1071', 'T1567', 'T1048', 'T1569']","['T1071', 'T1102']","['T1048', 'T1008', 'T1041', 'T1567']","['T1048', 'T1008']",['T1041']
1443,"[
   {
     ""sid"": ""1443"",
     ""Technique ID"": ""T1040"",
     ""Technique name"": ""Network Sniffing"",
     ""Quotes"": ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network"",
     ""Explanation"": ""The rule detects traffic to port 69, which is used by TFTP, and looks for the \""GET passwd\"" command, indicating an attempt to retrieve a password file over the network.""
   }
 ][
         ""sid"": ""1443"",
         ""Technique ID"": ""T1049"",
         ""Technique name"": ""System Network Connections Discovery"",
         ""Quotes"": """"Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network."""",
         ""Explanation"": ""This rule detects attempts to retrieve the passwd file over TFTP, which could be used to gather user credentials.""
     ],
     [
         ""sid"": ""1443"",
         ""Technique ID"": ""T1133"",
         ""Technique name"": ""External Remote Services"",
         ""Quotes"": """"Adversaries may leverage external-facing remote services to initially access and/or persist within a network."""",
         ""Explanation"": ""This rule detects attempts to access the TFTP service, which could be used by an attacker to gain access to the system.""
     ]
 ]
 {}
 ","['T1133', 'T1083', 'T1190', 'T1040', 'T1049', 'T1110', 'T1071', 'T1105', 'T1552', 'T1553', 'T1134', 'T1005', 'T1030']","['T1071', 'T1190']","['T1040', 'T1049', 'T1133']","['T1040','T1505']",['T1213']
54793,"[
   {
     ""sid"": ""54793"",
     ""Technique ID"": ""T1003"",
     ""Technique Name"": ""Command and Control"",
     ""Quotes"": ""Adversaries may establish or leverage existing command and control (C2) channels to communicate with systems under their control."",
     ""Explanation"": ""This rule detects traffic consistent with Drovorub malware's encrypted command and control communications. Drovorub is a modular backdoor that uses XOR encryption to communicate with its C2 server.""
   },
   {
     ""sid"": ""54793"",
     ""Technique ID"": ""T1071"",
     ""Technique Name"": ""Application Layer Protocol"",
     ""Quotes"": ""Adversaries may communicate using OSI application layer protocols to avoid detection/network filtering by blending in with existing traffic."",
     ""Explanation"": ""This rule detects traffic using the Lightweight Directory Access Protocol (LDAP), which is an application layer protocol commonly used by Drovorub malware to communicate with its C2 server.""
   }
 ][
         ""sid"": ""54793"",
         ""Technique ID"": ""T1005"",
         ""Technique name"": ""Command and Control"",
         ""Quotes"": ""Adversaries may establish command and control (C2) channels with compromised systems to maintain persistence, execute commands, and exfiltrate data."",
         ""Explanation"": ""This rule looks for an inbound connection from a bot to its C2 server, which is used for command and control.""
     ],
     [
         ""sid"": ""54793"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Establish Web Shell"",
         ""Quotes"": ""Adversaries may establish web shells on a system to obtain a command shell over HTTP."",
         ""Explanation"": ""The pattern in the rule matches the JSON response from a web shell, indicating that an adversary is attempting to establish a web shell on the system.""
     ]
 ][
   {
     ""sid"": ""23600"",
     ""Technique ID"": ""T1568"",
     ""Technique name"": ""Dynamic Resolution"",
     ""Quotes"": ""Adversaries may dynamically establish connections to command and control infrastructure to evade common detections and remediations."",
     ""Explanation"": ""This rule detects traffic that is attempting to make a dynamic connection to a command and control server.""
   },
   {
     ""sid"": ""54793"",
     ""Technique ID"": ""T1132"",
     ""Technique name"": ""Data Encoding"",
     ""Quotes"": ""Adversaries may encode data to make the content of command and control traffic more difficult to detect"",
     ""Explanation"": ""This rule detects traffic that contains encoded data, indicating that it could be used for command and control communications.""
   }
 ]","['T1495', 'T1132', 'T1071', 'T1021', 'T1568', 'T1588', 'T1563', 'T1134', 'T1110', 'T1046', 'T1018', 'T1027', 'T1133', 'T1569', 'T1528']","['T1071', 'T1021']","['T1003', 'T1071', 'T1005', 'T1105', 'T1568', 'T1132']","['T1003', 'T1071']",['T1094']
18434,"[
   {
     ""sid"": ""18434"",
     ""Technique ID"": ""T1203"",
     ""Technique name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code."",
     ""Explanation"": ""This rule detects an attempt to exploit a DLL-loading vulnerability in the Adobe Acrobat Reader plugin, named 'ace.dll', which could allow for arbitrary code execution in the context of the vulnerable application."",
     ""Citation"": ""https://attack.mitre.org/techniques/T1203/""
   }
 ]
 {}
 [
   {
     ""sid"": ""18434"",
     ""Technique ID"": ""T1203"",
     ""Technique name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code"",
     ""Explanation"": ""This rule looks for an attempt to exploit a dll-load vulnerability in Adobe Acrobat Reader's ace.dll plugin. Successful exploitation of this vulnerability could allow an attacker to execute arbitrary code on the target system.""
   },
   {
     ""sid"": ""18434"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment"",
     ""Explanation"": ""This rule looks for an attempt to exploit a dll-load vulnerability in Adobe Acrobat Reader's ace.dll plugin. Successful exploitation of this vulnerability could allow an attacker to execute arbitrary code on the target system.""
   }
 ]","['T1190', 'T1203', 'T1201', 'T1105', 'T1204', 'T1106', 'T1484', 'T1102', 'T1189', 'T1021']","['T1189', 'T1190']","['T1203', 'T1105']","['T1203', 'T1105']",['T1574']
1444,"{}[
   {
     ""sid"": ""1444"",
     ""Technique ID"": ""T1040"",
     ""Technique name"": ""Network Sniffing"",
     ""Quotes"": ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network"",
     ""Explanation"": """"
   },
   {
     ""sid"": ""1444"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network"",
     ""Explanation"": ""This rule looks for TFTP packets to detect the presence of unauthorized TFTP servers or clients on a network.""
   }
 ][
         ""sid"": ""1444 "",
         ""Technique ID"": ""T1040"",
         ""Technique name"": ""Network Sniffing"",
         ""Quotes"": ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network."",
         ""Explanation"": ""This rule detects TFTP traffic, which can be used to sniff network traffic.""
     ],
         ""sid"": ""1444"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
         ""Explanation"": ""This rule detects TFTP traffic, which can be used to exploit a public-facing application.""
 ]","['T1589', 'T1222', 'T1057', 'T1190', 'T1110', 'T1046', 'T1040', 'T1135', 'T1048', 'T1499', 'T1041', 'T1571']","['T1190', 'T1571']","['T1040', 'T1190']","['T1040', 'T1190']",['T1213']
42340,"[
         ""sid"": ""42340"",
         ""Technique ID"": ""T1077"",
         ""Technique name"": ""Port Scanning"",
         ""Quotes"": ""Adversaries may use automated or manual techniques to discover services running on hosts and network devices on their target network to facilitate subsequent exploitation."",
         ""Explanation"": ""This rule looks for attempts to open an anonymous session to an IPC share on a Windows system, which is a common technique used by attackers to gather information about the target system.""
     ][
         ""sid"": null,
         ""Technique ID"": ""T1077"",
         ""Technique name"": ""Network Service Discovery"",
         ""Quotes"": ""Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation."",
         ""Explanation"": ""This rule detects SMB access attempts to IPC shares without authentication. IPC shares are often used for file and print sharing and are commonly targeted by adversaries to gain access to a system or network.""
     ],
     [
         ""sid"": null,
         ""Technique ID"": ""T1135"",
         ""Technique name"": ""Network Share Discovery"",
         ""Quotes"": ""Adversaries may look for folders and drives shared on remote systems as a means of identifying sources of information to gather as a precursor for Collection and to identify potential systems of interest for Lateral Movement."",
         ""Explanation"": ""This rule detects SMB access attempts to IPC shares without authentication. IPC shares are often used for file and print sharing and are commonly targeted by adversaries to gain access to a system or network.""
     ]
 ][
   {
     ""sid"": ""42340"",
     ""Technique ID"": ""T1077"",
     ""Technique name"": ""Active Scanning"",
     ""Quotes"": ""\""Collecting information about the target network\"""",
     ""Explanation"": ""This rule detects SMB session setup attempts with null sessions, which is commonly used for active scanning and reconnaissance.""
   },
   {
     ""sid"": ""42340"",
     ""Technique ID"": ""T1135"",
     ""Technique name"": ""Network Share Discovery"",
     ""Quotes"": ""\""Identifying shared folders and drives on remote systems as a means of identifying sources of information to gather\"""",
     ""Explanation"": ""The rule specifically looks for IPC$ share access attempts, which can be used to identify potential targets for credential harvesting and data exfiltration.""
   }
 ]","['T1046', 'T1134', 'T1135', 'T1552', 'T1559', 'T1021']","['T1021', 'T1559']","['T1077', 'T1135']","['T1077', 'T1135']",['T1189']
4236,"[
   {
     ""sid"": ""4236"",
     ""Technique ID"": ""T1185"",
     ""Technique name"": ""Browser Session Hijacking"",
     ""Quotes"": ""Adversaries may take advantage of security vulnerabilities and inherent functionality in browser software to change content, modify user-behaviors, and intercept information as part of various browser session hijacking techniques."",
     ""Explanation"": ""This rule detects attempts to exploit a vulnerability in the Microsoft Internet Explorer WMI ASDI Extension ActiveX object, which can allow an attacker to hijack a user's browser session.""
   }
 ][
     ""sid"": ""4236"",
     ""Technique ID"": ""T1185"",
     ""Technique name"": ""Browser Session Hijacking"",
     ""Quotes"": ""\""Adversaries may take advantage of security vulnerabilities and inherent functionality in browser software to change content, modify user-behaviors, and intercept information as part of various browser session hijacking techniques\"""",
     ""Explanation"": ""This rule detects attempts to access the Microsoft Internet Explorer WMI ASDI Extension ActiveX object, which is a known vulnerability that could allow an attacker to hijack a browser session.""
 ]
 {}
 ","['T1203', 'T1212', 'T1190', 'T1105', 'T1059', 'T1202', 'T1189', 'T1185', 'T1120', 'T1080', 'T1199', 'T1110']","['T1189', 'T1190']",['T1185'],['T1185'],['T1047']
