Sid,Response,Without_Limit_Prompt_Without_Competition_Without_Limit_Return,Without_Limit_Prompt_Without_Competition_With_Limit_Return,Without_Limit_Prompt_With_Competition_Without_Limit_Return,Without_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
36666,"[
     ""sid"": ""36666"",
     ""Technique ID"": ""T1041"",
     ""Technique name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": """"Adversaries may exfiltrate data over an existing command and control (C2) channel to a remote location. The rule detects outbound connections to a specific URI ('/botnet/suca.php') and HTTP POST parameters indicating data exfiltration, suggesting the presence of a Trojan (Tentobr) exfiltrating data to a remote C2 server."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
 ][
   {
     ""sid"": ""36666"",
     ""Technique ID"": ""T1041"",
     ""Technique Name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": """"Exfiltration Over C2 Channel techniques involve sending data to or through a command and control server. The rule indicates the presence of a Trojan (Tentobr) establishing an outbound connection to a specific URL ('/botnet/suca.php') and sending data in the HTTP body with specific parameters, which suggests that the Trojan is exfiltrating data through a C2 channel."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
   }
 ][
         ""sid"": ""36666"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": """"Exfiltration Over C2 Channel techniques involve the transfer of stolen data from the victim to the adversary through a pre-established command and control (C2) channel. The rule detects an outbound connection to a specific URL that is associated with the Win.Trojan.Tentobr malware, which is known to exfiltrate data via HTTP POST requests to remote servers."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ]","['T1056', 'T1136', 'T1133', 'T1095', 'T1070', 'T1564', 'T1041', 'T1071', 'T1496', 'T1082']","['T1071', 'T1056']",['T1041'],['T1041'],['T1571']
34944,"[
         {
             ""Sid"": ""34944"",
             ""Technique ID"": ""T1552"",
             ""Technique name"": ""Unsecured Credentials"",
             ""Quotes"": """"Unsecured Credentials techniques involve the discovery and theft of credentials that are improperly stored or transmitted by the system or application."""",
             ""Explanation"": ""This event is generated when an attempt to disclose credentials for Arcserve Unified Data Protection Management is detected.""
         }
     ][
   {
     ""sid"": ""34944"",
     ""Technique ID"": ""T1554"",
     ""Technique Name"": ""Credential Extraction"",
     ""Quotes"": ""\""Credential Extraction techniques involve extracting credentials from a compromised system, such as user credentials, authentication tokens, or API keys. The rule indicates an attempt to extract credentials from an Arcserve Unified Data Protection Management backup policy through an HTTP request, which may contain sensitive information such as passwords or other authentication credentials."""",
     ""Explanation"": ""This event is generated when activity relating to policy violation is detected.""
   }
 ][
     {
         ""sid"": ""34944"",
         ""Technique ID"": ""T1552"",
         ""Technique name"": ""Unsecured Credentials"",
         ""Quotes"": """"Adversaries may search compromised systems to find and obtain insecurely stored credentials"""",
         ""Explanation"": ""The rule indicates an attempt to access credentials from the Arcserve Unified Data Protection Management service, which could be a potential target for credential harvesting.""
     },
     {
         ""sid"": ""34944"",
         ""Technique ID"": ""T1114"",
         ""Technique name"": ""Email Collection"",
         ""Quotes"": """"Adversaries may target user email to collect sensitive information"""",
         ""Explanation"": ""The rule indicates an attempt to access credentials from the Arcserve Unified Data Protection Management service, which could be used to harvest email credentials.""
     }
 ]","['T1552', 'T1114', 'T1006', 'T1555', 'T1564', 'T1588', 'T1018', 'T1651', 'T1558']","['T1018', 'T1552']","['T1552', 'T1554', 'T1114']","['T1552', 'T1554']",['T1003']
29383,"[
         ""sid"": ""29383"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Exploit Public-Facing Application techniques involve identifying vulnerabilities in public-facing applications and exploiting them to gain access to a network. The rule indicates the presence of a VPN-over-DNS application download attempt. VPN-over-DNS applications can provide remote access by tunneling network traffic over DNS."",
         ""Explanation"": ""This event is generated when an attempt to download a VPN-over-DNS application is detected.""
     ][
  ""sid"": ""29383"",
  ""Technique ID"": ""T1190"",
  ""Technique name"": ""Exploit Public-Facing Application"",
  ""Quotes"": """"An adversary may attempt to exploit a weakness in an Internet-facing host or system to initially access a network"""",
  ""Explanation"": ""This event is triggered when an attempt to download a VPN over DNS application is detected. Adversaries may use public-facing applications as an initial entry point into a network, and exploiting vulnerabilities in these applications can provide them with a foothold in the target environment.""
 ][
     ""sid"": ""29383"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": """"Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."""",
     ""Explanation"": ""This event is generated when an attempt is made to exploit a vulnerability in a public-facing application.""
 ]","['T1600', 'T1135', 'T1190', 'T1056', 'T1615', 'T1572', 'T1580', 'T1584', 'T1528', 'T1573', 'T1498']","['T1190', 'T1056']",['T1190'],['T1190'],['T1021']
17571,"[
     {
         ""sid"": ""17571"",
         ""Technique ID"": ""T1118"",
         ""Technique name"": ""ActiveX Control Download"",
         ""Quotes"": """"ActiveX controls are components that allow websites to embed multimedia content and other interactive elements into web pages. They are commonly used by legitimate software, but can also be exploited by adversaries to execute malicious code on a victim's system."""",
         ""Explanation"": ""This rule detects the creation of ActiveX objects, which can be used to download and execute malicious code.""
     },
     {
         ""sid"": ""17571"",
         ""Technique ID"": ""T1088"",
         ""Technique name"": ""Obfuscated Files or Information"",
         ""Quotes"": """"Adversaries may use obfuscation techniques to hide their tools, data, or communications from automated detection systems or human analysis."""",
         ""Explanation"": ""This rule detects the use of obfuscation techniques, which can be used to hide malicious content.""
     }
 ][
         {
             ""sid"": ""17571"",
             ""Technique ID"": ""T1119"",
             ""Technique name"": ""Automated Collection"",
             ""Quotes"": ""Once established within a system or network, an adversary may use automated techniques for collecting internal data."",
             ""Explanation"": ""This event is generated when an attempt to instantiate an ActiveX object is detected, which is a common technique used by malware to collect data.""
         }
     ][
         ""sid"": ""17571"",
         ""Technique ID"": ""T1115"",
         ""Technique Name"": ""Signed Binary Proxy Execution"",
         ""Quotes"": """"Signed Binary Proxy Execution may involve the use of a legitimate, digitally signed executable to load and execute malicious code."""",
         ""Explanation"": ""This signature matches ActiveX objects that have been obfuscated using a variety of techniques that are most commonly found in exploit kits targeting browser vulnerabilities.""
     ]","['T1105', 'T1497', 'T1113', 'T1546', 'T1059', 'T1574', 'T1110', 'T1124', 'T1189', 'T1078', 'T1106', 'T1057', 'T1119']","['T1189', 'T1059']","['T1118', 'T1088', 'T1119', 'T1115']","['T1118', 'T1088']",['T1027']
1042,"[
         {
             ""sid"": ""1042"",
             ""Technique ID"": ""T1190"",
             ""Technique name"": ""Exploit Public-Facing Application"",
             ""Quotes"": """"Exploitation of a public-facing application, such as a web server, may allow an adversary to gain access to a network."""",
             ""Explanation"": ""This event is related to exploiting web applications through the use of the 'Translate' header, which is commonly used by adversaries to bypass security controls.""
         }
     ][
         {
             ""sid"": ""1042"",
             ""Technique ID"": ""T1190"",
             ""Technique name"": ""Exploit Public-Facing Application"",
             ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
             ""Explanation"": ""This event is generated when activity relating to exploiting a weakness in a public-facing application is detected.""
         },
         {
             ""sid"": ""1042"",
             ""Technique ID"": ""T1087"",
             ""Technique name"": ""Account Discovery"",
             ""Quotes"": ""Adversaries may attempt to get a listing of valid accounts, usernames, or email addresses on a system or within a compromised environment."",
             ""Explanation"": ""This event is generated when activity relating to discovering valid accounts is detected.""
         }
     ][
   {
     ""sid"": ""1042"",
     ""Technique ID"": ""T1002"",
     ""Technique Name"": ""Web Application Attack"",
     ""Quotes"": ""Web Application Attacks are techniques that target web applications to gain access to or manipulate data. This rule detects an attempt to view the source code of a web server using the Translate header, which could be an indication of an attacker trying to exploit a vulnerability in the web application."",
     ""Explanation"": ""This event is generated when activity relating to web application attacks is detected.""
   }
 ]","['T1087', 'T1190', 'T1057', 'T1110', 'T1105', 'T1030', 'T1203']","['T1190', 'T1087']","['T1190', 'T1087', 'T1002']","['T1190', 'T1087']",['T1119']
38355,"[
         ""sid"": ""38355"",
         ""Technique ID"": ""T1056"",
         ""Technique name"": ""Input Capture"",
         ""Quotes"": """"Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The rule indicates the presence of a malware (NetWiredRC) that uses a keepalive command to maintain a connection with a command and control server, which is a common method used by keyloggers to stealthily capture input data."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ]
 {}
 [
   {
     ""sid"": ""38355"",
     ""Technique ID"": ""T1489"",
     ""Technique name"": ""Service Stop"",
     ""Quotes"": ""\""Adversaries may stop or disable services on a system to render those services unavailable to legitimate users\"" – MITRE ATT&CK [Service Stop](https://attack.mitre.org/techniques/T1489/)"",
     ""Explanation"": ""The rule is used to detect NetWired RC Trojan and one of its behaviors is disabling services or ports on the infected system.""
   }
 ]","['T1056', 'T1489']",['T1056'],"['T1056', 'T1489']","['T1056', 'T1489']",['T1094']
29354,"[
         ""sid"": ""29354"",
         ""Technique ID"": ""T1484"",
         ""Technique name"": ""Domain Policy Modification"",
         ""Quotes"": ""Adversaries may attempt to modify policy settings of a domain to evade defenses and/or escalate privileges in domain environments"",
         ""Explanation"": ""The rule monitors for attempts to modify domain policy settings, which is consistent with the objective of evading defenses and escalating privileges.""
     ],
     [
         ""sid"": ""29354"",
         ""Technique ID"": ""T1046"",
         ""Technique name"": ""Network Service Discovery"",
         ""Quotes"": ""Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation"",
         ""Explanation"": ""The rule detects reconnaissance attempts involving the enumeration of services, which aligns with the goal of identifying potential vulnerabilities for exploitation.""
     ]
 ][
         ""sid"": ""29354"",
         ""Technique ID"": ""T1482"",
         ""Technique name"": ""Domain Generation Algorithms"",
         ""Quotes"": """"Domain Generation Algorithms techniques involve generating a list of domain names based on a set of rules, with the intent of identifying domains used by adversaries."""",
         ""Explanation"": ""This event is generated when an attempt to scan for files using Foca is detected.""
     ],
     [
         ""sid"": ""29354"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Exploit Public-Facing Application techniques involve exploiting a vulnerability in an Internet-facing host or system to initially access a network."""",
         ""Explanation"": ""This event is generated when an attempt to scan for files using Foca is detected.""
     ]
 ][
         ""sid"": ""29354"",
         ""Technique ID"": ""T1492"",
         ""Technique name"": ""Domain Name System Query"",
         ""Quotes"": """"Domain Name System Query involves the use of the Domain Name System to resolve hostnames, which can be used for reconnaissance purposes or to compromise specific targets."""",
         ""Explanation"": ""This rule indicates the presence of Foca, a reconnaissance tool used to gather information about organizations and their systems.""
     ]","['T1190', 'T1484', 'T1591', 'T1087', 'T1046', 'T1018', 'T1195', 'T1069']","['T1190', 'T1087']","['T1484', 'T1046', 'T1482', 'T1190', 'T1492']","['T1484', 'T1046']",['T1083']
2589,"[
   {
     ""sid"": ""2589"",
     ""Technique ID"": ""T1086"",
     ""Technique name"": ""Active Scanning"",
     ""Quotes"": ""Active Scanning techniques involve actively probing a network or system to identify vulnerabilities or discover information about the target."",
     ""Explanation"": ""The rule detects an attempt to exploit a CLSID vulnerability in Microsoft Windows, which is a common technique used in active scanning to identify vulnerable systems.""
   }
 ][
   {
     ""sid"": ""2589"",
     ""Technique ID"": ""T1064"",
     ""Technique Name"": ""Scripting"",
     ""Quotes"": ""\""Scripting techniques involve using scripting languages to perform tasks on a system or to interact with software or operating systems.\"""",
     ""Explanation"": ""This event is generated when an attempt is made to execute a command using the Windows CLSID (Class Identifier) registry key, which is a common technique used in scripting attacks.""
   },
   {
     ""sid"": ""2589"",
     ""Technique ID"": ""T1204"",
     ""Technique Name"": ""User Execution"",
     ""Quotes"": ""\""An adversary may rely upon specific actions by a user in order to gain execution.\"""",
     ""Explanation"": ""The rule detects an attempt to execute a command using the Windows CLSID registry key, which often requires user interaction or permission to execute.""
   }
 ][
 {
 ""sid"": ""2589"",
 ""Technique ID"": ""T1203"",
 ""Technique name"": ""Exploitation for Client Execution"",
 ""Quotes"": ""Exploitation for Client Execution techniques involve exploiting software vulnerabilities in client applications to execute code."""",
 ""Explanation"": ""This event is generated when a Microsoft Windows system attempts to execute a CLSID, which is a unique identifier used by COM objects. This could indicate an attempt to exploit a vulnerability in a client application.""
 }
 ]","['T1203', 'T1087', 'T1189', 'T1202', 'T1114', 'T1548', 'T1204']","['T1189', 'T1204']","['T1086', 'T1064', 'T1204', 'T1203']","['T1086', 'T1505']",['T1203']
24088,"{}[
  {
         ""sid"": ""24088"",
         ""Technique ID"": ""T1572"",
         ""Technique name"": ""Protocol Tunneling"",
         ""Quotes"": """"Protocol tunneling enables adversaries to encapsulate data from one protocol into another and transmit it over a network. The rule indicates the detection of a Win.Trojan.Bledoor exploiting a TCP tunnel within ICMP packets, which is an example of protocol tunneling used to evade detection and network filtering."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     }
 ][
   {
     ""sid"": ""24088"",
     ""Technique ID"": ""T1572"",
     ""Technique Name"": ""Protocol Tunneling"",
     ""Quotes"": """"Adversaries may tunnel network communications to and from a victim system within a separate protocol to avoid detection/network filtering and/or enable access to otherwise unreachable systems."""",
     ""Explanation"": ""This rule detects the Win.Trojan.Bledoor malware which uses ICMP tunneling to establish a covert communication channel with its command and control server. Protocol tunneling is a technique commonly used by adversaries to evade detection and bypass network restrictions.""
   }
 ]","['T1090', 'T1008', 'T1056', 'T1572', 'T1092', 'T1071', 'T1518']","['T1071', 'T1056']",['T1572'],['T1572'],['T1048']
56608,"[
         ""sid"": ""56608"",
         ""Technique ID"": ""T1071"",
         ""Technique Name"": ""Application Layer Protocol"",
         ""Quotes"": ""Adversaries may use Application Layer Protocol techniques to blend with existing traffic, avoiding detection by network filtering."",
         ""Explanation"": ""The rule involves detecting traffic related to Cobalt Strike, a common tool used by adversaries for command and control and executing malicious payloads, over HTTP, indicating the use of application layer protocols.""
     ][
   {
     ""sid"": ""56608"",
     ""Technique ID"": ""T1021"",
     ""Technique name"": ""Remote Services"",
     ""Quotes"": """"Remote Services allows adversaries to connect to and control remote systems over a network. This rule detects inbound connection attempts from the Cobalt Strike beacon, which is commonly used for remote access and control of compromised systems."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
   },
   {
     ""sid"": ""56608"",
     ""Technique ID"": ""T1134"",
     ""Technique name"": ""Internal Spearphishing"",
     ""Quotes"": """"Internal Spearphishing involves targeting specific individuals within an organization to gain access to additional information or exploit other users. Cobalt Strike is often used in phishing campaigns to deliver malicious payloads and establish remote access to victim systems."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
   },
   {
     ""sid"": ""56608"",
     ""Technique ID"": ""T1534"",
     ""Technique name"": ""Create or Modify System Process"",
     ""Quotes"": """"Create or Modify System Process allows adversaries to create or modify system-level processes to repeatedly execute malicious payloads and establish persistence. Cobalt Strike can create and inject malicious processes into the victim's system to maintain access and execute commands."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
   }
 ][
         ""sid"": ""56608"",
         ""Technique ID"": ""T1132"",
         ""Technique Name"": ""Data Encoding"",
         ""Quotes"": """"Data Encoding techniques involve encoding data to make the content of command and control traffic more difficult to detect. This rule indicates the presence of a binary beacon, which is a common method used by Cobalt Strike to communicate with its command and control server. The beacon uses data encoding to obfuscate its traffic, making it more difficult for IDS/IPS systems to detect."""",
         ""Explanation"": ""This rule detects Cobalt Strike beacon which is used for remote access and control.""
     ]","['T1071', 'T1136', 'T1543', 'T1562', 'T1534', 'T1588', 'T1056', 'T1132', 'T1021', 'T1567']","['T1071', 'T1056']","['T1071', 'T1021', 'T1134', 'T1534', 'T1132']","['T1071', 'T1505']",['T1020']
50028,"[
   {
     ""sid"": ""50028"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment"",
     ""Explanation"": ""The rule is looking for file downloads that are potentially malicious""
   }
 ][
         ""sid"": ""50028"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": """"Ingress Tool Transfer techniques involve transferring tools or other files from an external system into a compromised environment. The rule detects an attempt to download a variant of the Osx.Adware.TotalAdviseSearch adware, indicating an attempt to transfer malicious software to the target system."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ],
     [
         ""sid"": ""50028"",
         ""Technique ID"": ""T1204"",
         ""Technique name"": ""User Execution"",
         ""Quotes"": """"User Execution techniques rely upon specific actions by a user in order to gain execution. The rule's detection of adware download attempt indicates that the malware relies on user interaction, such as clicking on a link or opening an attachment, to execute and install."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ]
 ][
     ""sid"": ""50028"",
     ""Technique ID"": ""T1114"",
     ""Technique Name"": ""File Download"",
     ""Quotes"": """"File Download is a technique that involves downloading files from a remote system onto a local system, often to gain access to additional malicious files or tools. This rule detects an attempt to download a variant of Osx.Adware.TotalAdviseSearch adware, indicating that an adversary may be attempting to download malicious content onto the system."""",
     ""Explanation"": ""This event is generated when activity relating to PUA-ADWARE download attempts is detected.""
 ]","['T1105', 'T1047', 'T1599', 'T1187', 'T1490', 'T1204', 'T1218', 'T1140', 'T1115']","['T1047', 'T1187']","['T1105', 'T1204', 'T1114']","['T1105', 'T1204']",['T1643']
414,"[
   {
     ""sid"": ""414"",
     ""Technique ID"": ""T1049"",
     ""Technique name"": ""System Network Connections Discovery"",
     ""Quotes"": ""\""Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network.\"""",
     ""Explanation"": ""The rule monitors ICMPv6 'Where-Are-You' (type 33) messages, which are used for network discovery and can be used by adversaries to identify and map networks.""
   }
 ][
     {
         ""sid"": ""414"",
         ""Technique ID"": ""T1049"",
         ""Technique name"": ""System Network Connections Discovery"",
         ""Quotes"": """"System Network Connections Discovery techniques involve attempting to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network."""",
         ""Explanation"": ""This rule detects ICMPv6 Where-Are-You messages, which can be used for network reconnaissance and mapping.""
     },
     {
         ""sid"": ""414"",
         ""Technique ID"": ""T1018"",
         ""Technique name"": ""Remote System Discovery"",
         ""Quotes"": """"Remote System Discovery techniques involve attempting to get a listing of other systems by IP address, hostname, or other logical identifier on a network that may be used for Lateral Movement from the current system."""",
         ""Explanation"": ""This rule detects ICMPv6 Where-Are-You messages, which can be used to discover remote systems on the network.""
     }
 ][
     {
         ""sid"": ""414"",
         ""Technique ID"": ""T1207"",
         ""Technique name"": ""OS Fingerprinting"",
         ""Quotes"": ""\""An adversary might leverage ICMP packets to perform network reconnaissance to determine what version of an operating system and software versions are running on a target machine. \"""",
         ""Explanation"": ""This event is generated when undefined protocol IPV6 ICMP Where-Are-You packet is detected.""
     }
 ]","['T1041', 'T1594', 'T1049', 'T1591', 'T1048', 'T1059', 'T1190', 'T1018', 'T1046']","['T1059', 'T1190']","['T1049', 'T1018', 'T1207']","['T1049', 'T1018']",['T1592']
23621,"[
     {
         ""Sid"": ""23621"",
         ""Technique ID"": ""T1027"",
         ""Technique Name"": ""Obfuscated Files or Information"",
         ""Quotes"": """"Obfuscated Files or Information techniques involve intentionally encoding, encrypting, or otherwise altering the appearance or structure of files or data to make them difficult to identify or understand, for example, by using steganography or encryption."""",
         ""Explanation"": ""This rule detects attempts to transmit potentially obfuscated files over network connections, which is a common technique used by threat actors to conceal malicious payloads.""
     },
     {
         ""Sid"": ""23621"",
         ""Technique ID"": ""T1140"",
         ""Technique Name"": ""Deobfuscate/Decode Files or Information"",
         ""Quotes"": """"Deobfuscate/Decode Files or Information techniques involve reversing the effects of Obfuscated Files or Information techniques to make the underlying data or files understandable."""",
         ""Explanation"": ""This rule also looks for evidence of de-obfuscation attempts, which may indicate that an attacker is trying to recover the original content of obfuscated files.""
     }
 ][
     {
         ""sid"": ""23621"",
         ""Technique ID"": ""T1027"",
         ""Technique name"": ""Obfuscated Files or Information"",
         ""Quotes"": """"Obfuscated Files or Information techniques involve deliberately making a file or information difficult to discover or analyze by encrypting, encoding, or otherwise altering its contents on the system or in transit."""",
         ""Explanation"": ""The rule is triggered when a known packer routine with secondary obfuscation is detected. Obfuscation is a technique used to make malicious files or information difficult to analyze, which is consistent with T1027.""
     },
     {
         ""sid"": ""23621"",
         ""Technique ID"": ""T1140"",
         ""Technique name"": ""Deobfuscate/Decode Files or Information"",
         ""Quotes"": """"Deobfuscate/Decode Files or Information techniques involve reversing the effects of T1027 Obfuscated Files or Information."",
         ""Explanation"": ""The rule is triggered when a known packer routine with secondary obfuscation is detected. Obfuscation is a technique used to make malicious files or information difficult to analyze, and deobfuscation is the process of reversing the effects of obfuscation. Therefore, T1140 is relevant to this rule.""
     }
 ][
     {
         ""sid"": ""23621"",
         ""Technique ID"": ""T1027"",
         ""Technique name"": ""Obfuscated Files or Information"",
         ""Quotes"": """"Obfuscated Files or Information techniques involve disguising files or information on a system or in transit to make them difficult to discover or analyze."""",
         ""Explanation"": ""This event is generated when activity relating to obfuscated files or information is detected.""
     },
     {
         ""sid"": ""23621"",
         ""Technique ID"": ""T1140"",
         ""Technique name"": ""Deobfuscate/Decode Files or Information"",
         ""Quotes"": """"Deobfuscate/Decode Files or Information techniques involve reversing the effects of Obfuscated Files or Information techniques to make the contents readable and analyzable."""",
         ""Explanation"": ""This event is generated when activity relating to deobfuscating or decoding files or information is detected.""
     }
 ]","['T1027', 'T1140']",['T1027'],"['T1027', 'T1140']","['T1027', 'T1140']",['T1189']
13507,"[
     {
         ""sid"": ""13507"",
         ""Technique ID"": ""T1568"",
         ""Technique name"": ""Dynamic Resolution"",
         ""Quotes"": """"Dynamic Resolution techniques involve adversaries establishing connections to command and control (C2) infrastructure using dynamically generated domains or IP addresses to evade detection and remediation. The rule specifically mentions an outbound connection to a variant of the Evilotus malware (1.3.2), which is known for its dynamic C2 communication mechanisms."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     }
 ][
         ""sid"": ""13507"",
         ""Technique ID"": ""T1566"",
         ""Technique name"": ""Phishing"",
         ""Quotes"": ""Phishing techniques involve sending fraudulent messages (e.g., emails, SMS) that appear to come from a legitimate source to trick recipients into disclosing sensitive information or clicking malicious links."""",
         ""Explanation"": ""This alert is triggered when an outbound connection to a known evilotus server is detected, suggesting that a phishing attempt may be in progress.""
     ],
     [
         ""sid"": ""13507"",
         ""Technique ID"": ""T1563"",
         ""Technique name"": ""Remote Service Session Hijacking"",
         ""Quotes"": ""Remote Service Session Hijacking involves exploiting or taking control of existing sessions with remote services to move laterally within a network or perform other malicious activities."""",
         ""Explanation"": ""The outbound connection to the evilotus server could be part of a remote session hijacking attempt, as evilotus is known for its remote access capabilities.""
     ]
 }[
         {
             ""sid"": ""13507"",
             ""Technique ID"": ""T1497"",
             ""Technique name"": ""Virtualization/Sandbox Evasion"",
             ""Quotes"": """"Adversaries may utilize various techniques to detect and evade virtualized and sandboxed environments in order to resist analysis and detection."""",
             ""Explanation"": ""This event is generated when activity relating to malware is detected.""
         },
         {
             ""sid"": ""13507"",
             ""Technique ID"": ""T1056"",
             ""Technique name"": ""Input Capture"",
             ""Quotes"": """"Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The rule indicates the presence of a Trojan (evilotus) that uses specific network communication patterns to evade detection in virtualized and sandboxed environments."""",
             ""Explanation"": ""This event is generated when activity relating to malware is detected.""
         }
     ]","['T1056', 'T1568', 'T1566', 'T1562', 'T1563', 'T1497']","['T1056', 'T1566']","['T1568', 'T1566', 'T1563', 'T1497', 'T1056']","['T1568', 'T1505']",['T1014']
16268,"[
   {
     ""Sid"": ""16268"",
     ""Technique ID"": ""T1499"",
     ""Technique name"": ""Endpoint Denial of Service"",
     ""Quotes"": ""\""Endpoint Denial of Service techniques involve disrupting the normal operation of a target endpoint by overwhelming it with requests or consuming its resources. The rule detects a Trojan (Win.Trojan.tdss.1.gen) that is known to perform Endpoint Denial of Service attacks."""",
     ""Explanation"": ""This event is generated when malware activity relating to a Trojan, specifically the Win.Trojan.tdss.1.gen, is detected.""
   },
   {
     ""Sid"": ""16268"",
     ""Technique ID"": ""T1048"",
     ""Technique name"": ""Exfiltration Over Alternative Protocol"",
     ""Quotes"": ""\""Exfiltration Over Alternative Protocol techniques involve stealing data by exfiltrating it over a different protocol than that of the existing command and control channel. The rule indicates that the Trojan is attempting to communicate with a command and control server using an HTTP URI, which is an alternative protocol to the usual command and control channels used by Trojans."""",
     ""Explanation"": ""This event is generated when malware activity relating to a Trojan, specifically the Win.Trojan.tdss.1.gen, is detected.""
   }
 ]{}
 {}
 ","['T1566', 'T1003', 'T1001', 'T1498', 'T1490', 'T1499', 'T1574', 'T1484', 'T1048', 'T1056']","['T1566', 'T1003']","['T1499', 'T1048']","['T1499', 'T1048']",['T1014']
57975,"
 {}
 [
         ""sid"": ""57975"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": """"Exfiltration Over C2 Channel techniques involve stealing data from a compromised system and sending it to an adversary-controlled command and control server (C2). In this alert, the rule detects outbound traffic from an infected system attempting to send data over HTTP to a C2 server."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ][
         ""sid"": ""57975"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": """"Exfiltration Over C2 Channel techniques involve sending data stolen from the victim system to an adversary-controlled server or endpoint over an existing command and control channel connection."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ],
     [
         ""sid"": ""57975"",
         ""Technique ID"": ""T1132"",
         ""Technique name"": ""Data Encoding"",
         ""Quotes"": """"Data Encoding techniques involve using encryption or other encoding mechanisms to make the content of command and control traffic more difficult to detect."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ],
     [
         ""sid"": ""57975"",
         ""Technique ID"": ""T1001"",
         ""Technique name"": ""Data Obfuscation"",
         ""Quotes"": """"Data Obfuscation techniques involve modifying or altering data to make it more difficult to understand or identify."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ]
 ]","['T1056', 'T1114', 'T1140', 'T1132', 'T1041', 'T1001', 'T1566', 'T1071', 'T1021', 'T1594']","['T1071', 'T1056']","['T1041', 'T1132', 'T1001']","['T1041', 'T1505']",['T1105']
