Sid,Response,With_Limit_Prompt_Without_Competition_Without_Limit_Return,With_Limit_Prompt_Without_Competition_With_Limit_Return,With_Limit_Prompt_With_Competition_Without_Limit_Return,With_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
50098,"{
 ""Sid"": ""50098"",
 ""Technique ID"": ""T1102"",
 ""Technique Name"": ""Web Service"",
 ""Quotes"": ""\""Adversaries may use an existing, legitimate external Web service as a means for relaying data to/from a compromised system\"""",
 ""Explanation"": ""The rule triggers on an HTTP attack attempt and contains the phrase \""Welcome To Spider Shell!\"". This suggests that the rule may be detecting an attempt to use a web service to relay data to or from a compromised system.""
 }
 {
 ""Sid"": ""50098"",
 ""Technique ID"": ""T1190"",
 ""Technique Name"": ""Exploit Public-Facing Application"",
 ""Quotes"": ""\""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network\"""",
 ""Explanation"": ""The rule triggers on an HTTP attack attempt and contains the phrase \""Welcome To Spider Shell!\"". This suggests that the rule may be detecting an attempt to exploit a public-facing web application to gain initial access to a network.""
 }
 {}
 [
   {
     ""Sid"": ""50098"",
     ""Technique ID"": ""T1189"",
     ""Technique Name"": ""Drive-by Compromise"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on traffic containing \""Welcome To Spider Shell!\"", which suggests that an attacker is exploiting a vulnerability in an HTTP application to deliver malicious content to a user browsing a malicious website.""
   },
   {
     ""Sid"": ""50098"",
     ""Technique ID"": ""T1190"",
     ""Technique Name"": ""Exploit Public-Facing Application"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on traffic containing \""Welcome To Spider Shell!\"", which suggests that an attacker is exploiting a vulnerability in an HTTP application to deliver malicious content to a user browsing a malicious website.""
   }
 ]","['T1102', 'T1072', 'T1021', 'T1189', 'T1036', 'T1195', 'T1216', 'T1137', 'T1190', 'T1210', 'T1027', 'T1185', 'T1197', 'T1136', 'T1543']","['T1189', 'T1102']","['T1102', 'T1190', 'T1189']","['T1190', 'T1102']",['T1566']
37298,"
 {}
 
 [
   {
     ""Sid"": ""37298"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": [
       ""Adversaries may transfer tools or other files from an external system into a compromised environment""
     ],
     ""Explanation"": ""The rule checks for a User-Agent header containing 'wget' and a Host header containing 'hola.org', suggesting that a client is attempting to download and install Hola VPN, which could be used as a tool for bypassing network restrictions or anonymizing network traffic.""
   },
   {
     ""Sid"": ""37298"",
     ""Technique ID"": ""T1087"",
     ""Technique Name"": ""Account Discovery"",
     ""Quotes"": [
       ""Adversaries may attempt to get a listing of valid accounts, usernames, or email addresses on a system or within a compromised environment""
     ],
     ""Explanation"": ""The rule checks for a specific User-Agent header, which could indicate that an adversary is attempting to discover valid accounts on the target system by using a tool like wget to enumerate user accounts.""
   }
 ]
 
 {}
 ","['T1080', 'T1204', 'T1113', 'T1114', 'T1105', 'T1195', 'T1518', 'T1542', 'T1574', 'T1190', 'T1110', 'T1586', 'T1531', 'T1087', 'T1587']","['T1204', 'T1190']","['T1105', 'T1087']","['T1105', 'T1087']",['T1021']
44559,"
 {
   ""Sid"": ""44559"",
   ""Technique ID"": ""T1059"",
   ""Technique Name"": ""Command and Scripting Interpreter"",
   ""Quotes"": [
     ""Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries""
   ],
   ""Explanation"": ""The rule contains \""powershell\"", which is a command and scripting interpreter. Adversaries may abuse PowerShell to execute malicious code or commands on the target system.""
 }
 {
   ""Sid"": ""44559"",
   ""Technique ID"": ""T1001"",
   ""Technique Name"": ""Data Obfuscation"",
   ""Quotes"": [
     ""Adversaries may obfuscate command and control traffic to make it more difficult to detect""
   ],
   ""Explanation"": ""The rule contains \""obfuscated\"", which suggests that the traffic is obfuscated to evade detection. Adversaries may use various techniques to obfuscate command and control traffic, such as encryption or encoding.""
 }
 
 {}
 [
   {
     ""Sid"": ""44559"",
     ""Technique ID"": ""T1040"",
     ""Technique Name"": ""Network Sniffing"",
     ""Quotes"": [
       ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network""
     ],
     ""Explanation"": ""The rule uses network sniffing techniques to detect the presence of the Emotet trojan by monitoring network traffic for patterns associated with obfuscated PowerShell commands.""
   },
   {
     ""Sid"": ""44559"",
     ""Technique ID"": ""T1001"",
     ""Technique Name"": ""Data Obfuscation"",
     ""Quotes"": [
       ""Adversaries may obfuscate command and control traffic to make it more difficult to detect""
     ],
     ""Explanation"": ""The rule detects obfuscated PowerShell commands, which are a common technique used by Emotet to evade detection by security tools.""
   }
 ]","['T1078', 'T1059', 'T1011', 'T1036', 'T1518', 'T1055', 'T1563', 'T1190', 'T1203', 'T1040', 'T1087', 'T1197', 'T1001']","['T1078', 'T1059']","['T1059', 'T1001', 'T1040']","['T1001', 'T1059']",['T1059']
47462,"
 {
   ""Sid"": ""47462"",
   ""Technique ID"": ""T1176"",
   ""Technique Name"": ""Browser Extensions"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on traffic containing the string \""TSWbPrxy.exe\"", which is associated with the CTSWebProxy ActiveX control used in web browsers. This suggests that the rule is detecting an attempt to exploit a vulnerability in a browser extension to escalate privileges.""
 }
 
 {}
 
 {
   ""Sid"": ""47462"",
   ""Technique ID"": ""T1176"",
   ""Technique Name"": ""Browser Extensions"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers when a request contains the string \""TSWbPrxy.exe\"", which is a known ActiveX control for web browsers. This suggests that the attacker may be attempting to exploit a vulnerability in a web browser extension to gain privileged access to the system.""
 }
 ","['T1078', 'T1204', 'T1113', 'T1072', 'T1189', 'T1546', 'T1105', 'T1218', 'T1007', 'T1055', 'T1620', 'T1068', 'T1027', 'T1040', 'T1115', 'T1176']","['T1189', 'T1078']",['T1176'],['T1176'],['T1059']
37299,"
 [
   {
     ""Sid"": ""37299"",
     ""Technique ID"": ""T1189"",
     ""Technique Name"": ""Drive-by Compromise"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects the installation attempt of Hola VPN, which is a browser extension that allows users to access region-restricted content. Adversaries may use the Hola VPN extension to gain access to a system through a user visiting a website over the normal course of browsing.""
   },
   {
     ""Sid"": ""37299"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects the installation attempt of Hola VPN, which is a browser extension that allows users to access region-restricted content. Adversaries may use the Hola VPN browser extension to transfer tools or other files from an external system into a compromised environment.""
   }
 ]
 
 {}
 {""Sid"": ""37299"", ""Technique ID"": ""T1185"", ""Technique Name"": ""Browser Session Hijacking"", ""Quotes"": [], ""Explanation"": ""The rule triggers if the User-Agent header contains the string \\\""hola_get\\\"", which is related to Hola VPN. Hola VPN is a browser extension that allows users to bypass geo- restrictions by using a proxy server. However, Hola VPN has been known to have security vulnerabilities that could allow adversaries to hijack browser sessions and steal user credentials.""}","['T1220', 'T1047', 'T1029', 'T1489', 'T1189', 'T1568', 'T1105', 'T1518', 'T1566', 'T1211', 'T1133', 'T1498', 'T1185', 'T1071', 'T1543', 'T1132']","['T1189', 'T1071']","['T1189', 'T1105', 'T1185']","['T1189', 'T1105']",['T1021']
46065,"{""Sid"": ""46065"", ""Technique ID"": ""T1040"", ""Technique Name"": ""Network Sniffing"", ""Quotes"": [], ""Explanation"": ""The rule uses content matching to detect outbound HTTP traffic with a specific User-Agent and URI, which could be used for exfiltration or reconnaissance.""}, {""Sid"": ""46065"", ""Technique ID"": ""T1071"", ""Technique Name"": ""Application Layer Protocol"", ""Quotes"": [], ""Explanation"": ""The rule detects outbound HTTP traffic, which is an application layer protocol.""}
 {
   ""Sid"": ""46065"",
   ""Technique ID"": ""T1041"",
   ""Technique Name"": ""Exfiltration Over C2 Channel"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects outbound connections to external IP addresses on HTTP ports. The rule also identifies the presence of \""Microsoft BITS/\"" in the User-Agent header, which is commonly associated with the BITS (Background Intelligent Transfer Service) protocol. BITS is used by various malware families, including ransomware, to exfiltrate data from compromised systems over HTTP.""
 }
 
 {}
 ","['T1080', 'T1047', 'T1021', 'T1041', 'T1570', 'T1007', 'T1566', 'T1598', 'T1083', 'T1133', 'T1040', 'T1586', 'T1020', 'T1071']","['T1020', 'T1071']","['T1040', 'T1071', 'T1041']","['T1040', 'T1071']",['T1197']
43287,"
 [
   {
     ""Sid"": ""43287"",
     ""Technique ID"": ""T1083"",
     ""Technique Name"": ""File and Directory Discovery"",
     ""Quotes"": [
       ""Adversaries may enumerate files and directories or may search in specific locations of a host or network share for certain information within a file system""
     ],
     ""Explanation"": ""The rule triggers when content \""/etc/inetd.conf\"" is observed in an HTTP request, indicating an attempt to access a sensitive file containing configuration information for Internet services on the server. This technique is related to file and directory discovery because it involves adversaries attempting to gather information about files and directories on the system.""
   },
   {
     ""Sid"": ""43287"",
     ""Technique ID"": ""T1087"",
     ""Technique Name"": ""Account Discovery"",
     ""Quotes"": [
       ""Adversaries may attempt to get a listing of valid accounts, usernames, or email addresses on a system or within a compromised environment""
     ],
     ""Explanation"": ""Since the rule looks for attempts to access \""/etc/inetd.conf\"", which contains information about network services and users, triggering this rule can indicate an attempt to gather information about valid accounts or usernames on the system. This aligns with the technique of account discovery, where adversaries try to identify valid accounts for further exploitation.""
   }
 ]
 
 [
   {
     ""Sid"": ""43287"",
     ""Technique ID"": ""T1083"",
     ""Technique Name"": ""File and Directory Discovery"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers an alert when there is an attempt to access the /etc/inetd.conf file over HTTP, which could be an attempt to discover files and directories on the system.""
   },
   {
     ""Sid"": ""43287"",
     ""Technique ID"": ""T1087"",
     ""Technique Name"": ""Account Discovery"",
     ""Quotes"": [],
     ""Explanation"": ""The rule also triggers an alert when there is an attempt to access the /etc/inetd.conf file over HTTP, which could be an attempt to discover valid accounts or email addresses on the system.""
   }
 ]
 
 [
   {
     ""Sid"": ""43287"",
     ""Technique ID"": ""T1083"",
     ""Technique Name"": ""File and Directory Discovery"",
     ""Quotes"": ""/etc/inetd.conf"",
     ""Explanation"": ""The rule specifically checks for access to the /etc/inetd.conf file, which is used to configure network services on a system. This suggests that the adversary is trying to enumerate files and directories on the system, which is consistent with the T1083 technique.""
   },
   {
     ""Sid"": ""43287"",
     ""Technique ID"": ""T1087"",
     ""Technique Name"": ""Account Discovery"",
     ""Quotes"": ""SERVER-WEBAPP"",
     ""Explanation"": ""The rule triggers when an attempt is made to access the /etc/inetd.conf file from a web application server. This suggests that the adversary may be trying to gain information about valid accounts or usernames on the system, which is consistent with the T1087 technique.""
   }
 ]
 ","['T1087', 'T1018', 'T1120', 'T1083', 'T1136']","['T1087', 'T1018']","['T1083', 'T1087']","['T1083', 'T1087']",['T1087']
22033,"{""Sid"": ""22033"", ""Technique ID"": ""T1040"", ""Technique Name"": ""Network Sniffing"", ""Quotes"": [], ""Explanation"": ""The rule looks for outbound connections to external IP addresses on HTTP ports. It also looks for specific content in the HTTP URI, header, and base64-decoded data. This suggests that the rule is designed to detect malware that is communicating with a command and control server. Malware often uses network sniffing to collect information about the victim system and its environment. This information can be used to launch further attacks or to exfiltrate data.""}
 {
   ""Sid"": ""22033"",
   ""Technique ID"": ""T1497"",
   ""Technique Name"": ""Virtualization/Sandbox Evasion"",
   ""Quotes"": [],
   ""Explanation"": ""The rule checks for connections to a specific URI and User-Agent, which could be used by adversaries to detect and avoid virtualization and analysis environments.""
 }
 {}","['T1080', 'T1497', 'T1021', 'T1041', 'T1036', 'T1105', 'T1007', 'T1572', 'T1133', 'T1068', 'T1040', 'T1659', 'T1499', 'T1136', 'T1005']","['T1021', 'T1005']","['T1040', 'T1497']","['T1040', 'T1497']",['T1001']
32008,"{""Sid"": ""32008"", ""Technique ID"": ""T1566"", ""Technique Name"": ""Phishing"", ""Quotes"": [], ""Explanation"": ""The rule detects a phishing attack that uses fake Delta Ticket HTTP responses. Phishing is a common technique used by adversaries to gain access to victim systems by sending malicious messages that appear to come from a legitimate source. In this case, the phishing attack is likely being carried out via HTTP, and the rule is designed to detect and block it.""}
 {
   ""Sid"": ""32008"",
   ""Technique ID"": ""T1566"",
   ""Technique Name"": ""Phishing"",
   ""Quotes"": [
     ""Adversaries may send phishing messages to gain access to victim systems""
   ],
   ""Explanation"": ""The rule detects a phishing attack that uses a fake Delta Ticket HTTP response. Phishing is a technique commonly used by adversaries to gain access to victim systems by sending malicious messages that appear to come from a legitimate source.""
 }
 {
  ""Sid"": ""32008"",
  ""Technique ID"": ""T1566"",
  ""Technique Name"": ""Phishing"",
  ""Quotes"": [
   ""Adversaries may send phishing messages to gain access to victim systems""
  ],
  ""Explanation"": ""The rule detects a phishing attack that uses a fake Delta Ticket HTTP response to trick users into downloading and executing malware. Phishing is a technique where adversaries send fraudulent emails or messages to trick users into revealing sensitive information or taking actions that compromise their systems. In this case, the phishing attack attempts to trick users into downloading and executing a malicious executable file, likely to infect their systems with malware.""
 }","['T1566', 'T1110', 'T1557']","['T1566', 'T1110']",['T1566'],['T1566'],['T1566']
30510,"
 {
   ""Sid"": ""30510"",
   ""Technique ID"": ""T1040"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for SSLv3 heartbeat read overrun attempts, which can be used to capture information about an environment, including authentication material passed over the network.""
 }
 
 [
   {
     ""Sid"": ""30510"",
     ""Technique ID"": ""T1040"",
     ""Technique Name"": ""Network Sniffing"",
     ""Quotes"": [
       ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network""
     ],
     ""Explanation"": ""The rule looks for SSLv3 heartbeat read overrun attempts, which can be used to capture authentication material passed over the network.""
   },
   {
     ""Sid"": ""30510"",
     ""Technique ID"": ""T1016"",
     ""Technique Name"": ""System Network Configuration Discovery"",
     ""Quotes"": [
       ""Adversaries may look for details about the network configuration and settings, such as IP and/or MAC addresses, of systems they access or through information discovery of remote systems""
     ],
     ""Explanation"": ""The rule looks for attempts to establish connections on specific ports, which can be used to gather information about the network configuration of the target system.""
   }
 ]
 
 {
   ""Sid"": ""30510"",
   ""Technique ID"": ""T1040"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects an attempt to exploit a vulnerability in OpenSSL's SSLv3 heartbeat implementation, which can be used to perform network sniffing.""
 }
 ","['T1529', 'T1600', 'T1046', 'T1499', 'T1036', 'T1016', 'T1542', 'T1057', 'T1211', 'T1068', 'T1040', 'T1110', 'T1595', 'T1650', 'T1485', 'T1136']","['T1110', 'T1046']","['T1040', 'T1016']","['T1040', 'T1016']",['T1005']
1604,"
 {
   ""Sid"": ""1604"",
   ""Technique ID"": ""T1189"",
   ""Technique Name"": ""Drive-by Compromise"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on a HTTP request to port 4080, with a request containing the string \""/../../\"". This could be an attempt to exploit a directory traversal vulnerability on a web server, which could allow an attacker to access files outside of the web root directory.""
 }
 {""Sid"": ""1604"", ""Technique ID"": ""T1102"", ""Technique Name"": ""Web Service"", ""Quotes"": [], ""Explanation"": ""The rule detects attempts to access files outside of the web server's root directory using the iChat directory traversal technique. This technique involves using a web service to access files on a remote system.""}
 {
   ""Sid"": ""1604"",
   ""Technique ID"": ""T1189"",
   ""Technique Name"": ""Drive-by Compromise"",
   ""Quotes"": [],
   ""Explanation"": ""The IDS rule triggers on an attempt to access a file located in a directory called \\\""iChat\\\"" through a web application on port 4080. An adversary could exploit a vulnerability in the web application to gain access to the system. This technique is relevant because it describes a technique where an adversary gains access to a system through a user visiting a website.""
 }
 ","['T1102', 'T1080', 'T1113', 'T1189', 'T1105', 'T1036', 'T1195', 'T1137', 'T1012', 'T1190', 'T1203', 'T1112', 'T1110', 'T1134']","['T1189', 'T1102']","['T1189', 'T1102']","['T1189', 'T1102']",['T1567']
48402,"
 {}
 
 {
   ""Sid"": ""48402"",
   ""Technique ID"": ""T1040"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [],
   ""Explanation"": ""The rule uses the content match `GET / HTTP/1.1` to identify HTTP traffic. Adversaries may use network sniffing to capture network traffic, including HTTP traffic, to gather information about an environment, including authentication material passed over the network.""
 }
 
 {}
 ","['T1529', 'T1021', 'T1484', 'T1105', 'T1569', 'T1007', 'T1566', 'T1090', 'T1133', 'T1040', 'T1027', 'T1659', 'T1071', 'T1557', 'T1005', 'T1048']","['T1071', 'T1021']",['T1040'],['T1040'],['T1041']
1443,"
 [
   {
     ""Sid"": ""1443"",
     ""Technique ID"": ""T1111"",
     ""Technique Name"": ""Data Exfiltration"",
     ""Quotes"": [
       ""Adversaries may exfiltrate data over common protocols like HTTP, FTP, or SMTP""
     ],
     ""Explanation"": ""The rule looks for GET passwd requests over TFTP, which could be an attempt to exfiltrate password data from a system.""
   },
   {
     ""Sid"": ""1443"",
     ""Technique ID"": ""T1048"",
     ""Technique Name"": ""Exfiltration Over Network Share"",
     ""Quotes"": [
       ""Adversaries may exfiltrate data over file shares"",
       ""Adversaries may exfiltrate data over SMB/CIFS shares""
     ],
     ""Explanation"": ""TFTP is a file transfer protocol that can be used to exfiltrate data over a network. The rule looks for GET passwd requests over TFTP, which could be an attempt to exfiltrate password data from a system.""
   }
 ]
 
 {
   ""Sid"": ""1443"",
   ""Technique ID"": ""T1011"",
   ""Technique Name"": ""Exfiltration Over Other Network Medium"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects the use of TFTP protocol to transfer a file named \""passwd\"" from a server to a client, this suggests that an adversary is attempting to exfiltrate password data from the target system over the network using a non-standard protocol.""
 }
 {}","['T1550', 'T1091', 'T1011', 'T1114', 'T1036', 'T1049', 'T1007', 'T1003', 'T1211', 'T1008', 'T1571', 'T1115', 'T1059', 'T1005']","['T1003', 'T1571']","['T1111', 'T1048', 'T1011']","['T1111', 'T1048']",['T1213']
54793,"
 [
   {
     ""Sid"": ""54793"",
     ""Technique ID"": ""T1040"",
     ""Technique Name"": ""Network Sniffing"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers an alert when it detects a connection attempt to a known malware CNC. The alert contains information about the connection, such as the destination IP address and port, as well as the content of the connection. This information can be used to investigate the malware and determine its purpose.""
   },
   {
     ""Sid"": ""54793"",
     ""Technique ID"": ""T1659"",
     ""Technique Name"": ""Content Injection"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers an alert when it detects a connection attempt to a known malware CNC. The alert contains information about the connection, such as the destination IP address and port, as well as the content of the connection. This information can be used to investigate the malware and determine its purpose.""
   }
 ]
 [
   {
     ""Sid"": ""54793"",
     ""Technique ID"": ""T1040"",
     ""Technique Name"": ""Network Sniffing"",
     ""Quotes"": [
       ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network""
     ],
     ""Explanation"": ""The rule detects an inbound connection attempt to a known malware CNC (Command and Control) server. The content of the connection is sniffed and analyzed to identify malicious activity. This technique is used by adversaries to capture network traffic and extract sensitive information, such as credentials or other data, that can be used to compromise systems or steal data.""
   },
   {
     ""Sid"": ""54793"",
     ""Technique ID"": ""T1659"",
     ""Technique Name"": ""Content Injection"",
     ""Quotes"": [
       ""Adversaries may gain access and continuously communicate with victims by injecting malicious content into systems through online network traffic""
     ],
     ""Explanation"": ""The rule detects an inbound connection attempt to a known malware CNC (Command and Control) server. The content of the connection is sniffed and analyzed to identify malicious activity. This technique is used by adversaries to inject malicious content into systems through online network traffic. The injected content can be used to compromise systems or steal data.""
   }
 ]
 [
   {
     ""Sid"": ""54793"",
     ""Technique ID"": ""T1496"",
     ""Technique Name"": ""Resource Hijacking"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an inbound connection to a Unix malware CNC, indicating that the malware is attempting to establish a connection to its command and control server. This connection could be used to download additional malware, exfiltrate data, or execute commands on the compromised system. By leveraging the resources of the compromised system, the adversary can complete resource-intensive tasks that may impact system and/or hosted service availability.""
   },
   {
     ""Sid"": ""54793"",
     ""Technique ID"": ""T1197"",
     ""Technique Name"": ""BITS Jobs"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an inbound connection to a Unix malware CNC, indicating that the malware is attempting to establish a connection to its command and control server. This connection could be used to download additional malware, exfiltrate data, or execute commands on the compromised system. BITS (Background Intelligent Transfer Service) jobs can be abused to persistently execute code and perform various background tasks, which could be used by the malware to maintain persistence on the compromised system.""
   }
 ]
 ","['T1080', 'T1072', 'T1496', 'T1114', 'T1568', 'T1070', 'T1614', 'T1049', 'T1012', 'T1055', 'T1133', 'T1210', 'T1104', 'T1040', 'T1059', 'T1659', 'T1197', 'T1136', 'T1543']","['T1070', 'T1059']","['T1040', 'T1659', 'T1496', 'T1197']","['T1040', 'T1659']",['T1094']
18434,"
 {}
 {
 ""Sid"": 18434,
 ""Technique ID"": ""T1203"",
 ""Technique Name"": ""Exploitation for Client Execution"",
 ""Quotes"": [],
 ""Explanation"": ""The rule triggers when a particular exploit is executed against the Adobe Acrobat Reader plugin on a host. The plugin is a client application that can be targeted to execute malicious code.""
 }
 {
 ""Sid"": 18434,
 ""Technique ID"": ""T1110"",
 ""Technique Name"": ""Brute Force"",
 ""Quotes"": [],
 ""Explanation"": ""The rule matches a pattern indicating an attempt to exploit a vulnerability in the Adobe Acrobat Reader plugin to load a malicious DLL. This can be achieved through brute-force techniques.""
 }
 {
   ""Rules"": [
     {
       ""Sid"": ""18434"",
       ""Technique ID"": ""T1203"",
       ""Technique Name"": ""Exploitation for Client Execution"",
       ""Quotes"": [],
       ""Explanation"": ""The rule detects an exploit attempt against the Adobe Acrobat Reader plugin ace.dll, which could allow an attacker to execute arbitrary code on a victim's system.""
     },
     {
       ""Sid"": ""18434"",
       ""Technique ID"": ""T1110"",
       ""Technique Name"": ""Brute Force"",
       ""Quotes"": [],
       ""Explanation"": ""The rule also detects a brute force attempt against the SMB service (ports 139 and 445), which could allow an attacker to gain access to an account on the victim's system.""
     }
   ]
 }
 ","['T1102', 'T1029', 'T1053', 'T1114', 'T1048', 'T1591', 'T1608', 'T1007', 'T1110', 'T1203', 'T1211', 'T1095', 'T1112', 'T1059', 'T1197', 'T1140', 'T1005']","['T1102', 'T1059']","['T1203', 'T1110']","['T1203', 'T1110']",['T1574']
1444,"[
   {
     ""Sid"": ""1444"",
     ""Technique ID"": ""T1040"",
     ""Technique Name"": ""Network Sniffing"",
     ""Quotes"": [
       ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network""
     ],
     ""Explanation"": ""The rule is looking for TFTP traffic, which could be used to exfiltrate data or sniff network traffic.""
   },
   {
     ""Sid"": ""1444"",
     ""Technique ID"": ""T1048"",
     ""Technique Name"": ""Exfiltration Over Alternative Protocol"",
     ""Quotes"": [
       ""Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel""
     ],
     ""Explanation"": ""The rule is looking for TFTP traffic, which could be used to exfiltrate data over an alternative protocol.""
   }
 ]
 {
   ""Sid"": ""1444"",
   ""Technique ID"": ""T1040"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [],
   ""Explanation"": ""Sniffing traffic on port 69, which is used by TFTP, could indicate an attempt to gather information about the network.""
 }
 
 {}
 ","['T1047', 'T1102', 'T1021', 'T1018', 'T1114', 'T1048', 'T1056', 'T1105', 'T1569', 'T1572', 'T1055', 'T1210', 'T1040', 'T1095', 'T1110', 'T1659', 'T1010', 'T1132', 'T1001']","['T1047', 'T1102']","['T1040', 'T1048']","['T1040', 'T1048']",['T1213']
42340,"
 [
   {
     ""Sid"": ""42340"",
     ""Technique ID"": ""T1040"",
     ""Technique Name"": ""Network Sniffing"",
     ""Quotes"": [
       ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network""
     ],
     ""Explanation"": ""The rule looks for SMB traffic with a null session, which is often used by attackers to sniff network traffic and capture authentication material.""
   }
 ]
 {""Sid"":""42340"", ""Technique ID"":""T1040"", ""Technique Name"":""Network Sniffing"", ""Quotes"": [""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network""], ""Explanation"":""The IDS rule detects and alerts on attempts to access Microsoft Windows SMB anonymous session IPC share. Network sniffing techniques can be used to capture and analyze network traffic, potentially capturing authentication material or other sensitive information passing over the network. This technique is relevant because sniffing network traffic can be used to gain access to sensitive information that would be otherwise inaccessible through traditional methods.""}
 {
   ""Sid"": ""42340"",
   ""Technique ID"": ""T1049"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [
     ""\""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network\""""
   ],
   ""Explanation"": ""The rule is about detecting SMB anonymous session IPC share access attempt, sniffing the network should capture the information needed to do this.""
 }
 ",['T1040'],['T1040'],"['T1040', 'T1049']","['T1040', 'T1049']",['T1189']
4236,"
 {
   ""Sid"": ""4236"",
   ""Technique ID"": ""T1176"",
   ""Technique Name"": ""Browser Extensions"",
   ""Quotes"": ""Adversaries may abuse Internet browser extensions to establish persistent access to victim systems"",
   ""Explanation"": ""The rule detects an attempt to access the Microsoft Internet Explorer WMI ASDI Extension ActiveX object, which can be used by browser extensions to gain persistent access to a victim system.""
 }
 [
   {
     ""Sid"": ""4236"",
     ""Technique ID"": ""T1176"",
     ""Technique Name"": ""Browser Extensions"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects access to the Microsoft Internet Explorer WMI ASDI Extension ActiveX object, which can be abused by adversaries to establish persistent access to victim systems.""
   },
   {
     ""Sid"": ""4236"",
     ""Technique ID"": ""T1029"",
     ""Technique Name"": ""Scheduled Transfer"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects file data with a specific pattern, which could indicate an attempt by an adversary to schedule data exfiltration to be performed only at certain times of day or at certain intervals.""
   }
 ]{""Sid"": ""4236"", ""Technique ID"": ""T1176"", ""Technique Name"": ""Browser Extensions"", ""Quotes"": ""Adversaries may abuse Internet browser extensions to establish persistent access to victim systems"", ""Explanation"": ""The rule is related to Microsoft Internet Explorer WMI ASDI Extension ActiveX object access. Adversaries may use browser extensions to gain persistent access to victim systems.""}, {""Sid"": ""4236"", ""Technique ID"": ""T1185"", ""Technique Name"": ""Browser Session Hijacking"", ""Quotes"": ""Adversaries may take advantage of security vulnerabilities and inherent functionality in browser software to change content, modify user-behaviors, and intercept information as part of various browser session hijacking techniques"", ""Explanation"": ""The rule is related to Microsoft Internet Explorer WMI ASDI Extension ActiveX object access. Adversaries may use browser session hijacking techniques to compromise user sessions.""}","['T1124', 'T1113', 'T1029', 'T1189', 'T1041', 'T1036', 'T1105', 'T1518', 'T1003', 'T1055', 'T1203', 'T1211', 'T1111', 'T1040', 'T1185', 'T1176', 'T1132']","['T1189', 'T1003']","['T1176', 'T1029', 'T1185']","['T1176', 'T1029']",['T1047']
