Sid,Response,Without_Limit_Prompt_Without_Competition_Without_Limit_Return,Without_Limit_Prompt_Without_Competition_With_Limit_Return,Without_Limit_Prompt_With_Competition_Without_Limit_Return,Without_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
35110,"
 [
   {
     ""Sid"": ""35110"",
     ""Technique ID"": ""T1190"",
     ""Technique Name"": ""Exploit Public-Facing Application"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an exploit kit that targets public-facing web applications. This technique is commonly used by adversaries to gain initial access to a network.""
   },
   {
     ""Sid"": ""35110"",
     ""Technique ID"": ""T1197"",
     ""Technique Name"": ""BITS Jobs"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an exploit kit that uses BITS jobs to execute code and perform tasks in the background. This technique is commonly used by adversaries to maintain persistence on a system.""
   }
 ]
 
 {""Sid"": ""35110"", ""Technique ID"": ""T1190"", ""Technique Name"": ""Exploit Public-Facing Application"", ""Quotes"": [], ""Explanation"": ""The rule is triggering on an attack that is exploiting an SMTP server. This technique is related to the rule because it involves exploiting a weakness in an Internet-facing host or system, which is what an SMTP server is.""}
 {""Sid"": ""35110"", ""Technique ID"": ""T1190"", ""Technique Name"": ""Exploit Public-Facing Application"", ""Quotes"": [], ""Explanation"": ""The rule is looking for an exploit kit that targets public-facing SMTP servers. This type of attack is often used to gain initial access to a network.""}","['T1047', 'T1072', 'T1189', 'T1105', 'T1195', 'T1007', 'T1033', 'T1049', 'T1082', 'T1120', 'T1190', 'T1104', 'T1659', 'T1197', 'T1001']","['T1189', 'T1047']","['T1190', 'T1197']","['T1190', 'T1197']",['T1027']
28931,"{
   ""Sid"": ""28931"",
   ""Technique ID"": ""T1185"",
   ""Technique Name"": ""Browser Session Hijacking"",
   ""Quotes"": [
     """"
   ],
   ""Explanation"": ""The rule detects a potential attempt to load a CHM file using Microsoft Internet Explorer, which could be an indication of browser session hijacking.""
 }
 [
   {
     ""Sid"": ""28931"",
     ""Technique ID"": ""T1185"",
     ""Technique Name"": ""Browser Session Hijacking"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects attempts to load CHM files in Internet Explorer, which is related to browser session hijacking techniques.""
   }
 ]
 
 {}
 ","['T1080', 'T1113', 'T1189', 'T1105', 'T1195', 'T1542', 'T1190', 'T1112', 'T1185', 'T1123', 'T1132']","['T1189', 'T1190']",['T1185'],['T1185'],['T1218']
44689,"{
   ""Sid"": ""44689"",
   ""Technique ID"": ""T1189"",
   ""Technique Name"": ""Drive-by Compromise"",
   ""Quotes"": [],
   ""Explanation"": ""The rule checks for a connection to an external IP address on a port commonly used by HTTP, and it checks for a specific URI that is associated with a known malware variant. This suggests that the IDS rule is designed to detect malicious traffic that could lead to a drive-by compromise, where a user is tricked into visiting a website that exploits a vulnerability in their browser or operating system to install malware on their system.""
 }
 {}
 
 {}
 ","['T1080', 'T1129', 'T1189', 'T1105', 'T1569', 'T1566', 'T1190', 'T1040', 'T1659', 'T1132']","['T1189', 'T1566']",['T1189'],['T1189'],['T1071']
37313,"
 {
   ""Sid"": ""37313"",
   ""Technique ID"": ""T1048"",
   ""Technique Name"": ""Exfiltration Over Alternative Protocol"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects an attempt to exfiltrate data using an alternative protocol, which is a technique commonly used by adversaries to evade detection.""
 }
 
 [
   {
     ""Sid"": ""37313"",
     ""Technique ID"": ""T1048"",
     ""Technique Name"": ""Exfiltration Over Alternative Protocol"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects attempts to exfiltrate data over SMTP, which is an alternative protocol to the typical HTTP or FTP used for data exfiltration.""
   }
 ]
 
 [
   {
     ""Sid"": ""37313"",
     ""Technique ID"": ""T1048"",
     ""Technique Name"": ""Exfiltration Over Alternative Protocol"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects exfiltration over SMTP, which is an alternative protocol to the usual HTTP or FTP.""
   }
 ]
 ","['T1102', 'T1014', 'T1048', 'T1564', 'T1070', 'T1049', 'T1588', 'T1120', 'T1055', 'T1090', 'T1012', 'T1083', 'T1187', 'T1556', 'T1040', 'T1110', 'T1546', 'T1071', 'T1020']","['T1071', 'T1020']",['T1048'],['T1048'],['T1020']
49529,"
 {
   ""Sid"": ""49529"",
   ""Technique ID"": ""T1105"",
   ""Technique Name"": ""Ingress Tool Transfer"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for the traffic that contains file data and the string \""poisoners.NBTNS\"". This indicates that the traffic may be attempting to transfer a tool or file from an external system into a compromised environment.""
 }
 
 {
   ""Sid"": ""49529"",
   ""Technique ID"": ""T1104"",
   ""Technique Name"": ""Multi-Stage Channels"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for a specific payload related to poisoners and NBTNS which can be a second stage to gain access to a system.""
 }
 
 {}
 ","['T1080', 'T1505', 'T1561', 'T1105', 'T1518', 'T1003', 'T1137', 'T1190', 'T1104', 'T1040', 'T1027', 'T1571', 'T1185', 'T1037', 'T1136']","['T1505', 'T1003']","['T1105', 'T1104']","['T1105', 'T1104']",['T1187']
40811,"
 {
   ""Sid"": ""40811"",
   ""Technique ID"": ""T1499"",
   ""Technique Name"": ""Endpoint Denial of Service"",
   ""Quotes"": [
     ""Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users""
   ],
   ""Explanation"": ""The rule detects and blocks NTP origin timestamp denial of service attempts, which can be used to degrade or block the availability of NTP services.""
 }
 
 {
   ""Sid"": ""40811"",
   ""Technique ID"": ""T1499"",
   ""Technique Name"": ""Endpoint Denial of Service"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects an attempt to perform a DoS attack on an NTP server by sending a large number of NTP packets with a spoofed source IP address. This can cause the NTP server to become unresponsive, resulting in a denial of service to legitimate clients.""
 }
 
 {}
 ","['T1497', 'T1496', 'T1499', 'T1036', 'T1498', 'T1588', 'T1210', 'T1659', 'T1548', 'T1491']",[],['T1499'],['T1499'],['T1547']
23985,"
 [
   {
     ""Sid"": ""23985"",
     ""Technique ID"": ""T1176"",
     ""Technique Name"": ""Browser Extensions"",
     ""Quotes"": [
       ""Adversaries may abuse Internet browser extensions to establish persistent access to victim systems""
     ],
     ""Explanation"": ""The rule triggers based on specific patterns in HTTP traffic, which may indicate an attempt to exploit a vulnerability in the Apple QuickTime plugin.""
   }
 ]
 
 [
   {
     ""Sid"": ""23985"",
     ""Technique ID"": ""T1176"",
     ""Technique Name"": ""Browser Extensions"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on attempts to exploit a buffer overflow vulnerability in the Apple Quicktime plugin. Adversaries may abuse Internet browser extensions to establish persistent access to victim systems, which could include exploiting vulnerabilities in browser extensions.""
   }
 ]
 
 [
   {
     ""Sid"": ""23985"",
     ""Technique ID"": ""T1176"",
     ""Technique Name"": ""Browser Extensions"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an attempt to exploit a buffer overflow vulnerability in the Apple Quicktime plugin. Browser extensions can be used to gain persistent access to victim systems, which could allow an attacker to execute malicious code or steal sensitive information.""
   }
 ]
 ","['T1220', 'T1113', 'T1189', 'T1591', 'T1195', 'T1082', 'T1049', 'T1190', 'T1040', 'T1110', 'T1176', 'T1136', 'T1543', 'T1565', 'T1001', 'T1074', 'T1622', 'T1610']","['T1189', 'T1220']",['T1176'],['T1176'],['T1176']
60401,"{""Sid"": ""60401"", ""Technique ID"": ""T1104"", ""Technique Name"": ""Multi-Stage Channels"", ""Quotes"": [], ""Explanation"": ""The rule detects PHP webshell activity, which could be used to establish a multi-stage C2 channel.""}
 {
   ""Sid"": ""60401"",
   ""Technique ID"": ""T1104"",
   ""Technique Name"": ""Multi-Stage Channels"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers when PHP web shell command execution is attempted by matching the content of the HTTP packet. PHP web shell allows an attacker to execute arbitrary commands on a web server, which is a multi-stage channel for command and control.""
 }
 
 {}
 ","['T1047', 'T1113', 'T1189', 'T1105', 'T1195', 'T1566', 'T1498', 'T1104', 'T1185', 'T1197']","['T1189', 'T1047']",['T1104'],['T1104'],['T1505']
56601,"{
   ""Sid"": ""56601"",
   ""Technique ID"": ""T1105"",
   ""Technique Name"": ""Ingress Tool Transfer"",
   ""Quotes"": [
     ""Adversaries may transfer tools or other files from an external system into a compromised environment"",
     ""|01 00 01 00 00 02 01 44 00 3B|""
   ],
   ""Explanation"": ""The rule detects an attempt to download a malicious payload from an external server. This is consistent with the T1105 technique, in which adversaries transfer tools or files into a compromised environment.""
 }
 [
   {
     ""Sid"": ""56601"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": [
       ""Adversaries may transfer tools or other files from an external system into a compromised environment""
     ],
     ""Explanation"": ""The rule detects an HTTP request that contains a malicious GIF image. The image data contains a sequence of bytes that are consistent with the Win.Backdoor.CSBundle_Original stager 2. This stager is used to download and execute a payload from a remote server. The rule indicates that the adversary is attempting to transfer a malicious tool into the compromised environment.""
   },
   {
     ""Sid"": ""56601"",
     ""Technique ID"": ""T1068"",
     ""Technique Name"": ""Exploitation for Privilege Escalation"",
     ""Quotes"": [
       ""Adversaries may exploit software vulnerabilities in an attempt to elevate privileges""
     ],
     ""Explanation"": ""The rule detects an attempt to exploit a vulnerability in a web server to gain elevated privileges. The attacker is using the Win.Backdoor.CSBundle_Original stager 2 to download and execute a payload that will allow them to escalate privileges on the target system.""
   },
   {
     ""Sid"": ""56601"",
     ""Technique ID"": ""T1210"",
     ""Technique Name"": ""Exploitation of Remote Services"",
     ""Quotes"": [
       ""Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network""
     ],
     ""Explanation"": ""The rule detects an attempt to exploit a vulnerability in a web server that is exposed to the internet. The attacker is using the Win.Backdoor.CSBundle_Original stager 2 to download and execute a payload that will allow them to gain unauthorized access to the internal systems of the network.""
   }
 ]
 {""Sid"": ""56601"", ""Technique ID"": ""T1029"", ""Technique Name"": ""Scheduled Transfer"", ""Quotes"": [], ""Explanation"": ""The rule looks for a pattern in HTTP traffic that is consistent with the Win.Backdoor.CSBundle malware attempting to download a second stage payload. The malware typically uses a scheduled task to download and execute the second stage payload at a specific time or interval, which is consistent with the T1029 technique.""}","['T1080', 'T1204', 'T1497', 'T1029', 'T1114', 'T1564', 'T1105', 'T1518', 'T1137', 'T1495', 'T1068', 'T1211', 'T1210', 'T1203', 'T1190', 'T1040', 'T1659', 'T1595', 'T1140', 'T1555']","['T1204', 'T1190']","['T1105', 'T1068', 'T1210', 'T1029']","['T1105', 'T1505']",['T1043']
50277,"
 {}
 {""Sid"": ""50277"", ""Technique ID"": ""T1189"", ""Technique Name"": ""Drive-by Compromise"", ""Quotes"": [], ""Explanation"": ""This rule detects a webshell inbound request attempt, which could be used by an adversary to gain access to a system through a user visiting a website over the normal course of browsing.""}
 {
   ""Sid"": ""50277"",
   ""Technique ID"": ""T1189"",
   ""Technique Name"": ""Drive-by Compromise"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers when an HTTP request is made to a webshell that is typically used for drive-by attacks.""
 }
 ","['T1078', 'T1220', 'T1189', 'T1105', 'T1195', 'T1190', 'T1104', 'T1106', 'T1526', 'T1197', 'T1132', 'T1005', 'T1610']","['T1189', 'T1078']",['T1189'],['T1189'],['T1071']
59948,"
 {}
 {
   ""Sid"": ""59948"",
   ""Technique ID"": ""T1114"",
   ""Technique Name"": ""Email Collection"",
   ""Quotes"": [],
   ""Explanation"": ""The rule is looking for OGNL expressions in HTTP traffic, which could be used to inject malicious code into a web application. This technique is often used to steal sensitive information, such as email addresses, from the web application.""
 }
 {
   ""Sid"": ""59948"",
   ""Technique ID"": ""T1018"",
   ""Technique Name"": ""Remote System Discovery"",
   ""Quotes"": [],
   ""Explanation"": ""The rule checks for an attempt to exploit a remote system by identifying a vulnerability in the OGNL expression injection in Atlassian Confluence. This technique is used to identify potential targets within the network.""
 }
 ","['T1102', 'T1047', 'T1018', 'T1114', 'T1574', 'T1105', 'T1518', 'T1190', 'T1112', 'T1110', 'T1134', 'T1132']","['T1102', 'T1047']","['T1114', 'T1018']","['T1114', 'T1018']",['T1190']
30512,"{}JSON
 {
   ""Sid"": ""30512"",
   ""Technique ID"": ""T1040"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [],
   ""Explanation"": ""The rule uses content inspection to detect an OpenSSL TLSv1.1 heartbeat read overrun attempt, which is a technique that can be used to sniff network traffic and capture information about an environment, including authentication material passed over the network.""
 }
 
 {}
 ","['T1529', 'T1046', 'T1018', 'T1114', 'T1036', 'T1007', 'T1012', 'T1620', 'T1222', 'T1040', 'T1580', 'T1071', 'T1132']","['T1071', 'T1018']",['T1040'],['T1040'],['T1123']
59092,"{
  ""Sid"": ""59092"",
  ""Technique ID"": ""T1059"",
  ""Technique Name"": ""Command and Scripting Interpreter"",
  ""Quotes"": ""Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries"",
  ""Explanation"": ""The rule looks for the PHP web shell, which is a script that can be executed on a web server. This technique is related to the rule because it describes how adversaries can use scripting interpreters to execute malicious code.""
 }{
   ""Sid"": ""59092"",
   ""Technique ID"": ""T1105"",
   ""Technique Name"": ""Ingress Tool Transfer"",
   ""Quotes"": [
     ""Adversaries may transfer tools or other files from an external system into a compromised environment""
   ],
   ""Explanation"": ""The rule detects an attempt to download a PHP webshell, which is a tool that can be used by an adversary to gain remote access to a system. This technique is often used by adversaries to establish a foothold in a network and is related to the rule because it involves transferring a malicious file from an external system into a compromised environment.""
 }{""Sid"": ""59092"", ""Technique ID"": ""T1105"", ""Technique Name"": ""Ingress Tool Transfer"", ""Quotes"": [], ""Explanation"": ""The rule detects attempts to download a PHP webshell, which is a malicious script that can be used to execute commands and control a system. Ingress Tool Transfer is the technique of transferring tools or other files from an external system into a compromised environment, which is exactly what the rule is detecting.""}","['T1080', 'T1129', 'T1114', 'T1105', 'T1036', 'T1190', 'T1203', 'T1040', 'T1059', 'T1176', 'T1485']","['T1190', 'T1059']","['T1059', 'T1105']","['T1059', 'T1105']",['T1505']
39734,"{
   ""Sid"": ""39734"",
   ""Technique ID"": ""T1105"",
   ""Technique Name"": ""Ingress Tool Transfer"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects an outbound connection to a URL containing \""/plugin.xtr\"". This suggests that a Trojan is attempting to transfer a malicious plugin or tool to the external network.""
 }
 [
   {
     ""Sid"": ""39734"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects outbound connections to external hosts on HTTP ports with a specific URI, which could indicate an attempt to transfer malicious tools or files into the environment.""
   }
 ]
 {""Sid"": ""39734"", ""Technique ID"": ""T1105"", ""Technique Name"": ""Ingress Tool Transfer"", ""Quotes"": [], ""Explanation"": ""The rule detects outbound connections to external IP addresses on HTTP ports with a specific URI (/plugin.xtr). This suggests that an attacker may be attempting to transfer a malicious tool or payload into the compromised environment.""}","['T1078', 'T1129', 'T1114', 'T1105', 'T1110', 'T1190', 'T1539', 'T1012', 'T1571', 'T1125', 'T1020']","['T1020', 'T1078']",['T1105'],['T1105'],['T1176']
1142,"
 [
   {
     ""Sid"": ""1142"",
     ""Technique ID"": ""T1036"",
     ""Technique Name"": ""Masquerading"",
     ""Quotes"": [],
     ""Explanation"": ""The rule is looking for attempts to access a specific URL, which could be an attempt by an adversary to masquerade as a legitimate user or application to gain access to the system.""
   },
   {
     ""Sid"": ""1142"",
     ""Technique ID"": ""T1046"",
     ""Technique Name"": ""Network Service Discovery"",
     ""Quotes"": [],
     ""Explanation"": ""The rule is looking for attempts to access a specific port, which could be an attempt by an adversary to discover services running on the system.""
   },
   {
     ""Sid"": ""1142"",
     ""Technique ID"": ""T1083"",
     ""Technique Name"": ""File and Directory Discovery"",
     ""Quotes"": [],
     ""Explanation"": ""The rule is looking for attempts to access a specific file or directory, which could be an attempt by an adversary to enumerate files and directories on the system.""
   },
   {
     ""Sid"": ""1142"",
     ""Technique ID"": ""T1595"",
     ""Technique Name"": ""Active Scanning"",
     ""Quotes"": [],
     ""Explanation"": ""The rule is looking for attempts to access a specific URL, which could be an attempt by an adversary to perform active reconnaissance on the system.""
   }
 ]
 
 [
   {
     ""Sid"": ""1142"",
     ""Technique ID"": ""T1083"",
     ""Technique Name"": ""File and Directory Discovery"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for attempts to access a specific file path, suggesting that the adversary is trying to gather information about the system by enumerating files and directories.""
   },
   {
     ""Sid"": ""1142"",
     ""Technique ID"": ""T1005"",
     ""Technique Name"": ""Data from Local System"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for attempts to access a specific file path, suggesting that the adversary is trying to gather information about the system by searching local system sources for files of interest.""
   }
 ]
 
 {}
 ","['T1497', 'T1018', 'T1114', 'T1036', 'T1007', 'T1566', 'T1083', 'T1046', 'T1110', 'T1595', 'T1005']","['T1566', 'T1005']","['T1036', 'T1046', 'T1083', 'T1595', 'T1005']","['T1083', 'T1505']",['T1074']
2056,"
 {
   ""Sid"": ""2056"",
   ""Technique ID"": ""T1113"",
   ""Technique Name"": ""Screen Capture"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on a TRACE request, which can be used to gather information about the web server, including its configuration and installed software. This information could be used to identify vulnerabilities that could be exploited to gain access to the server.""
 }
 
 {
   ""Sid"": ""2056"",
   ""Technique ID"": ""T1136"",
   ""Technique Name"": ""Create Account"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for TRACE attempts on HTTP ports, which could be used to create an account on the server.""
 }
 
 {
   ""Sid"": ""2056"",
   ""Technique ID"": ""T1118"",
   ""Technique Name"": ""Web Service Attack"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects TRACE requests, which can be used for web service attacks.""
 }
 ","['T1124', 'T1113', 'T1114', 'T1036', 'T1007', 'T1588', 'T1190', 'T1203', 'T1212', 'T1104', 'T1185', 'T1197', 'T1136', 'T1001']","['T1190', 'T1001']","['T1113', 'T1136', 'T1118']","['T1113', 'T1136']",['T1078']
24094,"
 {}
 
 {
   ""Sid"": ""24094"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects Teamviewer control server ping, which is used to exploit public-facing applications.""
 }
 
 {
   ""Sid"": ""24094"",
   ""Technique ID"": ""T1040"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [],
   ""Explanation"": ""The rule is detecting Teamviewer control server pings over UDP port 53. Teamviewer is a remote desktop software that can be used for legitimate purposes, but it can also be abused for malicious activities such as data exfiltration or remote control of systems. By sniffing network traffic, adversaries can capture authentication material passed over the network, which can be used for lateral movement or other malicious activities.""
 }
 ","['T1047', 'T1018', 'T1114', 'T1105', 'T1528', 'T1620', 'T1190', 'T1040', 'T1659', 'T1098', 'T1557', 'T1132']","['T1047', 'T1190']","['T1190', 'T1040']","['T1190', 'T1040']",['T1219']
1603,"
 {
   ""Sid"": ""1603"",
   ""Technique ID"": ""T1110"",
   ""Technique Name"": ""Brute Force"",
   ""Quotes"": null,
   ""Explanation"": ""The rule appears to be related to detecting attempts to exploit a weakness in a web application using brute force techniques.""
 }
 
 {
   ""Sid"": ""1603"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on DELETE requests to HTTP servers on external IP addresses that are exposed to the Internet. This rule may indicate an attempt by an adversary to exploit a vulnerability in a public-facing web application or service. The goal may be to gain initial access to the network.""
 }
 
 {}
 ","['T1102', 'T1113', 'T1041', 'T1195', 'T1542', 'T1190', 'T1111', 'T1110', 'T1119', 'T1491']","['T1102', 'T1190']","['T1110', 'T1190']","['T1110', 'T1190']",['T1592']
56600,"
 {}
 
 {
   ""Sid"": ""56600"",
   ""Technique ID"": ""T1071"",
   ""Technique Name"": ""Application Layer Protocol"",
   ""Quotes"": [],
   ""Explanation"": ""The rule matches HTTP traffic, which is an application layer protocol.""
 }
 {}","['T1078', 'T1129', 'T1114', 'T1490', 'T1534', 'T1105', 'T1564', 'T1559', 'T1202', 'T1570', 'T1036', 'T1195', 'T1216', 'T1566', 'T1598', 'T1090', 'T1133', 'T1592', 'T1104', 'T1040', 'T1095', 'T1571', 'T1659', 'T1071', 'T1119', 'T1132']","['T1071', 'T1078']",['T1071'],['T1071'],['T1043']
29790,"{""Sid"":""29790"", ""Technique ID"":""T1176"", ""Technique Name"":""Browser Extensions"", ""Quotes"":""Adversaries may abuse Internet browser extensions to establish persistent access to victim systems"", ""Explanation"":""The rule triggers when a client attempts to download an XPI file, which is an extension for Mozilla Firefox, from a remote server. This behavior is consistent with T1176, which involves adversaries using browser extensions to gain persistent access to victim systems.""}{
   ""Sid"": ""29790"",
   ""Technique ID"": ""T1176"",
   ""Technique Name"": ""Browser Extensions"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on HTTP traffic containing the URI \""/l/af_l_addon.xpi\"". This URI is associated with the installation of browser extensions, indicating that the rule may be detecting an attempt to install a malicious browser extension.""
 }
 {
   ""Sid"": ""29790"",
   ""Technique ID"": ""T1176"",
   ""Technique Name"": ""Browser Extensions"",
   ""Quotes"": [
     ""Adversaries may abuse Internet browser extensions to establish persistent access to victim systems""
   ],
   ""Explanation"": ""The rule triggers on traffic containing the string \""/l/af_l_addon.xpi\"", which is associated with the Win.Trojan.Careto malware. This malware is known to use browser extensions to establish persistent access to victim systems. Therefore, the T1176 technique is relevant to this rule.""
 }
 ",['T1176'],['T1176'],['T1176'],['T1176'],['T1176']
56598,"
 [
   {
     ""Sid"": ""56598"",
     ""Technique ID"": ""T1104"",
     ""Technique Name"": ""Multi-Stage Channels"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on a connection to a remote host. The alert message mentions \""MALWARE-CNC Win.Backdoor.CSBundle_Original inbound connection attempt.\"" This suggests that the connection is being made to a command and control server. The rule's content field contains a JSON object with a key called \""id\"". This suggests that the rule is looking for a specific identifier that is associated with a particular malware campaign.""
   }
 ]
 
 [
   {
     ""Sid"": ""56598"",
     ""Technique ID"": ""T1114"",
     ""Technique Name"": ""Email Collection"",
     ""Quotes"": [],
     ""Explanation"": ""The rule contains \""Win.Backdoor.CSBundle_Original\"" which is related to email compromise and data collection.""
   }
 ]
 
 [
   {
     ""Sid"": ""56598"",
     ""Technique ID"": ""T1021"",
     ""Technique Name"": ""Remote Services"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for inbound connections to HTTP ports on the internal network, which could indicate adversaries using remote services to gain access to the network.""
   },
   {
     ""Sid"": ""56598"",
     ""Technique ID"": ""T1114"",
     ""Technique Name"": ""Email Collection"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for inbound connections to HTTP ports on the internal network, which could indicate adversaries targeting user email to collect sensitive information.""
   },
   {
     ""Sid"": ""56598"",
     ""Technique ID"": ""T1195"",
     ""Technique Name"": ""Supply Chain Compromise"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for inbound connections to HTTP ports on the internal network, which could indicate adversaries manipulating products or product delivery mechanisms prior to receipt by a final consumer for the purpose of data or system compromise.""
   },
   {
     ""Sid"": ""56598"",
     ""Technique ID"": ""T1595"",
     ""Technique Name"": ""Active Scanning"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for inbound connections to HTTP ports on the internal network, which could indicate adversaries executing active reconnaissance scans to gather information that can be used during targeting.""
   }
 ]
 ","['T1078', 'T1021', 'T1114', 'T1105', 'T1570', 'T1195', 'T1563', 'T1133', 'T1595', 'T1104', 'T1110', 'T1586', 'T1584', 'T1197', 'T1132', 'T1140', 'T1555', 'T1005']","['T1078', 'T1021']","['T1104', 'T1114', 'T1021', 'T1195', 'T1595']","['T1104', 'T1114']",['T1043']
41435,"
 {}
 
 [
   {
     ""Sid"": ""41435"",
     ""Technique ID"": ""T1197"",
     ""Technique Name"": ""BITS Jobs"",
     ""Quotes"": [
       ""Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks""
     ],
     ""Explanation"": ""The rule triggers when it detects traffic containing the header \""User-Agent: Microsoft BITS/7.7\"". BITS (Background Intelligent Transfer Service) is a Windows service that is commonly abused by malware for command and control and data exfiltration. The rule also detects traffic with a referrer to \""https://www.google.com\"", which is a common technique used by malware to blend in with legitimate traffic.""
   }
 ]
 
 {
   ""Sid"": ""41435"",
   ""Technique ID"": ""T1047"",
   ""Technique Name"": ""Windows Management Instrumentation"",
   ""Quotes"": [
     ""Adversaries may abuse Windows Management Instrumentation (WMI) to execute malicious commands and payloads""
   ],
   ""Explanation"": ""The rule contains \""BITS/7.7\"" in the User-Agent field, which is compatible with Windows Management Instrumentation (WMI) versions, and it executes malicious commands or payloads.""
 }
 ","['T1047', 'T1102', 'T1204', 'T1496', 'T1114', 'T1525', 'T1049', 'T1003', 'T1133', 'T1083', 'T1590', 'T1040', 'T1092', 'T1197', 'T1005']","['T1047', 'T1102']","['T1197', 'T1047']","['T1197', 'T1047']",['T1197']
32043,"
 {}
 
 [
   {
     ""Sid"": ""32043"",
     ""Technique ID"": ""T1080"",
     ""Technique Name"": ""Taint Shared Content"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an attempt to inject environment variables into a Bash command using the USER command and the () {} syntax. This technique is commonly used by adversaries to execute arbitrary commands on a system.""
   },
   {
     ""Sid"": ""32043"",
     ""Technique ID"": ""T1059"",
     ""Technique Name"": ""Command and Scripting Interpreter"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects an attempt to inject environment variables into a Bash command using the USER command and the () {} syntax. This technique is commonly used by adversaries to execute arbitrary commands on a system.""
   }
 ]
 
 [
   {
     ""Sid"": ""32043"",
     ""Technique ID"": ""T1059"",
     ""Technique Name"": ""Command and Scripting Interpreter"",
     ""Quotes"": [
       ""Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries""
     ],
     ""Explanation"": ""The rule looks for a specific sequence of characters in FTP traffic, which could be used to inject a command or script into a vulnerable FTP server. This technique is commonly used to gain unauthorized access to a system by executing malicious commands.""
   },
   {
     ""Sid"": ""32043"",
     ""Technique ID"": ""T1134"",
     ""Technique Name"": ""Access Token Manipulation"",
     ""Quotes"": [
       ""Adversaries may modify access tokens to operate under a different user or system security context to perform actions and bypass access controls""
     ],
     ""Explanation"": ""The rule looks for a specific sequence of characters in FTP traffic, which could be used to modify access tokens and gain unauthorized access to a system. This technique is commonly used to elevate privileges and bypass security controls.""
   },
   {
     ""Sid"": ""32043"",
     ""Technique ID"": ""T1204"",
     ""Technique Name"": ""User Execution"",
     ""Quotes"": [
       ""An adversary may rely upon specific actions by a user in order to gain execution""
     ],
     ""Explanation"": ""The rule looks for a specific sequence of characters in FTP traffic, which could be used to trick a user into executing a malicious command. This technique is commonly used to gain unauthorized access to a system by exploiting human error.""
   }
 ]
 ","['T1080', 'T1021', 'T1048', 'T1036', 'T1518', 'T1542', 'T1055', 'T1187', 'T1204', 'T1569', 'T1059', 'T1134', 'T1140']","['T1021', 'T1187']","['T1080', 'T1059', 'T1134', 'T1204']","['T1059', 'T1080']",['T1204']
