Sid,Response,With_Limit_Prompt_Without_Competition_Without_Limit_Return,With_Limit_Prompt_Without_Competition_With_Limit_Return,With_Limit_Prompt_With_Competition_Without_Limit_Return,With_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
37299,"[
   {
     ""sid"": ""37299"",
     ""Technique ID"": ""T1189"",
     ""Technique name"": ""Masquerading"",
     ""Quotes"": """"Masquerading involves using legitimate software tools and functionality to bypass security controls. The rule flags an attempt to install Hola VPN, which is a legitimate VPN application, but could potentially be used for malicious purposes, such as bypassing network restrictions or exfiltrating sensitive data."""",
     ""Explanation"": ""This event is generated when activity relating to masquerading is detected.""
   },
   {
     ""sid"": ""37299"",
     ""Technique ID"": ""T1534"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": """"Ingress Tool Transfer involves transferring tools or other files into an environment to be used in an attack. The rule indicates the presence of a tool (Hola VPN) being transferred into the environment, potentially with the intent of using it for malicious purposes."""",
     ""Explanation"": ""This event is generated when activity relating to ingress tool transfer is detected.""
   }
 ][
   {
     ""sid"": ""37299"",
     ""Technique ID"": ""T1562"",
     ""Technique name"": ""Modify Registry"",
     ""Quotes"": ""\""Modify Registry techniques involve making changes to the system registry, which can be abused to establish persistence, elevate privileges, or otherwise modify system behavior."",
     ""Explanation"": ""The rule detects an attempt to install Hola VPN, which is known to modify the system registry to establish persistence.""
   },
   {
     ""sid"": ""37299"",
     ""Technique ID"": ""T1484"",
     ""Technique name"": ""Hijack Execution Flow"",
     ""Quotes"": ""\""Hijack Execution Flow techniques involve modifying the normal execution flow of a program or system component, typically by altering the flow of control or injecting malicious code, to achieve an attacker's objectives."",
     ""Explanation"": ""Hola VPN is known to hijack the execution flow of web browsers to redirect user traffic through its proxy servers.""
   }
 ][
 ""sid"": ""37299"",
 ""Technique ID"": ""T1114"",
 ""Technique name"": ""Email Collection"",
 ""Quotes"": """",
 ""Explanation"": ""This event is triggered when Hola VPN installation is being attempted, which could be an indication of phishing and credential harvesting techniques.""
 ]","['T1003', 'T1505', 'T1485', 'T1190', 'T1125', 'T1078', 'T1608', 'T1596', 'T1105', 'T1071', 'T1114', 'T1584', 'T1518', 'T1568', 'T1543', 'T1212', 'T1565', 'T1083']","['T1505', 'T1071']","['T1189', 'T1534', 'T1562', 'T1484', 'T1114']","['T1189', 'T1534']",['T1021']
46065,"[
     {
         ""sid"": ""46065"",
         ""Technique ID"": ""T1565"",
         ""Technique name"": ""Evasion: Process Doppelgänging"",
         ""Quotes"": """"Process Doppelgänging involves creating a new process from an existing one to evade detection and gain privileges."""",
         ""Explanation"": ""In order to communicate with its C2, ransomware often creates a new process from an existing legitimate process, to evade detection.""
     },
     {
         ""sid"": ""46065"",
         ""Technique ID"": ""T1023"",
         ""Technique name"": ""Command and Control"",
         ""Quotes"": """"Command and Control (C2) involves communication with remote servers to receive instructions and send data back to the adversary."""",
         ""Explanation"": ""The ransomware communicates with its C2 server to receive instructions and send data back to the adversary.""
     }
 ][
     {
         ""sid"": ""46065"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": """"Adversaries may steal data by exfiltrating it over an existing command and control channel"""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected, and the IDS rule specifically points to the behavior of Win.Ransomware.Sigma, a piece of malware known for exfiltrating data over the command and control channel.""
     },
     {
         ""sid"": ""46065"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": """"Adversaries may transfer tools or other files from an external system into a compromised environment"""",
         ""Explanation"": ""The IDS rule mentions the malware downloading an executable file from a remote server, which is a common technique used by malware to transfer tools for further malicious activities.""
     }
 ][
   {
     ""sid"": ""46065"",
     ""Technique ID"": ""T1020"",
     ""Technique Name"": ""Automated Exfiltration"",
     ""Quotes"": """"Automated Exfiltration tactics and techniques are used by adversaries to exfiltrate data without human intervention. This rule looks for instances of the 'Win.Ransomware.Sigma' malware attempting to exfiltrate data using HTTP with a specific request ('/email.bin') and a specific User-Agent ('Microsoft BITS/')."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
   },
   {
     ""sid"": ""46065"",
     ""Technique ID"": ""T1530"",
     ""Technique Name"": ""Data from Cloud Storage"",
     ""Quotes"": """"Adversaries may access data from cloud storage services as part of their efforts to obtain information or gain access to a cloud storage account. This rule specifically targets exfiltration attempts by 'Win.Ransomware.Sigma' malware through HTTP with a specific request ('/email.bin'). Cloud storage services often use HTTP as a protocol for accessing data."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
   }
 ]","['T1041', 'T1571', 'T1020', 'T1048', 'T1105', 'T1083', 'T1564', 'T1559', 'T1484', 'T1530', 'T1490', 'T1133', 'T1572', 'T1496', 'T1132']","['T1020', 'T1571']","['T1565', 'T1023', 'T1041', 'T1105', 'T1020', 'T1530']","['T1565', 'T1023']",['T1197']
43287,"
 {}
 [
   {
     ""sid"": ""43287"",
     ""Technique ID"": ""T1087"",
     ""Technique name"": ""Account Discovery"",
     ""Quotes"": """"Adversaries may attempt to get a listing of valid accounts, usernames, or email addresses on a system or within a compromised environment"" "",
     ""Explanation"": ""This event indicates an attempt to access sensitive system files, which can include username and account information.""
   },
   {
     ""sid"": ""43287"",
     ""Technique ID"": ""T1046"",
     ""Technique name"": ""Network Service Discovery"",
     ""Quotes"": """"Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation"""",
     ""Explanation"": ""The rule specifically looks for an attempt to access the /etc/inetd.conf file, which is a common way to identify running services on a system.""
   }
 ][
     ""sid"": ""43287"",
     ""Technique ID"": ""T1087"",
     ""Technique name"": ""Account Discovery"",
     ""Quotes"": """"Account Discovery techniques involve identifying and gathering information about accounts, users, groups, or roles within a network or system. The rule indicates an attempt to access the '/etc/inetd.conf' file, which contains configuration information for network services and could reveal sensitive information about user accounts and system settings."""",
     ""Explanation"": ""This event is generated when activity relating to account discovery is detected.""
 ]","['T1087', 'T1189', 'T1046', 'T1559', 'T1137', 'T1190', 'T1033', 'T1112']","['T1189', 'T1190']","['T1087', 'T1046']","['T1087', 'T1046']",['T1087']
22033,"[
   {
     ""sid"": ""22033"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": """"Ingress Tool Transfer techniques involve transferring malicious tools or other files from an external system into the compromised environment to support further malicious actions. The rule indicates that the malware is making an outbound connection to a specific URL and including User-Agent and base64-encoded information, which could indicate a tool transfer attempt."""",
     ""Explanation"": ""This rule is used to detect outbound connections from infected hosts to a command-and-control (C2) server.""
   },
   {
     ""sid"": ""22033"",
     ""Technique ID"": ""T1020"",
     ""Technique name"": ""Automated Exfiltration"",
     ""Quotes"": """"Automated Exfiltration techniques involve the use of automated processes to exfiltrate data from a compromised system. The rule indicates outbound communication from an infected host to a C2 server, which suggests that the malware may be exfiltrating data from the compromised system."""",
     ""Explanation"": ""This rule is used to detect outbound connections from infected hosts to a command-and-control (C2) server.""
   }
 ][
         ""sid"": ""22033"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": """"Ingress Tool Transfer techniques involve the transfer of malicious tools or files into a compromised environment. The rule indicates the presence of a malware variant (Flashback) outbound connection. The malware may use HTTP to transfer additional tools or components to the compromised system."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ],
     [
         ""sid"": ""22033"",
         ""Technique ID"": ""T1082"",
         ""Technique name"": ""System Information Discovery"",
         ""Quotes"": """"System Information Discovery techniques involve obtaining detailed information about the operating system and hardware. The rule specifically mentions the presence of the string 'i386'. An adversary may attempt to gather system information to identify potential vulnerabilities or to customize the malware for the specific environment."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ]
 ][
     {
         ""sid"": ""22033"",
         ""Technique ID"": ""T1484"",
         ""Technique name"": ""Domain Policy Modification"",
         ""Quotes"": """"Domain Policy Modification techniques involve modifying the configuration settings of a domain to evade defenses and/or escalate privileges in domain environments."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     },
     {
         ""sid"": ""22033"",
         ""Technique ID"": ""T1482"",
         ""Technique name"": ""Domain Trust Discovery"",
         ""Quotes"": """"Domain Trust Discovery techniques involve gathering information on domain trust relationships that may be used to identify lateral movement opportunities in Windows multi-domain/forest environments."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     }
 ]","['T1008', 'T1129', 'T1132', 'T1020', 'T1564', 'T1497', 'T1572', 'T1056', 'T1105', 'T1030', 'T1082', 'T1569', 'T1518', 'T1003', 'T1005', 'T1119', 'T1484', 'T1482']","['T1020', 'T1056']","['T1105', 'T1020', 'T1082', 'T1484', 'T1482']","['T1105', 'T1020']",['T1001']
32008,"[
     {
         ""sid"": ""32008"",
         ""Technique ID"": ""T1192"",
         ""Technique Name"": ""Phishing"",
         ""Quotes"": """"Adversaries may send phishing messages to gain access to victim systems."""",
         ""Explanation"": ""This rule is triggered when a fake Delta Ticket HTTP response is detected, which is a type of phishing attack where malicious actors send emails with fake tickets to trick users into clicking on malicious links or downloading malware.""
     },
     {
         ""sid"": ""32008"",
         ""Technique ID"": ""T1566"",
         ""Technique Name"": ""Phishing for Information"",
         ""Quotes"": """"Adversaries may send phishing messages to elicit sensitive information that can be used during targeting."""",
         ""Explanation"": ""This rule specifically mentions that the phishing attack is intended to obtain sensitive information, which aligns with the T1566 technique.""
     }
 ][
         ""sid"": ""32008"",
         ""Technique ID"": ""T1192"",
         ""Technique name"": ""Phishing"",
         ""Quotes"": """"Phishing techniques involve sending fraudulent messages to obtain sensitive information such as login credentials or financial data. The rule indicates the presence of a fake Delta Ticket HTTP response used in phishing attacks to deceive victims into providing their credentials."""",
         ""Explanation"": ""This event is generated when phishing activity is detected.""
     ],
     [
         ""sid"": ""32008"",
         ""Technique ID"": ""T1566"",
         ""Technique name"": ""Phishing for Information"",
         ""Quotes"": """"Phishing for Information techniques involve sending phishing messages to elicit sensitive information that can be used during targeting. The rule indicates the presence of a fake Delta Ticket HTTP response used in phishing attacks to deceive victims into providing their credentials."""",
         ""Explanation"": ""This event is generated when phishing activity is detected.""
     ]
 ]
 {}
 ","['T1598', 'T1574', 'T1484', 'T1566']","['T1566', 'T1574']","['T1192', 'T1566']","['T1192', 'T1566']",['T1566']
30510,"[
     {
         ""sid"": ""30510"",
         ""Technique ID"": ""T1046"",
         ""Technique name"": ""Network Service Discovery"",
         ""Quotes"": """"Network Service Discovery techniques involve gathering information about the services running on a remote host or local network infrastructure device. The rule is specific to detecting attempts to exploit a vulnerability in OpenSSL's SSLv3 heartbeat implementation, which is often used as a reconnaissance technique to probe for vulnerable systems."""",
         ""Explanation"": ""This event is generated when SSLv3 heartbeat read overrun attempt is detected.""
     },
     {
         ""sid"": ""30510"",
         ""Technique ID"": ""T1210"",
         ""Technique name"": ""Exploitation of Remote Services"",
         ""Quotes"": """"Exploitation of Remote Services techniques involve using a vulnerability in a remote service to gain unauthorized access to a system. The rule detects attempts to exploit a specific vulnerability in OpenSSL's SSLv3 heartbeat implementation, which can allow an attacker to execute arbitrary code on the target system."""",
         ""Explanation"": ""This event is generated when SSLv3 heartbeat read overrun attempt is detected.""
     }
 ][
         ""sid"": ""30510"",
         ""Technique ID"": ""T1046"",
         ""Technique name"": ""Network Service Discovery"",
         ""Quotes"": """"Network Service Discovery techniques involve gathering information about services running on remote hosts and local network infrastructure devices. The rule looks for SSLv3 heartbeat read overrun attempts on various ports (21, 25, 443, 465, 636, 992, 993, 995, 2484), which is a common method used to fingerpint and identify services running on a host."""",
         ""Explanation"": ""This event is generated when an attempt is made to exploit a vulnerability in the OpenSSL implementation of the SSLv3 protocol.""
     ][
         ""sid"": ""30510"",
         ""Technique ID"": ""T1046"",
         ""Technique Name"": ""Network Service Discovery"",
         ""Quotes"": """"Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation. The rule detects an OpenSSL SSLv3 heartbeat read overrun attempt, which can be used by adversaries to gather information on the network and identify potential targets."""",
         ""Explanation"": ""This event is generated when activity relating to network service discovery is detected.""
     }
 ]","['T1040', 'T1059', 'T1220', 'T1124', 'T1530', 'T1201', 'T1056', 'T1195', 'T1496', 'T1498', 'T1210', 'T1590', 'T1046']","['T1059', 'T1220']","['T1046', 'T1210']","['T1046', 'T1210']",['T1005']
1604,"[
         ""sid"": ""1604"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Exploit Public-Facing Application techniques involve exploiting a vulnerability in a publicly accessible application to gain unauthorized access to a system."""",
         ""Explanation"": ""This event is generated when activity relating to an attempt to traverse the directory of an iChat server is detected."" 
 
     ][
     {
         ""sid"": ""1604"",
         ""Technique ID"": ""T1190"",
         ""Technique Name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Exploit Public-Facing Application techniques involve exploiting a weakness in an Internet-facing host or system to initially access a network."""",
         ""Explanation"": ""This rule detects attempts to exploit a directory traversal vulnerability in the iChat web application, which could allow an attacker to access files outside of the intended directory.""
     },
     {
         ""sid"": ""1604"",
         ""Technique ID"": ""T1189"",
         ""Technique Name"": ""Drive-by Compromise"",
         ""Quotes"": """"Drive-by Compromise techniques involve gaining access to a system through a user visiting a website over the normal course of browsing."""",
         ""Explanation"": ""An attacker could entice a user to visit a malicious website that hosts the exploit, which could then be executed through the user's web browser.""
     }
 ][
         ""sid"": ""1604"",
         ""Technique ID"": ""T1189"",
         ""Technique name"": ""Drive-by Compromise"",
         ""Quotes"": """"Drive-by Compromise is an initial access method that involves gaining access to a system through a user visiting a website over the normal course of browsing. The rule is related to a web application activity and directory traversal attempt, which is a common technique used in drive-by compromise attacks to exploit vulnerabilities in web applications."""",
         ""Explanation"": ""This event is generated when an attempt to access a directory is being made.""
     ]","['T1190', 'T1134', 'T1087', 'T1189', 'T1210', 'T1132', 'T1598', 'T1484', 'T1597']","['T1189', 'T1190']","['T1190', 'T1189']","['T1190', 'T1189']",['T1567']
48402,"[
     {
         ""sid"": ""48402"",
         ""Technique ID"": ""T1041"",
         ""Technique Name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": """"Exfiltration Over Command and Control Channel techniques involve stealing data by exfiltrating it over an existing command and control channel. The rule indicates the detection of an outbound connection attempt by the Win.Trojan.Emotet variant, suggesting that the malware is attempting to exfiltrate data via its command and control channel."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     },
     {
         ""sid"": ""48402"",
         ""Technique ID"": ""T1071"",
         ""Technique Name"": ""Application Layer Protocol"",
         ""Quotes"": """"Application Layer Protocol techniques involve using OSI application layer protocols to avoid detection or network filtering and blend in with existing traffic. The rule specifically mentions the use of HTTP and the GET method in the outbound connection attempt, indicating that the malware is using an application layer protocol to communicate."""",
         ""Explanation"": ""HTTP is commonly used by malware to communicate with its command and control server.""
     }
 ][
     {
         ""sid"": ""48402"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": """"Exfiltration Over Command and Control Channel techniques may use existing communication channels between implants and their command and control servers in order to exfiltrate data. The rule triggers on outbound HTTP traffic containing specific patterns associated with the Emotet Trojan, which is known to exfiltrate data over its command and control channel."""",
         ""Explanation"": ""This rule is looking for outbound traffic that is associated with the Emotet Trojan. This traffic may be attempting to exfiltrate data from the network.""
     },
     {
         ""sid"": ""48402"",
         ""Technique ID"": ""T1071"",
         ""Technique name"": ""Application Layer Protocol"",
         ""Quotes"": """"Application Layer Protocol techniques involve using OSI application layer protocols to communicate with a remote system, allowing adversaries to blend in with normal network traffic. The rule triggers on HTTP traffic, which is an application-layer protocol."""",
         ""Explanation"": ""This rule triggers on HTTP traffic, which is an application layer protocol. This suggests that the attacker may be using an application layer protocol to communicate with the remote host.""
     }
 ][
         ""sid"": ""48402"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel."""",
         ""Explanation"": ""The alert indicates the presence of a Trojan (Emotet) attempting to establish an outbound connection. The rule detects a GET request with specific content, potentially indicating an attempt to exfiltrate data through an established command and control channel.""
     },
     {
         ""sid"": ""48402"",
         ""Technique ID"": ""T1570"",
         ""Technique name"": ""Lateral Tool Transfer"",
         ""Quotes"": ""Adversaries may transfer tools or other files between systems in a compromised environment."""",
         ""Explanation"": ""The alert suggests the presence of a Trojan (Emotet) attempting to establish an outbound connection. The adversary may be attempting to transfer tools or files between compromised systems to facilitate lateral movement and expand their presence in the network.""
     }
 ]","['T1021', 'T1091', 'T1056', 'T1071', 'T1570', 'T1048', 'T1041', 'T1133']","['T1071', 'T1021']","['T1041', 'T1071', 'T1570']","['T1041', 'T1071']",['T1041']
1443,"[
   {
     ""sid"": ""1443"",
     ""Technique ID"": ""T1075"",
     ""Technique Name"": ""Data Exfiltration"",
     ""Quotes"": """"Data Exfiltration techniques involve the unauthorized transfer of data from a system or network to an external location. The rule detects the use of the Trivial File Transfer Protocol (TFTP) to retrieve the 'passwd' file, which contains user passwords on Unix-like systems."""",
     ""Explanation"": ""This event is generated when activity relating to data exfiltration is detected.""
   },
   {
     ""sid"": ""1443"",
     ""Technique ID"": ""T1210"",
     ""Technique Name"": ""Exploitation of Remote Services"",
     ""Quotes"": """"Exploitation of Remote Services techniques involve exploiting vulnerabilities in remote services to gain access to or execute commands on a system. The rule triggers when a TFTP GET request is made for the 'passwd' file, suggesting an attempt to exploit a vulnerability that allows unauthorized access to sensitive data."""",
     ""Explanation"": ""This event is generated when activity relating to exploitation of remote services is detected.""
   }
 ][
   {
     ""sid"": ""1443"",
     ""Technique ID"": ""T1110"",
     ""Technique Name"": ""Brute Force"",
     ""Quotes"": ""\""Brute force techniques involve repeatedly attempting logins with different credentials until successful. This rule searches for the pattern |00 01| followed by \""passwd\"" in UDP traffic on port 69, which corresponds to TFTP (Trivial File Transfer Protocol), indicating a potential brute-force attack against a passwd file.\"""",
     ""Explanation"": ""This event is generated when activity relating to TFTP brute force password is detected.""
   },
   {
     ""sid"": ""1443"",
     ""Technique ID"": ""T1071"",
     ""Technique Name"": ""Application Layer Protocol"",
     ""Quotes"": ""\""Application Layer Protocol techniques involve adversaries communicating using OSI application layer protocols to avoid detection/network filtering by blending in with existing traffic. TFTP (Trivial File Transfer Protocol) is an application layer protocol that is used for transferring files over a network. This rule specifically looks for TFTP traffic that is attempting to access the passwd file, which suggests that an attacker may be trying to use brute-force techniques to gain unauthorized access to the system.\"""",
     ""Explanation"": ""This event is generated when activity relating to TFTP is detected.""
   }
 ][
         ""sid"": ""1443"",
         ""Technique ID"": ""T1071"",
         ""Technique name"": ""Application Layer Protocol"",
         ""Quotes"": """"Adversaries may communicate using OSI application layer protocols to avoid detection/network filtering by blending in with existing traffic. The rule indicates a TFTP request for the 'passwd' file, which could be used to exfiltrate credentials from a compromised system."""",
         ""Explanation"": ""This rule detects TFTP GET requests for the 'passwd' file, which can be used to exfiltrate credentials from a compromised system.""
     ],
     [
         ""sid"": ""1443"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network. The rule indicates a TFTP request for the 'passwd' file, which could be a sign of an attacker attempting to gain initial access to a system."""",
         ""Explanation"": ""This rule detects TFTP GET requests for the 'passwd' file, which can be a sign of an attacker attempting to gain initial access to a system.""
     ]
 ]","['T1547', 'T1014', 'T1211', 'T1071', 'T1553', 'T1078', 'T1057', 'T1200', 'T1574', 'T1564', 'T1190', 'T1110', 'T1482', 'T1561', 'T1133']","['T1071', 'T1014']","['T1075', 'T1210', 'T1110', 'T1071', 'T1190']","['T1071', 'T1190']",['T1213']
54793,"[
     ""sid"": ""54793"",
     ""Technique ID"": ""T1003"",
     ""Technique name"": ""OS Credential Dumping"",
     ""Quotes"": ""Credential dumping techniques typically involve dumping credential material to obtain plain-text credentials. This rule appears to indicate the presence of malware (Unix.Malware.Drovorub) that is attempting to establish an inbound connection to a command and control server, and it may be using credential dumping techniques to gather credentials from the compromised system."",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
 ],
     [
         ""sid"": ""54793"",
         ""Technique ID"": ""T1071"",
         ""Technique name"": ""Application Layer Protocol"",
         ""Quotes"": ""Adversary communications will often blend in with legitimate application layer protocols. This rule appears to indicate the presence of the Unix.Malware.Drovorub malware, which is using a non-standard JSON format to communicate with a command and control server over an established TCP connection. This communication may be designed to evade detection based on standard application layer protocols such as HTTP or HTTPS."",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ]
 ][
     {
         ""sid"": ""54793"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": """"Ingress Tool Transfer techniques involve transferring or copying a malicious tool, often from an external system, into a compromised environment to establish a persistence mechanism, execute commands, or download additional tools or payloads."""",
         ""Explanation"": ""The event is generated when malware attempts to establish an inbound connection to a CNC server.""
     },
     {
         ""sid"": ""54793"",
         ""Technique ID"": ""T1569"",
         ""Technique name"": ""System Services"",
         ""Quotes"": """"Adversaries may abuse system services or daemons to execute commands or programs. The rule indicates that the malware (Drovorub) is using the legitimate 'children' service to communicate with its CNC server, disguising its malicious activity as a legitimate process."""",
         ""Explanation"": ""The event is generated when malware attempts to establish an inbound connection to a CNC server.""
     }
 ][
         ""sid"": ""54793"",
         ""Technique ID"": ""T1071"",
         ""Technique name"": ""Application Layer Protocol"",
         ""Quotes"": """"Application Layer Protocol techniques involve using application layer protocols (e.g., HTTP) to transfer data over the network. The rule detects an inbound connection attempt from a compromised system to a command and control server over a non-standard port (likely using an HTTP-based protocol), which is indicative of malicious communication."""",
         ""Explanation"": ""The rule looks for a connection to a port that you would expect the malware to use.""
     },
     {
         ""sid"": ""54793"",
         ""Technique ID"": ""T1568"",
         ""Technique name"": ""Dynamic Resolution"",
         ""Quotes"": """"Dynamic Resolution techniques involve adversaries dynamically establishing connections to command and control infrastructure to evade detection and remediation. The rule employs a pcre to detect specific communication patterns (e.g., the presence of a JSON-formatted string) that are often used by malware to establish dynamic connections to a command and control server."""",
         ""Explanation"": ""The rule looks for a specific pattern of data that is consistent with the malware attempting to connect to its command and control server.""
     }
 ]","['T1071', 'T1569', 'T1047', 'T1102', 'T1105', 'T1003', 'T1134', 'T1008', 'T1056', 'T1568', 'T1021', 'T1584']","['T1071', 'T1047']","['T1003', 'T1071', 'T1105', 'T1569', 'T1568']","['T1071', 'T1003']",['T1094']
18434,"[
   {
     ""sid"": ""18434"",
     ""Technique ID"": ""T1203"",
     ""Technique name"": ""Exploitation for Client Execution"",
     ""Quotes"": ""\""Exploitation for Client Execution techniques involve exploiting software vulnerabilities in client applications to execute code.\"""",
     ""Explanation"": ""This event is generated when an attempt to exploit a vulnerability in Adobe Acrobat Reader plugin is detected, which is consistent with T1203 techniques.""
   },
   {
     ""sid"": ""18434"",
     ""Technique ID"": ""T1189"",
     ""Technique name"": ""Drive-by Compromise"",
     ""Quotes"": ""\""Drive-by Compromise techniques involve adversaries gaining access to a victim system through a user visiting a website.\"""",
     ""Explanation"": ""Exploiting a vulnerability in Adobe Acrobat Reader plugin can lead to remote code execution, which aligns with the goal of Drive-by Compromise techniques.""
   }
 ][
     ""sid"": ""18434"",
     ""Technique ID"": ""T1499"",
     ""Technique name"": ""Endpoint Denial of Service"",
     ""Quotes"": """"Endpoint Denial of Service (DoS) attacks involve exploiting a system to consume system resources, thereby degrading or blocking the availability of services to users."""",
     ""Explanation"": ""This event indicates an attempt to take down a system using a DoS attack. Adobe Acrobat is software that takes up many computer resources, which could mean an attacker is attempting to overload the system.""
 ],
     ""sid"": ""18434"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": """"An adversary may transfer tools or other files from an external system into a compromised environment through various techniques, including direct copying, leveraging legitimate file transfer protocols, or exploiting remote file inclusion vulnerabilities."""",
     ""Explanation"": ""The rule looks for a specific pattern that is indicative of an attempt to transfer a file into a system. The rule also looks for an attempt to load a DLL file, which is a common technique used by malware to gain persistence on a system.""
 ][
   {
     ""sid"": ""18434"",
     ""Technique ID"": ""T1208"",
     ""Technique Name"": ""DLL Side-Loading"",
     ""Quotes"": """"DLL Side-Loading technique involves loading malicious DLL libraries into legitimate processes to gain code execution. In this case, the rule detects an exploit attempt against an Adobe Acrobat Reader plugin (ace.dll) by monitoring specific byte sequences that are commonly used in DLL Side-Loading attacks."""",
     ""Explanation"": ""This event is generated when activity relating to an attempt to exploit Adobe Reader is detected.""
   },
   {
     ""sid"": ""18434"",
     ""Technique ID"": ""T1546"",
     ""Technique Name"": ""Process Injection"",
     ""Quotes"": """"Process Injection technique involves injecting malicious code into legitimate processes to gain code execution. The rule detects an exploit attempt against an Adobe Acrobat Reader plugin (ace.dll) by monitoring specific byte sequences that are commonly used in Process Injection attacks."""",
     ""Explanation"": ""This event is generated when activity relating to an attempt to exploit Adobe Reader is detected.""
   }
 ]","['T1187', 'T1189', 'T1202', 'T1204', 'T1105', 'T1203', 'T1106', 'T1499', 'T1557', 'T1482', 'T1006']","['T1189', 'T1187']","['T1203', 'T1189', 'T1499', 'T1105', 'T1208', 'T1546']","['T1203', 'T1189']",['T1574']
